datetime,open,high,low,close,volume
2023-01-02T23:11:00Z,7506.9,7507.0,7504.6,7504.6,58
2023-01-02T23:12:00Z,7504.7,7504.9,7497.9,7498.8,190
2023-01-02T23:13:00Z,7498.9,7499.7,7498.2,7498.5,138
2023-01-02T23:14:00Z,7498.6,7499.0,7496.3,7496.3,140
2023-01-02T23:15:00Z,7496.4,7497.1,7492.8,7492.8,166
2023-01-02T23:16:00Z,7492.7,7494.6,7492.4,7492.8,152
2023-01-02T23:17:00Z,7492.2,7494.2,7490.6,7493.0,116
2023-01-02T23:18:00Z,7492.7,7493.8,7491.7,7493.2,132
2023-01-02T23:19:00Z,7492.9,7493.9,7492.2,7492.5,80
2023-01-02T23:20:00Z,7492.6,7494.4,7492.1,7492.3,108
2023-01-02T23:21:00Z,7492.1,7492.3,7486.8,7487.3,96
2023-01-02T23:22:00Z,7487.0,7489.2,7486.3,7489.2,100
2023-01-02T23:23:00Z,7489.4,7490.1,7488.6,7489.6,106
2023-01-02T23:24:00Z,7489.3,7490.1,7488.7,7489.8,66
2023-01-02T23:25:00Z,7489.9,7491.3,7489.9,7490.7,108
2023-01-02T23:26:00Z,7492.6,7493.6,7492.6,7493.5,98
2023-01-02T23:27:00Z,7493.4,7496.4,7493.0,7495.1,74
2023-01-02T23:28:00Z,7495.4,7499.2,7494.3,7498.5,78
2023-01-02T23:29:00Z,7498.3,7498.5,7492.4,7492.7,90
2023-01-02T23:30:00Z,7492.8,7493.5,7492.3,7492.6,68
2023-01-02T23:31:00Z,7492.7,7493.5,7492.3,7492.4,104
2023-01-02T23:32:00Z,7492.5,7492.9,7492.3,7492.3,58
2023-01-02T23:33:00Z,7492.0,7492.9,7490.7,7492.4,80
2023-01-02T23:34:00Z,7492.1,7492.6,7491.4,7491.9,98
2023-01-02T23:35:00Z,7491.7,7491.9,7490.1,7490.3,76
2023-01-02T23:36:00Z,7490.4,7491.9,7490.3,7490.6,62
2023-01-02T23:37:00Z,7490.3,7492.5,7490.0,7492.5,76
2023-01-02T23:38:00Z,7492.2,7493.4,7492.1,7493.0,68
2023-01-02T23:39:00Z,7492.8,7493.9,7492.8,7493.6,72
2023-01-02T23:40:00Z,7493.7,7493.9,7493.0,7493.8,64
2023-01-02T23:41:00Z,7493.6,7494.1,7493.1,7493.5,50
2023-01-02T23:42:00Z,7493.8,7495.1,7493.6,7495.1,68
2023-01-02T23:43:00Z,7495.2,7495.4,7494.4,7494.7,32
2023-01-02T23:44:00Z,7494.8,7494.8,7494.1,7494.1,66
2023-01-02T23:45:00Z,7493.8,7494.7,7493.8,7494.1,54
2023-01-02T23:46:00Z,7493.8,7494.4,7492.9,7493.1,114
2023-01-02T23:47:00Z,7493.4,7493.6,7492.7,7492.7,60
2023-01-02T23:48:00Z,7492.9,7492.9,7488.5,7488.8,40
2023-01-02T23:49:00Z,7489.0,7489.4,7488.2,7489.2,60
2023-01-02T23:50:00Z,7489.4,7489.4,7488.5,7489.1,42
2023-01-02T23:51:00Z,7489.2,7490.1,7488.9,7488.9,58
2023-01-02T23:52:00Z,7488.7,7489.4,7488.3,7489.1,40
2023-01-02T23:53:00Z,7489.0,7489.1,7488.3,7488.3,28
2023-01-02T23:54:00Z,7488.6,7489.0,7488.4,7488.7,66
2023-01-02T23:55:00Z,7488.9,7489.6,7479.6,7482.1,70
2023-01-02T23:56:00Z,7482.3,7482.9,7482.3,7482.9,60
2023-01-02T23:57:00Z,7483.0,7483.1,7482.8,7483.1,44
