date,orb_hi,orb_lo,orb_range,trend_blocked_why,blocked_why,vol_rejects,trend_blocked,blocked,vol_best_ratio,max_locked_R,be,trail,no_trade_why,no_trade,log,config
2023-06-21,34080.6,33870.4,210.2,,"KillSwitch already active (now=18:33, kill=16:31).",776.0,,1.0,0.9945217024863042,,,,,,2023,orb25
2023-06-22,34008.3,33821.6,186.7,,,,,,,,,,,,2023,orb25
2023-06-23,33868.6,33622.9,245.7,,,,,,,,,,,,2023,orb25
2023-06-24,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-06-25,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-06-26,33800.7,33644.5,156.2,"Neutral trend, policy=BlockAll",,843.0,14.0,,0.9960681520314548,,,,,,2023,orb25
2023-06-27,33859.5,33653.3,206.2,,"KillSwitch already active (now=17:21, kill=16:31).",11181.0,,26.0,1.0,,,,,,2023,orb25
2023-06-28,33968.3,33759.1,209.2,,,78.0,,,0.9203252032520324,,,,,,2023,orb25
2023-06-29,34078.7,33810.2,268.5,,"KillSwitch already active (now=17:00, kill=16:31).",8381.0,,20.0,0.9986382206082616,,,,,,2023,orb25
2023-06-30,34401.8,34113.5,288.3,,"KillSwitch already active (now=17:27, kill=16:31).",6107.0,,16.0,0.999375390381012,,,,,,2023,orb25
2023-07-01,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-07-02,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-07-03,34403.4,34287.6,115.8,,"KillSwitch already active (now=16:38, kill=16:31).",4241.0,,16.0,1.0,,,,,,2023,orb25
2023-07-04,34422.0,34365.1,56.9,,,,,,,,,,,,2023,orb25
2023-07-05,34347.1,34218.0,129.1,,,1343.0,,,0.9269311064718164,,,,,,2023,orb25
2023-07-06,34159.5,33825.2,334.3,,,4326.0,,,0.9948269001193792,,,,,,2023,orb25
2023-07-07,33946.5,33764.5,182.0,,"KillSwitch already active (now=16:34, kill=16:31).",5635.0,,19.0,1.0,,,,,,2023,orb25
2023-07-08,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-07-09,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-07-10,33966.2,33656.8,309.4,,,,,,,,,,,,2023,orb25
2023-07-11,34111.7,33856.7,255.0,,existing open bot position found: ORBV_US30.cash_20230711 vo,9625.0,,41.0,1.0,,,,,,2023,orb25
2023-07-12,34586.7,34282.8,303.9,,,,,,,,,,,,2023,orb25
2023-07-13,34471.9,34373.3,98.6,,existing open bot position found: ORBV_US30.cash_20230713 vo,1002.0,,20.0,0.995475113122172,,,,,,2023,orb25
2023-07-14,34599.3,34340.9,258.4,,,,,,,,,,,,2023,orb25
2023-07-15,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-07-16,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-07-17,34566.3,34406.4,159.9,,existing open bot position found: ORBV_US30.cash_20230717 vo,8161.0,,42.0,1.0,,,,,,2023,orb25
2023-07-18,34826.7,34516.0,310.7,,existing open bot position found: ORBV_US30.cash_20230718 vo,13227.0,,44.0,0.9996064541519089,,,,,,2023,orb25
2023-07-19,35234.1,34922.9,311.2,,,,,,,,,,,,2023,orb25
2023-07-20,35291.6,35041.6,250.0,,,8733.0,,,0.9995435874030124,,,,,,2023,orb25
2023-07-21,35341.6,35176.1,165.5,,,3.0,,,0.6755969714618522,,,,,,2023,orb25
2023-07-22,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-07-23,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-07-24,35408.1,35231.5,176.6,,existing open bot position found: ORBV_US30.cash_20230724 vo,10434.0,,20.0,0.9983498349834984,,,,,,2023,orb25
2023-07-25,35447.0,35362.7,84.3,,existing open bot position found: ORBV_US30.cash_20230725 vo,7778.0,,23.0,1.0,,,,,,2023,orb25
2023-07-26,35459.5,35309.7,149.8,,existing open bot position found: ORBV_US30.cash_20230726 vo,10351.0,,34.0,1.0,,,,,,2023,orb25
2023-07-27,35688.0,35543.2,144.8,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:21, kill=16:31).",14137.0,1.0,34.0,0.999420625724218,,,,,,2023,orb25
2023-07-28,35510.0,35310.9,199.1,,,2563.0,,,0.9438886472379296,,,,,,2023,orb25
2023-07-29,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-07-30,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-07-31,35541.2,35430.7,110.5,,"KillSwitch already active (now=20:00, kill=16:31).",864.0,,16.0,0.998829496683574,,,,,,2023,orb25
2023-08-01,35678.1,35442.3,235.8,,,,,,,,,,,,2023,orb25
2023-08-02,35564.8,35347.3,217.5,,"KillSwitch already active (now=18:12, kill=16:31).",8069.0,,31.0,0.9986743261157754,,,,,,2023,orb25
2023-08-03,35264.2,35112.7,151.5,,"KillSwitch already active (now=16:44, kill=16:31).",7477.0,,4.0,0.9986504723346828,,,,,,2023,orb25
2023-08-04,35416.3,35146.8,269.5,,existing open bot position found: ORBV_US30.cash_20230804 vo,11836.0,,10.0,1.0,,,,,,2023,orb25
2023-08-05,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-08-06,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-08-07,35410.5,35093.4,317.1,,"KillSwitch already active (now=17:13, kill=16:31).",9926.0,,31.0,1.0,,,,,,2023,orb25
2023-08-08,35417.8,35003.9,413.9,,,,,,,,,,,,2023,orb25
2023-08-09,35410.7,35260.5,150.2,,existing open bot position found: ORBV_US30.cash_20230809 vo,12146.0,,35.0,1.0,,,,,,2023,orb25
2023-08-10,35573.7,35175.7,398.0,,"KillSwitch already active (now=17:56, kill=16:31).",4400.0,,4.0,0.9988317757009346,,,,,,2023,orb25
2023-08-11,35342.5,35045.0,297.5,,,221.0,,,0.8116545265348596,,,,,,2023,orb25
2023-08-12,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-08-13,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-08-14,35394.6,35164.7,229.9,,,,,,,,,,,,2023,orb25
2023-08-15,35188.2,34967.3,220.9,,"KillSwitch already active (now=19:27, kill=16:31).",3498.0,,26.0,0.9995240361732508,,,,,,2023,orb25
2023-08-16,35134.5,34882.0,252.5,,"KillSwitch already active (now=17:09, kill=16:31).",8655.0,,27.0,0.9996429846483398,,,,,,2023,orb25
2023-08-17,34889.9,34729.5,160.4,,"KillSwitch already active (now=17:21, kill=16:31).",13927.0,,36.0,0.9996429846483398,,,,,,2023,orb25
2023-08-18,34475.2,34260.7,214.5,,"KillSwitch already active (now=17:13, kill=16:31).",15892.0,,7.0,0.999691453255168,,,,,,2023,orb25
2023-08-19,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-08-20,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-08-21,34648.7,34341.9,306.8,,existing open bot position found: ORBV_US30.cash_20230821 vo,6960.0,,1.0,0.9953970080552358,,,,,,2023,orb25
2023-08-22,34591.1,34357.4,233.7,,existing open bot position found: ORBV_US30.cash_20230822 vo,15490.0,,38.0,0.9995903318312168,,,,,,2023,orb25
2023-08-23,34445.1,34288.6,156.5,,"KillSwitch already active (now=17:05, kill=16:31).",8928.0,,27.0,1.0,,,,,,2023,orb25
2023-08-24,34693.5,34392.0,301.5,,existing open bot position found: ORBV_US30.cash_20230824 vo,21982.0,,30.0,1.0,,,,,,2023,orb25
2023-08-25,34359.1,34088.7,270.4,,"KillSwitch already active (now=18:21, kill=16:31).",7945.0,,1.0,0.9946151409566044,,,,,,2023,orb25
2023-08-26,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-08-27,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-08-28,34662.7,34398.3,264.4,,,,,,,,,,,,2023,orb25
2023-08-29,34707.4,34493.0,214.4,,existing open bot position found: ORBV_US30.cash_20230829 vo,11909.0,,40.0,0.9991119005328596,,,,,,2023,orb25
2023-08-30,35025.6,34793.2,232.4,,,,,,,,,,,,2023,orb25
2023-08-31,35097.4,34940.9,156.5,,existing open bot position found: ORBV_US30.cash_20230831 vo,16009.0,,35.0,0.9990917347865578,,1.0,,,,2023,orb25
2023-09-01,34972.6,34814.3,158.3,,"KillSwitch already active (now=16:54, kill=16:31).",11808.0,,10.0,0.9994821336095288,,,,,,2023,orb25
2023-09-02,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-09-03,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-09-04,34935.1,34771.8,163.3,,,917.0,,,0.998914223669924,,,,,,2023,orb25
2023-09-05,34887.7,34724.2,163.5,,"KillSwitch already active (now=17:08, kill=16:31).",5992.0,,29.0,1.0,,,,,,2023,orb25
2023-09-06,34617.0,34481.8,135.2,,"KillSwitch already active (now=16:31, kill=16:31).",15683.0,,31.0,0.9995936611133686,,,,,,2023,orb25
2023-09-07,34517.1,34330.7,186.4,,"KillSwitch already active (now=17:18, kill=16:31).",4792.0,,6.0,0.9935760171306208,,,,,,2023,orb25
2023-09-08,34611.7,34410.6,201.1,,,1509.0,,,0.9991079393398752,,,,,,2023,orb25
2023-09-09,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-09-10,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-09-11,34789.8,34601.7,188.1,"Neutral trend, policy=BlockAll",,1649.0,13.0,,0.9939070830159938,,,,,,2023,orb25
2023-09-12,34645.5,34531.9,113.6,,"KillSwitch already active (now=16:36, kill=16:31).",11332.0,,25.0,1.0,0.0,1.0,1.0,,,2023,orb25
2023-09-13,34773.4,34551.0,222.4,,"KillSwitch already active (now=18:55, kill=16:31).",1931.0,,4.0,0.9995497523638002,,,,,,2023,orb25
2023-09-14,34825.4,34575.8,249.6,,existing open bot position found: ORBV_US30.cash_20230914 vo,9837.0,,35.0,0.9994256174612292,,,,,,2023,orb25
2023-09-15,35012.3,34753.1,259.2,,existing open bot position found: ORBV_US30.cash_20230915 vo,16032.0,,22.0,1.0,,1.0,,,,2023,orb25
2023-09-16,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-09-17,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-09-18,34680.4,34538.3,142.1,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:31, kill=16:31).",5263.0,37.0,5.0,1.0,,,,,,2023,orb25
2023-09-19,34683.6,34416.8,266.8,,existing open bot position found: ORBV_US30.cash_20230919 vo,7645.0,,11.0,1.0,,,,,,2023,orb25
2023-09-20,34693.7,34520.3,173.4,,"KillSwitch already active (now=16:53, kill=16:31).",10212.0,,43.0,0.9995027349577325,,,,,,2023,orb25
2023-09-21,34406.5,34163.9,242.6,,"KillSwitch already active (now=19:29, kill=16:31).",4230.0,,26.0,1.0,,,,,,2023,orb25
2023-09-22,34146.5,34000.5,146.0,,"KillSwitch already active (now=17:39, kill=16:31).",3109.0,,5.0,0.9985096870342772,,,,,,2023,orb25
2023-09-23,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-09-24,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-09-25,34087.6,33803.8,283.8,,,651.0,,,0.9198913781398506,,,,,,2023,orb25
2023-09-26,33921.7,33696.6,225.1,,existing open bot position found: ORBV_US30.cash_20230926 vo,11936.0,,25.0,1.0,,,,,,2023,orb25
2023-09-27,33761.6,33570.8,190.8,,existing open bot position found: ORBV_US30.cash_20230927 vo,18117.0,,17.0,0.9996001599360256,,1.0,,,,2023,orb25
2023-09-28,33654.3,33453.7,200.6,,"KillSwitch already active (now=16:51, kill=16:31).",13177.0,,29.0,0.999650471862985,,,,,,2023,orb25
2023-09-29,33898.9,33679.3,219.6,,"KillSwitch already active (now=16:53, kill=16:31).",19950.0,,9.0,0.9994256174612292,,,,,,2023,orb25
2023-09-30,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-10-01,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-10-02,33706.7,33349.8,356.9,,"KillSwitch already active (now=16:50, kill=16:31).",12626.0,,5.0,1.0,,,,,,2023,orb25
2023-10-03,33489.4,33110.8,378.6,,"KillSwitch already active (now=18:53, kill=16:31).",23138.0,,20.0,1.0,,,,,,2023,orb25
2023-10-04,33091.5,32877.8,213.7,,"KillSwitch already active (now=19:18, kill=16:31).",5865.0,,4.0,1.0,,,,,,2023,orb25
2023-10-05,33145.9,32969.1,176.8,,"KillSwitch already active (now=17:03, kill=16:31).",3991.0,,4.0,0.9971408148677626,,,,,,2023,orb25
2023-10-06,33219.4,32843.3,376.1,,"KillSwitch already active (now=17:14, kill=16:31).",16864.0,,11.0,0.9992254066615028,,,,,,2023,orb25
2023-10-07,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-10-08,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-10-09,33419.8,33158.8,261.0,,existing open bot position found: ORBV_US30.cash_20231009 vo,10611.0,,28.0,0.9996213555471412,,,,,,2023,orb25
2023-10-10,33792.6,33592.4,200.2,,existing open bot position found: ORBV_US30.cash_20231010 vo,8144.0,,3.0,0.9988982739625412,,,,,,2023,orb25
2023-10-11,33886.6,33736.1,150.5,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20231011 vo,11878.0,16.0,13.0,0.9994900560938296,,,,,,2023,orb25
2023-10-12,33973.6,33660.2,313.4,,"KillSwitch already active (now=17:09, kill=16:31).",11435.0,,28.0,1.0,,,,,,2023,orb25
2023-10-13,33963.2,33574.2,389.0,,,570.0,,,0.8600337268128162,,,,,,2023,orb25
2023-10-14,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-10-15,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-10-16,33958.8,33700.3,258.5,,"KillSwitch already active (now=16:59, kill=16:31).",14255.0,,34.0,0.9994385176866928,,,,,,2023,orb25
2023-10-17,33985.5,33810.0,175.5,,"KillSwitch already active (now=17:26, kill=16:31).",8456.0,,2.0,0.9973353635325468,,,,,,2023,orb25
2023-10-18,33993.9,33830.3,163.6,,"KillSwitch already active (now=18:42, kill=16:31).",20931.0,,17.0,0.9971051785139916,,1.0,,,,2023,orb25
2023-10-19,33707.5,33544.3,163.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=20:47, kill=16:31).",16888.0,24.0,20.0,1.0,,,,,,2023,orb25
2023-10-20,33422.0,33206.0,216.0,,"KillSwitch already active (now=19:10, kill=16:31).",4019.0,,4.0,0.9992810927390368,,,,,,2023,orb25
2023-10-21,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-10-22,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-10-23,33132.3,32885.3,247.0,,"KillSwitch already active (now=16:56, kill=16:31).",6776.0,,4.0,0.9969088098918084,,,,,,2023,orb25
2023-10-24,33260.3,32947.8,312.5,,,538.0,,,0.8628571428571429,,,,,,2023,orb25
2023-10-25,33252.3,32990.9,261.4,,"ClosePositionsTime already reached (now=23:23, close=20:50).",484.0,,1.0,0.9734513274336284,,,,,,2023,orb25
2023-10-26,33105.1,32854.5,250.6,,"KillSwitch already active (now=20:02, kill=16:31).",10776.0,,6.0,0.9983361064891846,,,,,,2023,orb25
2023-10-27,32911.5,32662.0,249.5,,"KillSwitch already active (now=17:06, kill=16:31).",21607.0,,4.0,0.9993489583333334,,,,,,2023,orb25
2023-10-28,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-10-29,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-10-30,32755.1,32528.6,226.5,,"KillSwitch already active (now=17:30, kill=16:31).",15987.0,,26.0,0.9971393543114018,,,,,,2023,orb25
2023-10-31,33138.7,32787.6,351.1,,,,,,,,,,,,2023,orb25
2023-11-01,33226.4,32911.0,315.4,,"KillSwitch already active (now=19:52, kill=16:31).",7773.0,,22.0,0.99932478055368,,,,,,2023,orb25
2023-11-02,33616.7,33294.0,322.7,,"KillSwitch already active (now=17:02, kill=16:31).",18150.0,,27.0,1.0,0.0,1.0,1.0,,,2023,orb25
2023-11-03,34071.9,33827.1,244.8,,"KillSwitch already active (now=17:05, kill=16:31).",12907.0,,3.0,0.9978308026030368,,,,,,2023,orb25
2023-11-04,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-11-05,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-11-06,34132.3,34067.2,65.1,Bearish trend blocks LONG,"KillSwitch already active (now=18:20, kill=16:31).",8362.0,137.0,21.0,1.0,,,,,,2023,orb25
2023-11-07,34077.9,33973.9,104.0,,"KillSwitch already active (now=16:49, kill=16:31).",18045.0,,29.0,0.998613037447989,,1.0,,,,2023,orb25
2023-11-08,34219.2,34113.5,105.7,,existing open bot position found: ORBV_US30.cash_20231108 vo,13462.0,,20.0,0.9976470588235294,,,,,,2023,orb25
2023-11-09,34218.7,34079.7,139.0,,"KillSwitch already active (now=18:02, kill=16:31).",17760.0,,24.0,1.0,,,,,,2023,orb25
2023-11-10,34062.1,33891.3,170.8,,"KillSwitch already active (now=17:33, kill=16:31).",11408.0,,23.0,0.9995635093845484,,,,,,2023,orb25
2023-11-11,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-11-12,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-11-13,34302.5,34187.0,115.5,,"KillSwitch already active (now=16:48, kill=16:31).",12210.0,,19.0,0.9987618654560462,,,,,,2023,orb25
2023-11-14,34741.5,34285.7,455.8,,"KillSwitch already active (now=16:53, kill=16:31).",18325.0,,25.0,0.999505195447798,,,,,,2023,orb25
2023-11-15,34984.6,34862.8,121.8,,"KillSwitch already active (now=19:02, kill=16:31).",6263.0,,4.0,0.9976617303195634,,,,,,2023,orb25
2023-11-16,35001.7,34870.9,130.8,,"KillSwitch already active (now=19:55, kill=16:31).",9151.0,,1.0,0.9957446808510638,,,,,,2023,orb25
2023-11-17,35098.9,34948.9,150.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:57, kill=16:31).",14236.0,221.0,11.0,0.9996480112636394,,,,,,2023,orb25
2023-11-18,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-11-19,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-11-20,34988.1,34893.0,95.1,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:36, kill=16:31).",14760.0,25.0,36.0,1.0,5.0,1.0,5.0,,,2023,orb25
2023-11-21,35150.7,35078.0,72.7,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:18, kill=16:31).",11438.0,173.0,23.0,0.9994051160023796,,,,,,2023,orb25
2023-11-22,35197.0,35087.7,109.3,,existing open bot position found: ORBV_US30.cash_20231122 vo,15731.0,,30.0,0.9992429977289932,,,,,,2023,orb25
2023-11-23,35322.4,35261.4,61.0,,existing open bot position found: ORBV_US30.cash_20231123 vo,995.0,,6.0,0.9972299168975068,,,,,,2023,orb25
2023-11-24,35376.8,35302.2,74.6,,"KillSwitch already active (now=17:57, kill=16:31).",2711.0,,2.0,0.996216897856242,,,,,,2023,orb25
2023-11-25,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-11-26,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-11-27,35377.7,35300.3,77.4,,,1022.0,,,0.9968051118210862,,,,,,2023,orb25
2023-11-28,35366.5,35288.2,78.3,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:31, kill=16:31).",13991.0,152.0,30.0,0.999569151227919,,,,,,2023,orb25
2023-11-29,35532.2,35432.9,99.3,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:04, kill=16:31).",6573.0,7.0,13.0,0.9994051160023796,,,,,,2023,orb25
2023-11-30,35676.4,35510.1,166.3,,"KillSwitch already active (now=18:06, kill=16:31).",19028.0,,23.0,1.0,0.0,1.0,1.0,,,2023,orb25
2023-12-01,36035.0,35896.0,139.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:33, kill=16:31).",13908.0,8.0,14.0,0.998914223669924,2.0,1.0,3.0,,,2023,orb25
2023-12-02,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-12-03,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-12-04,36206.7,36026.3,180.4,,"ClosePositionsTime already reached (now=20:51, close=20:50).",978.0,,2.0,0.9955201592832256,,,,,,2023,orb25
2023-12-05,36187.1,36060.0,127.1,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:54, kill=16:31).",3690.0,131.0,3.0,0.9996351696461144,,,,,,2023,orb25
2023-12-06,36242.8,36136.3,106.5,,existing open bot position found: ORBV_US30.cash_20231206 vo,6432.0,,33.0,1.0,,,,,,2023,orb25
2023-12-07,36123.6,35977.4,146.2,,existing open bot position found: ORBV_US30.cash_20231207 vo,5087.0,,12.0,1.0,,,,,,2023,orb25
2023-12-08,36156.7,35963.5,193.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:25, kill=16:31).",12073.0,10.0,16.0,0.999684642068748,,,,,,2023,orb25
2023-12-09,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-12-10,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-12-11,36262.6,36203.1,59.5,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:33, kill=16:31).",15771.0,316.0,36.0,0.998894213048286,,,,,,2023,orb25
2023-12-12,36574.2,36420.4,153.8,"Neutral trend, policy=BlockAll","KillSwitch already active (now=20:06, kill=16:31).",4045.0,290.0,14.0,1.0,,,,,,2023,orb25
2023-12-13,36660.5,36577.9,82.6,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:18, kill=16:31).",14627.0,317.0,25.0,0.999586947542338,,,,,,2023,orb25
2023-12-14,37313.8,37142.0,171.8,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:49, kill=16:31).",3823.0,52.0,7.0,1.0,,,,,,2023,orb25
2023-12-15,37402.2,37173.5,228.7,,MaxTradesPerDay reached (1/1).,2365.0,,3.0,0.9962049335863375,,,,,,2023,orb25
2023-12-16,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-12-17,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-12-18,37375.5,37295.2,80.3,"Neutral trend, policy=BlockAll","KillSwitch already active (now=19:31, kill=16:31).",2082.0,10.0,14.0,1.0,,,,,,2023,orb25
2023-12-19,37399.5,37300.0,99.5,,existing open bot position found: ORBV_US30.cash_20231219 vo,12846.0,,35.0,1.0,,,,,,2023,orb25
2023-12-20,37572.0,37458.0,114.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:34, kill=16:31).",12890.0,10.0,25.0,0.9988249118683902,,,,,,2023,orb25
2023-12-21,37381.8,37212.5,169.3,,MaxTradesPerDay reached (1/1).,7897.0,,5.0,0.9992887624466572,,,,,,2023,orb25
2023-12-22,37379.0,37247.2,131.8,,existing open bot position found: ORBV_US30.cash_20231222 vo,16125.0,,23.0,0.999383096853794,2.0,1.0,3.0,,,2023,orb25
2023-12-23,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-12-24,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-12-26,37466.7,37375.1,91.6,,existing open bot position found: ORBV_US30.cash_20231226 vo,9521.0,,40.0,1.0,1.0,1.0,1.0,,,2023,orb25
2023-12-27,37563.5,37506.9,56.6,,MaxTradesPerDay reached (1/1).,14913.0,,36.0,1.0,,,,,,2023,orb25
2023-12-28,37691.2,37603.6,87.6,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20231228 vo,13756.0,175.0,34.0,1.0,,1.0,,,,2023,orb25
2023-12-29,37787.2,37698.2,89.0,,existing open bot position found: ORBV_US30.cash_20231229 vo,15024.0,,24.0,0.9993906154783668,,1.0,,,,2023,orb25
2024-01-02,37811.4,37461.4,350.0,,,,,,,,,,,,2024,orb25
2024-01-03,37726.8,37553.2,173.6,,existing open bot position found: ORBV_US30.cash_20240103 vo,17361.0,,28.0,0.9996125532739247,1.0,1.0,1.0,,,2024,orb25
2024-01-04,37541.1,37451.9,89.2,,"KillSwitch already active (now=16:54, kill=16:31).",13699.0,,6.0,1.0,,,,,,2024,orb25
2024-01-05,37454.3,37249.3,205.0,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20240105 vo,13742.0,89.0,6.0,0.999259807549963,,,,,,2024,orb25
2024-01-06,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb25
2024-01-07,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb25
2024-01-08,37371.9,37215.4,156.5,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:41, kill=16:31).",14940.0,16.0,36.0,0.9988776655443323,3.0,1.0,3.0,,,2024,orb25
2024-01-09,37614.1,37439.8,174.3,,existing open bot position found: ORBV_US30.cash_20240109 vo,5874.0,,7.0,0.9982300884955753,,,,,,2024,orb25
2024-01-10,37552.1,37466.5,85.6,,existing open bot position found: ORBV_US30.cash_20240110 vo,16873.0,,55.0,0.9995497523638002,1.0,1.0,2.0,,,2024,orb25
2024-01-11,37811.1,37590.0,221.1,,"KillSwitch already active (now=18:07, kill=16:31).",12248.0,,3.0,0.9980879541108987,,,,,,2024,orb25
2024-01-12,37795.7,37441.7,354.0,"Neutral trend, policy=BlockAll",,885.0,138.0,,0.9984871406959154,,,,,,2024,orb25
2024-01-13,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb25
2024-01-14,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb25
2024-01-15,37598.6,37491.4,107.2,,,,,,,,,,,,2024,orb25
2024-01-16,37550.2,37381.9,168.3,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:54, kill=16:31).",15462.0,11.0,19.0,0.9995782370307887,,,,,,2024,orb25
2024-01-17,37267.0,37149.9,117.1,,"KillSwitch already active (now=16:54, kill=16:31).",10523.0,,5.0,0.9964570416297608,,,,,,2024,orb25
2024-01-18,37334.7,37180.6,154.1,,existing open bot position found: ORBV_US30.cash_20240118 vo,10805.0,,30.0,0.9996270048489369,,,,,,2024,orb25
2024-01-19,37705.8,37461.0,244.8,,"KillSwitch already active (now=18:16, kill=16:31).",10020.0,,10.0,0.9991386735572783,,,,,,2024,orb25
2024-01-20,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb25
2024-01-21,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb25
2024-01-22,37986.0,37875.2,110.8,,existing open bot position found: ORBV_US30.cash_20240122 vo,12120.0,,29.0,0.9995100440960314,1.0,1.0,1.0,,,2024,orb25
2024-01-23,38023.2,37922.3,100.9,,MaxTradesPerDay reached (1/1).,14579.0,,24.0,0.9994256174612293,,,,,,2024,orb25
2024-01-24,38078.1,37936.6,141.5,,"KillSwitch already active (now=18:40, kill=16:31).",10169.0,,21.0,1.0,,,,,,2024,orb25
