date,orb_hi,orb_lo,orb_range,trend_blocked_why,blocked_why,vol_rejects,trend_blocked,blocked,vol_best_ratio,max_locked_R,be,trail,no_trade_why,no_trade,log,config
2024-11-18,43400.86,43248.86,152.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:39, kill=16:31).",8461.0,104.0,8.0,0.999666777740753,,,,,,2024,orb15
2024-11-19,43469.16,42849.66,619.5,,,,,,,,,,ORB range 619.5 pips >= max 500. Standing down.,1.0,2024,orb15
2024-11-20,43428.36,43249.26,179.1,,existing open bot position found: ORBV_US30.cash_20241120 vo,23649.0,,20.0,0.9997835966241072,,1.0,,,,2024,orb15
2024-11-21,43619.96,43252.96,367.0,,"KillSwitch already active (now=17:29, kill=16:31).",19365.0,,27.0,0.9986772486772488,,,,,,2024,orb15
2024-11-22,43941.66,43706.56,235.1,,existing open bot position found: ORBV_US30.cash_20241122 vo,26764.0,,25.0,0.9996599795987758,,,,,,2024,orb15
2024-11-23,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-11-24,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-11-25,44702.66,44521.06,181.6,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:45, kill=16:31).",11147.0,472.0,12.0,0.9997222993612884,,,,,,2024,orb15
2024-11-26,44812.56,44531.46,281.1,,MaxTradesPerDay reached (1/1).,10218.0,,17.0,0.998471726948548,,,,,,2024,orb15
2024-11-27,44936.46,44786.06,150.4,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:28, kill=16:31).",12093.0,440.0,27.0,1.0,,,,,,2024,orb15
2024-11-28,44802.96,44728.06,74.9,,existing open bot position found: ORBV_US30.cash_20241128 vo,2199.0,,31.0,0.9990205680705192,,,,,,2024,orb15
2024-11-29,44913.46,44762.26,151.2,,"KillSwitch already active (now=16:43, kill=16:31).",6338.0,,6.0,0.9976905311778292,,,,,,2024,orb15
2024-11-30,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-12-01,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-12-02,44974.06,44830.06,144.0,,MaxTradesPerDay reached (1/1).,17927.0,,33.0,1.0,,,,,,2024,orb15
2024-12-03,44834.76,44735.55,99.2,,MaxTradesPerDay reached (1/1).,14874.0,,24.0,1.0,,,,,,2024,orb15
2024-12-04,44934.66,44771.36,163.3,,existing open bot position found: ORBV_US30.cash_20241204 vo,8906.0,,29.0,0.9989258861439312,1.0,1.0,1.0,,,2024,orb15
2024-12-05,45056.56,44928.86,127.7,,existing open bot position found: ORBV_US30.cash_20241205 vo,18034.0,,30.0,1.0,,,,,,2024,orb15
2024-12-06,44878.16,44704.36,173.8,,MaxTradesPerDay reached (1/1).,9144.0,,27.0,1.0,,,,,,2024,orb15
2024-12-07,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-12-08,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-12-09,44702.96,44582.16,120.8,,MaxTradesPerDay reached (1/1).,15545.0,,33.0,0.999057492931197,,,,,,2024,orb15
2024-12-10,44427.56,44276.36,151.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:33, kill=16:31).",5979.0,591.0,11.0,0.9989594172736732,,,,,,2024,orb15
2024-12-11,44366.26,44175.16,191.1,,"ClosePositionsTime already reached (now=20:55, close=20:50).",1847.0,,12.0,0.9973614775725592,,,,,,2024,orb15
2024-12-12,44156.09,44026.26,129.8,,MaxTradesPerDay reached (1/1).,11174.0,,31.0,1.0,,,,,,2024,orb15
2024-12-13,44042.16,43912.36,129.8,,existing open bot position found: ORBV_US30.cash_20241213 vo,22413.0,,19.0,0.999650471862985,,,,,,2024,orb15
2024-12-14,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-12-15,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-12-16,43919.76,43814.36,105.4,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:14, kill=16:31).",15425.0,195.0,31.0,1.0,,,,,,2024,orb15
2024-12-17,43608.56,43481.36,127.2,,MaxTradesPerDay reached (1/1).,23369.0,,24.0,0.9994848016486348,,,,,,2024,orb15
2024-12-18,43626.46,43449.26,177.2,,"KillSwitch already active (now=17:20, kill=16:31).",27036.0,,23.0,1.0,,,,,,2024,orb15
2024-12-19,42669.06,42377.06,292.0,,existing open bot position found: ORBV_US30.cash_20241219 vo,4843.0,,16.0,1.0,,,,,,2024,orb15
2024-12-20,42284.16,42024.66,259.5,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:31, kill=16:31).",38457.0,81.0,13.0,0.999414405621706,,,,,,2024,orb15
2024-12-21,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-12-22,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-12-23,42971.96,42608.46,363.5,,,9527.0,,,0.999687597625742,,,,,,2024,orb15
2024-12-24,42918.16,42843.76,74.4,Bullish trend blocks SHORT,"KillSwitch already active (now=16:32, kill=16:31).",11813.0,225.0,7.0,1.0,,,,,,2024,orb15
2024-12-26,43230.26,43017.16,213.1,,existing open bot position found: ORBV_US30.cash_20241226 vo,15228.0,,31.0,0.9986082115518442,,1.0,,,,2024,orb15
2024-12-27,43211.26,43007.96,203.3,,"KillSwitch already active (now=16:42, kill=16:31).",27083.0,,21.0,0.9994711792702274,,,,,,2024,orb15
2024-12-28,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2024,orb15
2024-12-29,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2024,orb15
2024-12-30,42934.96,42489.66,445.3,,existing open bot position found: ORBV_US30.cash_20241230 vo,11806.0,,7.0,0.999625608386372,1.0,1.0,1.0,,,2024,orb15
2024-12-31,42714.16,42541.86,172.3,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:01, kill=16:31).",25871.0,35.0,16.0,0.9997674959311788,,,,,,2024,orb15
2023-01-03,33491.0,33214.8,276.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:47, kill=16:31).",33845.0,181.0,15.0,1.0,,,,,,2023,orb25
2023-01-04,33289.3,33170.2,119.1,,existing open bot position found: ORBV_US30.cash_20230104 vo,20660.0,,9.0,0.9984871406959152,,,,,,2023,orb25
2023-01-05,33310.9,33026.8,284.1,,existing open bot position found: ORBV_US30.cash_20230105 vo,30885.0,,30.0,0.9997006884166416,,1.0,,,,2023,orb25
2023-01-06,33311.9,32890.55,421.3,,"KillSwitch already active (now=18:07, kill=16:31).",25925.0,,13.0,0.9985052316890882,,,,,,2023,orb25
2023-01-07,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-01-08,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-01-09,33773.1,33613.5,159.6,,"KillSwitch already active (now=17:30, kill=16:31).",19201.0,,15.0,0.99967958987504,,,,,,2023,orb25
2023-01-10,33506.1,33342.7,163.4,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:07, kill=16:31).",28150.0,565.0,20.0,0.9997151808601538,,1.0,,,,2023,orb25
2023-01-11,33844.2,33692.0,152.2,,existing open bot position found: ORBV_US30.cash_20230111 vo,11464.0,,19.0,1.0,,,,,,2023,orb25
2023-01-12,34190.7,33700.1,490.6,,"KillSwitch already active (now=18:03, kill=16:31).",12971.0,,10.0,0.9963513892786976,,,,,,2023,orb25
2023-01-13,34234.1,33880.2,353.9,,"KillSwitch already active (now=20:37, kill=16:31).",8350.0,,7.0,0.999259807549963,,,,,,2023,orb25
2023-01-14,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-01-15,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-01-16,34315.0,34189.6,125.4,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20230116 vo,675.0,55.0,4.0,0.9927007299270072,,,,,,2023,orb25
2023-01-17,34260.6,34152.5,108.1,"Neutral trend, policy=BlockAll","KillSwitch already active (now=17:11, kill=16:31).",26217.0,158.0,26.0,1.0,,,,,,2023,orb25
2023-01-18,34015.4,33872.7,142.7,,existing open bot position found: ORBV_US30.cash_20230118 vo,25796.0,,25.0,1.0,,,,,,2023,orb25
2023-01-19,33244.0,32959.7,284.3,,,,,,,,,,,,2023,orb25
2023-01-20,33142.1,32983.0,159.1,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:33, kill=16:31).",17393.0,326.0,13.0,0.999709386806161,,,,,,2023,orb25
2023-01-21,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-01-22,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-01-23,33491.6,33346.2,145.4,Bullish trend blocks SHORT,existing open bot position found: ORBV_US30.cash_20230123 vo,25264.0,199.0,19.0,1.0,,,,,,2023,orb25
2023-01-24,33644.6,33454.0,190.6,,existing open bot position found: ORBV_US30.cash_20230124 vo,17521.0,,17.0,0.9996429846483398,,,,,,2023,orb25
2023-01-25,33697.1,33423.1,274.0,,MaxTradesPerDay reached (1/1).,13866.0,,25.0,0.9984202211690364,,,,,,2023,orb25
2023-01-26,33871.3,33704.4,166.9,,existing open bot position found: ORBV_US30.cash_20230126 vo,12734.0,,20.0,1.0,,,,,,2023,orb25
2023-01-27,33980.7,33871.7,109.0,,MaxTradesPerDay reached (1/1).,22354.0,,7.0,1.0,0.0,1.0,1.0,,,2023,orb25
2023-01-28,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-01-29,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-01-30,33861.9,33704.4,157.5,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:17, kill=16:31).",19605.0,418.0,4.0,0.9993979530403372,,,,,,2023,orb25
2023-01-31,33817.8,33510.7,307.1,,"KillSwitch already active (now=18:25, kill=16:31).",14965.0,,21.0,0.9995969367190648,,,,,,2023,orb25
2023-02-01,34029.3,33882.3,147.0,,existing open bot position found: ORBV_US30.cash_20230201 vo,30318.0,,28.0,0.999704229517894,,,,,,2023,orb25
2023-02-02,34151.6,33925.3,226.3,Bullish trend blocks SHORT,"KillSwitch already active (now=20:04, kill=16:31).",11176.0,151.0,2.0,0.9990059642147118,,,,,,2023,orb25
2023-02-03,34019.5,33792.2,227.3,,"KillSwitch already active (now=16:41, kill=16:31).",12747.0,,2.0,0.998479472883933,,,,,,2023,orb25
2023-02-04,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-02-05,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-02-06,33820.7,33638.2,182.5,"Neutral trend, policy=BlockAll","KillSwitch already active (now=18:06, kill=16:31).",20772.0,200.0,20.0,1.0,,,,,,2023,orb25
2023-02-07,33919.4,33688.1,231.3,,"KillSwitch already active (now=17:46, kill=16:31).",18168.0,,19.0,1.0,,,,,,2023,orb25
2023-02-08,34153.2,34015.2,138.0,,"KillSwitch already active (now=17:40, kill=16:31).",14568.0,,15.0,1.0,,,,,,2023,orb25
2023-02-09,34224.1,34072.6,151.5,,"KillSwitch already active (now=17:33, kill=16:31).",25788.0,,16.0,1.0,,,,,,2023,orb25
2023-02-10,33754.2,33515.1,239.1,,"KillSwitch already active (now=17:32, kill=16:31).",21921.0,,3.0,0.9996806132226124,,,,,,2023,orb25
2023-02-11,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-02-12,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-02-13,33929.8,33807.8,122.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:44, kill=16:31).",25391.0,467.0,18.0,1.0,,,,,,2023,orb25
2023-02-14,34511.6,34113.2,398.4,,existing open bot position found: ORBV_US30.cash_20230214 vo,19343.0,,20.0,0.999790838736666,,,,,,2023,orb25
2023-02-15,34056.3,33874.7,181.6,,"KillSwitch already active (now=19:01, kill=16:31).",7503.0,,11.0,0.9983579638752051,,,,,,2023,orb25
2023-02-16,34173.6,33768.4,405.2,,"ClosePositionsTime already reached (now=20:51, close=20:50).",6138.0,,10.0,0.997624703087886,,,,,,2023,orb25
2023-02-17,33601.2,33470.2,131.0,"Neutral trend, policy=BlockAll","KillSwitch already active (now=20:36, kill=16:31).",27507.0,89.0,4.0,0.9993634627625716,,,,,,2023,orb25
2023-02-18,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-02-19,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-02-20,33825.1,33728.1,97.0,,existing open bot position found: ORBV_US30.cash_20230220 vo,1809.0,,18.0,0.985691573926868,,,,,,2023,orb25
2023-02-21,33717.1,33457.5,259.6,,"KillSwitch already active (now=16:33, kill=16:31).",27966.0,,22.0,1.0,,,,,,2023,orb25
2023-02-22,33230.8,33067.7,163.1,,"ClosePositionsTime already reached (now=21:32, close=20:50).",9577.0,,6.0,0.9990485252140818,,,,,,2023,orb25
2023-02-23,33188.2,33072.2,116.0,,MaxTradesPerDay reached (1/1).,18441.0,,11.0,0.999537251272559,,,,,,2023,orb25
2023-02-24,33122.1,32747.3,374.8,,existing open bot position found: ORBV_US30.cash_20230224 vo,12590.0,,4.0,0.998180991359709,,,,,,2023,orb25
2023-02-25,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-02-26,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-02-27,33068.8,32838.0,230.8,,"KillSwitch already active (now=20:38, kill=16:31).",3431.0,,1.0,0.9934735315445976,,,,,,2023,orb25
2023-02-28,32991.6,32766.4,225.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=19:06, kill=16:31).",17321.0,208.0,27.0,0.999657651489216,,,,,,2023,orb25
2023-03-01,32744.0,32548.0,196.0,"Neutral trend, policy=BlockAll","ClosePositionsTime already reached (now=21:32, close=20:50).",2825.0,16.0,4.0,0.999702469503124,,,,,,2023,orb25
2023-03-02,32777.1,32604.5,172.6,,"KillSwitch already active (now=17:32, kill=16:31).",17316.0,,19.0,1.0,,,,,,2023,orb25
2023-03-03,33153.7,32931.9,221.8,,"KillSwitch already active (now=18:00, kill=16:31).",14316.0,,14.0,0.9989373007438894,,,,,,2023,orb25
2023-03-04,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-03-05,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-03-06,33463.1,33339.4,123.7,,existing open bot position found: ORBV_US30.cash_20230306 vo,11231.0,,6.0,0.9988776655443324,,,,,,2023,orb25
2023-03-07,33496.2,33409.7,86.5,,existing open bot position found: ORBV_US30.cash_20230307 vo,30940.0,,43.0,1.0,,,,,,2023,orb25
2023-03-08,32920.6,32787.8,132.8,"Neutral trend, policy=BlockAll","KillSwitch already active (now=16:36, kill=16:31).",19487.0,34.0,10.0,0.9987277353689568,,,,,,2023,orb25
2023-03-09,32903.9,32713.5,190.4,,existing open bot position found: ORBV_US30.cash_20230309 vo,22329.0,,13.0,1.0,,,,,,2023,orb25
2023-03-10,32333.2,31991.6,341.6,,"KillSwitch already active (now=18:16, kill=16:31).",14955.0,,8.0,0.9984559958826555,,,,,,2023,orb25
2023-03-11,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-03-12,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-03-13,32251.2,31520.8,730.4,,,,,,,,,,ORB range 730.4 pips >= max 500. Standing down.,1.0,2023,orb25
2023-03-14,32183.1,31829.6,353.5,,"KillSwitch already active (now=19:12, kill=16:31).",7724.0,,1.0,0.9658899020601148,,,,,,2023,orb25
2023-03-15,32148.0,31447.0,701.0,,,290.0,,,0.8684396328547894,,,,ORB range 701.0 pips >= max 500. Standing down.,1.0,2023,orb25
2023-03-16,31988.9,31565.8,423.1,,"KillSwitch already active (now=16:51, kill=16:31).",24779.0,,18.0,0.9990662931839402,,,,,,2023,orb25
2023-03-17,32339.4,31830.2,509.2,,_noTradeToday=true (range/day filter).,13737.0,,2.0,0.996752435673245,,,,ORB range 509.2 pips >= max 500. Standing down.,1.0,2023,orb25
2023-03-18,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-03-19,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-03-20,32254.1,31429.2,824.9,,_noTradeToday=true (range/day filter).,2375.0,,7.0,0.9975734699379888,,,,ORB range 824.9 pips >= max 500. Standing down.,1.0,2023,orb25
2023-03-21,32596.0,32261.8,334.2,,,111.0,,,0.978698906160046,,,,,,2023,orb25
2023-03-22,32619.1,32450.6,168.5,,"KillSwitch already active (now=17:05, kill=16:31).",13928.0,,19.0,0.998185117967332,,,,,,2023,orb25
2023-03-23,32332.4,32004.4,328.0,,existing open bot position found: ORBV_US30.cash_20230323 vo,13917.0,,2.0,0.999086201644837,,,,,,2023,orb25
2023-03-24,32216.0,31736.8,479.2,,"KillSwitch already active (now=20:00, kill=16:31).",2818.0,,1.0,0.9963861641713992,,,,,,2023,orb25
2023-03-25,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-03-26,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-03-27,32540.2,32256.2,284.0,,"KillSwitch already active (now=19:01, kill=16:31).",783.0,,3.0,0.997586484312148,,,,,,2023,orb25
2023-03-28,32544.5,32369.4,175.1,,"KillSwitch already active (now=17:34, kill=16:31).",6944.0,,9.0,0.9995240361732508,,,,,,2023,orb25
2023-03-29,32678.9,32540.1,138.8,,"KillSwitch already active (now=19:19, kill=16:31).",3443.0,,21.0,0.9982713915298184,,,,,,2023,orb25
2023-03-30,32929.4,32758.8,170.6,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20230330 vo,7384.0,4.0,7.0,0.9972516686297606,,,,,,2023,orb25
2023-03-31,33054.4,32818.0,236.4,,existing open bot position found: ORBV_US30.cash_20230331 vo,12823.0,,32.0,1.0,,,,,,2023,orb25
2023-04-01,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-04-02,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-04-03,33636.2,33334.7,301.5,,,,,,,,,,,,2023,orb25
2023-04-04,33689.2,33487.7,201.5,,"KillSwitch already active (now=17:08, kill=16:31).",21541.0,,26.0,0.9979454065159964,,,,,,2023,orb25
2023-04-05,33528.1,33314.1,214.0,,,,,,,,,,,,2023,orb25
2023-04-06,33542.1,33331.1,211.0,,,173.0,,,0.932859909619109,,,,,,2023,orb25
2023-04-08,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-04-09,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-04-10,33523.6,33331.8,191.8,,"KillSwitch already active (now=16:40, kill=16:31).",9111.0,,39.0,1.0,,,,,,2023,orb25
2023-04-11,33678.1,33555.3,122.8,,existing open bot position found: ORBV_US30.cash_20230411 vo,10175.0,,39.0,0.9994568169473113,,,,,,2023,orb25
2023-04-12,33946.2,33723.0,223.2,"Neutral trend, policy=BlockAll","KillSwitch already active (now=19:04, kill=16:31).",10739.0,51.0,28.0,0.9997102289191538,,,,,,2023,orb25
2023-04-13,33784.1,33583.6,200.5,,"KillSwitch already active (now=17:03, kill=16:31).",14625.0,,33.0,0.9982588508415554,,,,,,2023,orb25
2023-04-14,34104.9,33823.4,281.5,,"KillSwitch already active (now=16:46, kill=16:31).",12861.0,,7.0,0.9996095275283092,,,,,,2023,orb25
2023-04-15,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-04-16,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-04-17,33962.9,33868.1,94.8,,"KillSwitch already active (now=16:57, kill=16:31).",7340.0,,24.0,1.0,,,,,,2023,orb25
2023-04-18,34131.5,33826.3,305.2,,,623.0,,,0.9946151409566044,,,,,,2023,orb25
2023-04-19,33948.3,33799.7,148.6,,,1.0,,,0.2724458204334365,,,,,,2023,orb25
2023-04-20,33768.9,33661.0,107.9,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20230420 vo,11676.0,40.0,18.0,1.0,,1.0,,,,2023,orb25
2023-04-21,33856.5,33706.9,149.6,Bullish trend blocks SHORT,,1370.0,28.0,,0.9974782852339592,,,,,,2023,orb25
2023-04-22,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-04-23,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-04-24,33883.7,33683.7,200.0,,,302.0,,,0.8829712683952349,,,,,,2023,orb25
2023-04-25,33865.6,33690.0,175.6,,"KillSwitch already active (now=16:55, kill=16:31).",12721.0,,28.0,0.9988649262202044,,,,,,2023,orb25
2023-04-26,33643.2,33356.8,286.4,,"KillSwitch already active (now=17:58, kill=16:31).",9323.0,,22.0,0.998452012383901,,,,,,2023,orb25
2023-04-27,33568.1,33364.6,203.5,,"KillSwitch already active (now=16:31, kill=16:31).",12578.0,,35.0,1.0,,1.0,,,,2023,orb25
2023-04-28,33994.9,33644.1,350.8,,"KillSwitch already active (now=17:39, kill=16:31).",14266.0,,11.0,0.9995835068721366,,,,,,2023,orb25
2023-04-29,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-04-30,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-05-01,34205.6,34063.3,142.3,,existing open bot position found: ORBV_US30.cash_20230501 vo,6319.0,,31.0,1.0,,,,,,2023,orb25
2023-05-02,34013.4,33621.1,392.3,,existing open bot position found: ORBV_US30.cash_20230502 vo,14095.0,,5.0,0.998107852412488,,,,,,2023,orb25
2023-05-03,33756.7,33633.6,123.1,,"KillSwitch already active (now=18:01, kill=16:31).",13066.0,,21.0,0.9987113402061856,,,,,,2023,orb25
2023-05-04,33452.6,33015.5,437.1,,,2723.0,,,0.9572107765451664,,,,,,2023,orb25
2023-05-05,33612.0,33162.5,449.5,,"KillSwitch already active (now=18:28, kill=16:31).",5149.0,,15.0,0.9989875126560918,,,,,,2023,orb25
2023-05-06,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-05-07,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-05-08,33775.1,33571.5,203.6,,"KillSwitch already active (now=18:08, kill=16:31).",1875.0,,2.0,0.9991876523151908,,,,,,2023,orb25
2023-05-09,33650.3,33463.0,187.3,,,,,,,,,,,,2023,orb25
2023-05-10,33781.6,33442.1,339.5,"Neutral trend, policy=BlockAll",existing open bot position found: ORBV_US30.cash_20230510 vo,13826.0,18.0,9.0,0.9992616293379276,,,,,,2023,orb25
2023-05-11,33596.3,33105.1,491.2,,,,,,,,,,,,2023,orb25
2023-05-12,33483.8,33293.1,190.7,,existing open bot position found: ORBV_US30.cash_20230512 vo,17122.0,,14.0,0.9996213555471412,,,,,,2023,orb25
2023-05-13,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-05-14,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-05-15,33447.8,33156.9,290.9,,,,,,,,,,,,2023,orb25
2023-05-16,33337.9,33077.5,260.4,,"KillSwitch already active (now=18:11, kill=16:31).",3233.0,,26.0,0.9985935302390998,,,,,,2023,orb25
2023-05-17,33185.6,33038.1,147.5,,MaxTradesPerDay reached (1/1).,13846.0,,41.0,1.0,,,,,,2023,orb25
2023-05-18,33476.8,33255.9,220.9,,"KillSwitch already active (now=17:30, kill=16:31).",6052.0,,24.0,1.0,,,,,,2023,orb25
2023-05-19,33657.9,33530.3,127.6,Bullish trend blocks SHORT,"KillSwitch already active (now=16:32, kill=16:31).",20085.0,128.0,10.0,0.99932478055368,,,,,,2023,orb25
2023-05-20,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-05-21,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-05-22,33511.6,33198.6,313.0,,,,,,,,,,,,2023,orb25
2023-05-23,33288.3,33109.2,179.1,,"KillSwitch already active (now=18:22, kill=16:31).",9372.0,,22.0,0.9980430528375732,,,,,,2023,orb25
2023-05-24,33058.1,32810.1,248.0,,existing open bot position found: ORBV_US30.cash_20230524 vo,11974.0,,17.0,0.9989297181591152,,,,,,2023,orb25
2023-05-25,32833.3,32659.4,173.9,,"KillSwitch already active (now=16:35, kill=16:31).",2330.0,,5.0,0.9973753280839897,,,,,,2023,orb25
2023-05-26,33137.2,32696.4,440.8,,,483.0,,,0.9542410714285716,,,,,,2023,orb25
2023-05-27,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-05-28,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-05-29,33200.7,33122.1,78.6,,existing open bot position found: ORBV_US30.cash_20230529 vo,406.0,,7.0,1.0,,,,,,2023,orb25
2023-05-30,33187.5,32935.5,252.0,,"KillSwitch already active (now=17:29, kill=16:31).",2590.0,,2.0,0.9996048992493086,,,,,,2023,orb25
2023-05-31,33000.8,32741.6,259.2,,,280.0,,,0.725181295323831,,,,,,2023,orb25
2023-06-01,32982.7,32681.0,301.7,,"KillSwitch already active (now=17:01, kill=16:31).",14058.0,,32.0,1.0,,,,,,2023,orb25
2023-06-02,33527.4,33144.4,383.0,,existing open bot position found: ORBV_US30.cash_20230602 vo,15905.0,,19.0,1.0,,,,,,2023,orb25
2023-06-03,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-06-04,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-06-05,33826.8,33654.9,171.9,,"KillSwitch already active (now=17:29, kill=16:31).",12979.0,,31.0,0.9982638888888888,,,,,,2023,orb25
2023-06-06,33585.6,33484.3,101.3,,"KillSwitch already active (now=17:26, kill=16:31).",3754.0,,11.0,0.9970958373668926,,,,,,2023,orb25
2023-06-07,33668.8,33499.5,169.3,,"KillSwitch already active (now=19:13, kill=16:31).",4148.0,,7.0,0.9971711456859972,,,,,,2023,orb25
2023-06-08,33752.1,33592.6,159.5,,MaxTradesPerDay reached (1/1).,11297.0,,26.0,1.0,,,,,,2023,orb25
2023-06-09,33945.3,33740.7,204.6,,,1083.0,,,0.9318028359216746,,,,,,2023,orb25
2023-06-10,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-06-11,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-06-12,33999.2,33870.0,129.2,,"KillSwitch already active (now=19:02, kill=16:31).",4115.0,,22.0,0.9977628635346756,,,,,,2023,orb25
2023-06-13,34308.6,34038.5,270.1,,,,,,,,,,,,2023,orb25
2023-06-14,34196.5,34010.7,185.8,,"KillSwitch already active (now=18:01, kill=16:31).",11241.0,,36.0,0.9985422740524782,,,,,,2023,orb25
2023-06-15,34232.1,33853.6,378.5,,"KillSwitch already active (now=17:46, kill=16:31).",16787.0,,24.0,1.0,,,,,,2023,orb25
2023-06-16,34573.8,34380.6,193.2,,"KillSwitch already active (now=18:33, kill=16:31).",5886.0,,12.0,0.9996001599360256,,,,,,2023,orb25
2023-06-17,,,,,,,,,,,,,Trading disabled for Saturday.,1.0,2023,orb25
2023-06-18,,,,,,,,,,,,,Trading disabled for Sunday.,1.0,2023,orb25
2023-06-19,34307.7,34178.7,129.0,,existing open bot position found: ORBV_US30.cash_20230619 vo,130.0,,1.0,0.98159509202454,,,,,,2023,orb25
2023-06-20,34236.3,33907.5,328.8,,,,,,,,,,,,2023,orb25
