date,reason,range_width,clock,dst,year
2023-11-10,no_breakout,171.5,dst_30,winter (EST),2023
2023-11-13,vol_filter_rejected,115.0,dst_30,winter (EST),2023
2023-11-14,vol_filter_rejected,422.1999999999971,dst_30,winter (EST),2023
2023-11-15,no_breakout,122.90000000000146,dst_30,winter (EST),2023
2023-11-16,no_breakout,130.3000000000029,dst_30,winter (EST),2023
2023-11-17,no_breakout,151.89999999999418,dst_30,winter (EST),2023
2023-11-20,vol_filter_rejected,94.80000000000291,dst_30,winter (EST),2023
2023-11-21,no_breakout,73.90000000000146,dst_30,winter (EST),2023
2023-11-22,vol_filter_rejected,109.20000000000437,dst_30,winter (EST),2023
2023-11-24,vol_filter_rejected,73.89999999999418,dst_30,winter (EST),2023
2023-11-27,no_breakout,77.69999999999709,dst_30,winter (EST),2023
2023-11-28,vol_filter_rejected,78.09999999999854,dst_30,winter (EST),2023
2023-11-29,no_breakout,100.0,dst_30,winter (EST),2023
2023-11-30,vol_filter_rejected,166.20000000000437,dst_30,winter (EST),2023
2023-12-01,vol_filter_rejected,137.90000000000146,dst_30,winter (EST),2023
2023-12-04,no_breakout,181.59999999999854,dst_30,winter (EST),2023
2023-12-05,no_breakout,127.19999999999709,dst_30,winter (EST),2023
2023-12-06,vol_filter_rejected,106.69999999999709,dst_30,winter (EST),2023
2023-12-07,no_breakout,145.8000000000029,dst_30,winter (EST),2023
2023-12-08,vol_filter_rejected,192.3000000000029,dst_30,winter (EST),2023
2023-12-11,vol_filter_rejected,59.0,dst_30,winter (EST),2023
2023-12-12,no_breakout,217.90000000000146,dst_30,winter (EST),2023
2023-12-13,no_breakout,81.90000000000146,dst_30,winter (EST),2023
2023-12-14,no_breakout,170.8000000000029,dst_30,winter (EST),2023
2023-12-15,no_breakout,228.70000000000437,dst_30,winter (EST),2023
2023-12-18,vol_filter_rejected,78.90000000000146,dst_30,winter (EST),2023
2023-12-19,vol_filter_rejected,99.90000000000146,dst_30,winter (EST),2023
2023-12-20,vol_filter_rejected,114.30000000000291,dst_30,winter (EST),2023
2023-12-21,vol_filter_rejected,169.70000000000437,dst_30,winter (EST),2023
2023-12-22,vol_filter_rejected,132.39999999999418,dst_30,winter (EST),2023
2023-12-25,no_range_data,,dst_30,winter (EST),2023
2023-12-26,vol_filter_rejected,91.89999999999418,dst_30,winter (EST),2023
2023-12-27,vol_filter_rejected,57.099999999998545,dst_30,winter (EST),2023
2023-12-28,vol_filter_rejected,89.19999999999709,dst_30,winter (EST),2023
2023-12-29,no_breakout,88.89999999999418,dst_30,winter (EST),2023
2024-01-01,no_range_data,,dst_30,winter (EST),2024
2024-01-02,no_breakout,353.6000000000058,dst_30,winter (EST),2024
2024-01-03,no_breakout,173.39999999999418,dst_30,winter (EST),2024
2024-01-04,vol_filter_rejected,89.5,dst_30,winter (EST),2024
2024-01-05,vol_filter_rejected,206.0,dst_30,winter (EST),2024
2024-01-08,vol_filter_rejected,155.8000000000029,dst_30,winter (EST),2024
2024-01-09,no_breakout,174.79999999999563,dst_30,winter (EST),2024
2024-01-10,vol_filter_rejected,84.79999999999563,dst_30,winter (EST),2024
2024-01-11,no_breakout,221.6999999999971,dst_30,winter (EST),2024
2024-01-12,no_breakout,353.20000000000437,dst_30,winter (EST),2024
2024-01-15,no_breakout,106.59999999999854,dst_30,winter (EST),2024
2024-01-16,no_breakout,168.0,dst_30,winter (EST),2024
2024-01-17,vol_filter_rejected,116.09999999999854,dst_30,winter (EST),2024
2024-01-18,no_breakout,153.0,dst_30,winter (EST),2024
2024-01-19,no_breakout,245.59999999999854,dst_30,winter (EST),2024
2024-01-22,vol_filter_rejected,111.5,dst_30,winter (EST),2024
2024-01-23,no_breakout,100.79999999999563,dst_30,winter (EST),2024
2024-01-24,no_breakout,141.3000000000029,dst_30,winter (EST),2024
2024-01-25,vol_filter_rejected,183.70000000000437,dst_30,winter (EST),2024
2024-01-26,vol_filter_rejected,164.5,dst_30,winter (EST),2024
2024-01-29,vol_filter_rejected,73.69999999999709,dst_30,winter (EST),2024
2024-01-30,vol_filter_rejected,66.29999999999563,dst_30,winter (EST),2024
2024-01-31,no_breakout,97.0,dst_30,winter (EST),2024
2024-02-01,vol_filter_rejected,118.5,dst_30,winter (EST),2024
2024-02-02,vol_filter_rejected,244.0,dst_30,winter (EST),2024
2024-02-05,no_breakout,172.6999999999971,dst_30,winter (EST),2024
2024-02-06,vol_filter_rejected,127.19999999999709,dst_30,winter (EST),2024
2024-02-07,vol_filter_rejected,196.70000000000437,dst_30,winter (EST),2024
2024-02-08,no_breakout,119.0,dst_30,winter (EST),2024
2024-02-09,no_breakout,199.5,dst_30,winter (EST),2024
2024-02-12,vol_filter_rejected,59.0,dst_30,winter (EST),2024
2024-02-13,no_breakout,434.8000000000029,dst_30,winter (EST),2024
2024-02-14,no_breakout,132.0,dst_30,winter (EST),2024
2024-02-15,vol_filter_rejected,96.5,dst_30,winter (EST),2024
2024-02-16,vol_filter_rejected,150.5,dst_30,winter (EST),2024
2024-02-19,no_breakout,68.69999999999709,dst_30,winter (EST),2024
2024-02-20,vol_filter_rejected,128.79999999999563,dst_30,winter (EST),2024
2024-02-21,no_breakout,75.29999999999563,dst_30,winter (EST),2024
2024-02-22,vol_filter_rejected,192.0,dst_30,winter (EST),2024
2024-02-23,vol_filter_rejected,151.5,dst_30,winter (EST),2024
2024-02-26,vol_filter_rejected,109.5,dst_30,winter (EST),2024
2024-02-27,no_breakout,85.5,dst_30,winter (EST),2024
2024-02-28,vol_filter_rejected,143.5,dst_30,winter (EST),2024
2024-02-29,no_breakout,273.0,dst_30,winter (EST),2024
2024-03-01,vol_filter_rejected,128.5,dst_30,winter (EST),2024
2024-03-04,no_breakout,183.0,dst_30,winter (EST),2024
2024-03-05,no_breakout,130.0,dst_30,winter (EST),2024
2024-03-06,vol_filter_rejected,228.5,dst_30,winter (EST),2024
2024-03-07,vol_filter_rejected,338.8000000000029,dst_30,winter (EST),2024
2024-03-08,vol_filter_rejected,226.0,dst_30,winter (EST),2024
2024-03-11,no_breakout,150.79999999999563,dst_30,summer (EDT),2024
2024-03-12,vol_filter_rejected,277.79999999999563,dst_30,summer (EDT),2024
2024-03-13,vol_filter_rejected,100.5,dst_30,summer (EDT),2024
2024-03-14,no_breakout,109.29999999999563,dst_30,summer (EDT),2024
2024-03-15,no_breakout,216.0,dst_30,summer (EDT),2024
2024-03-18,vol_filter_rejected,190.29999999999563,dst_30,summer (EDT),2024
2024-03-19,vol_filter_rejected,147.0,dst_30,summer (EDT),2024
2024-03-20,vol_filter_rejected,86.0,dst_30,summer (EDT),2024
2024-03-21,vol_filter_rejected,98.0,dst_30,summer (EDT),2024
2024-03-22,no_breakout,113.79999999999563,dst_30,summer (EDT),2024
2024-03-25,no_breakout,97.0,dst_30,summer (EDT),2024
2024-03-26,vol_filter_rejected,104.70000000000437,dst_30,summer (EDT),2024
2024-03-27,vol_filter_rejected,101.69999999999709,dst_30,summer (EDT),2024
2024-03-28,no_breakout,122.5,dst_30,summer (EDT),2024
2024-04-01,no_breakout,195.0,dst_30,summer (EDT),2024
2024-04-02,no_breakout,278.0,dst_30,summer (EDT),2024
2024-04-03,vol_filter_rejected,91.0,dst_30,summer (EDT),2024
2024-04-04,no_breakout,181.0,dst_30,summer (EDT),2024
2024-04-05,vol_filter_rejected,174.8000000000029,dst_30,summer (EDT),2024
2024-04-08,vol_filter_rejected,178.5,dst_30,summer (EDT),2024
2024-04-09,no_breakout,132.0,dst_30,summer (EDT),2024
2024-04-10,range_too_wide,670.7999999999956,dst_30,summer (EDT),2024
2024-04-11,no_breakout,293.5,dst_30,summer (EDT),2024
2024-04-12,no_breakout,447.0,dst_30,summer (EDT),2024
2024-04-15,no_breakout,296.0,dst_30,summer (EDT),2024
2024-04-16,no_breakout,379.20000000000437,dst_30,summer (EDT),2024
2024-04-17,no_breakout,186.0,dst_30,summer (EDT),2024
2024-04-18,vol_filter_rejected,165.5,dst_30,summer (EDT),2024
2024-04-19,vol_filter_rejected,277.0,dst_30,summer (EDT),2024
2024-04-22,no_breakout,164.79999999999563,dst_30,summer (EDT),2024
2024-04-23,vol_filter_rejected,139.5,dst_30,summer (EDT),2024
2024-04-24,no_breakout,105.0,dst_30,summer (EDT),2024
2024-04-25,no_breakout,447.5,dst_30,summer (EDT),2024
2024-04-26,vol_filter_rejected,224.20000000000437,dst_30,summer (EDT),2024
2024-04-29,vol_filter_rejected,65.5,dst_30,summer (EDT),2024
2024-04-30,no_breakout,200.29999999999563,dst_30,summer (EDT),2024
2024-05-01,vol_filter_rejected,138.5,dst_30,summer (EDT),2024
2024-05-02,no_breakout,140.0,dst_30,summer (EDT),2024
2024-05-03,no_breakout,322.29999999999563,dst_30,summer (EDT),2024
2024-05-06,no_breakout,139.5,dst_30,summer (EDT),2024
2024-05-07,vol_filter_rejected,91.79999999999563,dst_30,summer (EDT),2024
2024-05-08,vol_filter_rejected,118.0,dst_30,summer (EDT),2024
2024-05-09,vol_filter_rejected,76.80000000000291,dst_30,summer (EDT),2024
2024-05-10,vol_filter_rejected,82.5,dst_30,summer (EDT),2024
2024-05-13,no_breakout,134.0,dst_30,summer (EDT),2024
2024-05-14,vol_filter_rejected,217.5,dst_30,summer (EDT),2024
2024-05-15,vol_filter_rejected,243.3000000000029,dst_30,summer (EDT),2024
2024-05-16,vol_filter_rejected,71.19999999999709,dst_30,summer (EDT),2024
2024-05-17,vol_filter_rejected,95.0,dst_30,summer (EDT),2024
2024-05-20,vol_filter_rejected,68.20000000000437,dst_30,summer (EDT),2024
2024-05-21,vol_filter_rejected,66.0,dst_30,summer (EDT),2024
2024-05-22,vol_filter_rejected,88.0,dst_30,summer (EDT),2024
2024-05-23,no_breakout,108.79999999999563,dst_30,summer (EDT),2024
2024-05-24,vol_filter_rejected,74.30000000000291,dst_30,summer (EDT),2024
2024-05-28,no_breakout,134.29999999999563,dst_30,summer (EDT),2024
2024-05-29,no_breakout,180.0,dst_30,summer (EDT),2024
2024-05-30,vol_filter_rejected,70.5,dst_30,summer (EDT),2024
2024-05-31,no_breakout,196.5,dst_30,summer (EDT),2024
2024-06-03,no_breakout,107.0,dst_30,summer (EDT),2024
2024-06-05,no_breakout,100.0,dst_30,summer (EDT),2024
2024-06-06,vol_filter_rejected,88.0,dst_30,summer (EDT),2024
2024-06-07,vol_filter_rejected,270.5,dst_30,summer (EDT),2024
2024-06-10,vol_filter_rejected,120.0,dst_30,summer (EDT),2024
2024-06-11,no_breakout,136.5,dst_30,summer (EDT),2024
2024-06-12,no_breakout,383.5,dst_30,summer (EDT),2024
2024-06-13,no_breakout,176.0,dst_30,summer (EDT),2024
2024-06-14,vol_filter_rejected,255.5,dst_30,summer (EDT),2024
2024-06-17,vol_filter_rejected,143.1999999999971,dst_30,summer (EDT),2024
2024-06-18,vol_filter_rejected,96.20000000000437,dst_30,summer (EDT),2024
2024-06-19,no_breakout,39.5,dst_30,summer (EDT),2024
2024-06-20,vol_filter_rejected,110.5,dst_30,summer (EDT),2024
2024-06-21,vol_filter_rejected,128.70000000000437,dst_30,summer (EDT),2024
2024-06-24,vol_filter_rejected,114.0,dst_30,summer (EDT),2024
2024-06-25,no_breakout,129.0,dst_30,summer (EDT),2024
2024-06-26,no_breakout,175.0,dst_30,summer (EDT),2024
2024-06-27,vol_filter_rejected,71.0,dst_30,summer (EDT),2024
2024-06-28,vol_filter_rejected,112.5,dst_30,summer (EDT),2024
2024-07-01,vol_filter_rejected,94.0,dst_30,summer (EDT),2024
2024-07-02,vol_filter_rejected,101.0,dst_30,summer (EDT),2024
2024-07-03,no_breakout,98.0,dst_30,summer (EDT),2024
2024-07-04,no_breakout,92.80000000000291,dst_30,summer (EDT),2024
2024-07-05,no_breakout,119.0,dst_30,summer (EDT),2024
2024-07-08,vol_filter_rejected,125.19999999999709,dst_30,summer (EDT),2024
2024-07-09,no_breakout,87.0,dst_30,summer (EDT),2024
2024-07-10,vol_filter_rejected,69.0,dst_30,summer (EDT),2024
2024-07-11,vol_filter_rejected,202.29999999999563,dst_30,summer (EDT),2024
2024-07-12,vol_filter_rejected,174.8000000000029,dst_30,summer (EDT),2024
2024-07-15,vol_filter_rejected,158.6999999999971,dst_30,summer (EDT),2024
2024-07-16,vol_filter_rejected,244.0,dst_30,summer (EDT),2024
2024-07-17,vol_filter_rejected,111.19999999999709,dst_30,summer (EDT),2024
2024-07-18,vol_filter_rejected,177.0,dst_30,summer (EDT),2024
2024-07-19,no_breakout,204.0,dst_30,summer (EDT),2024
2024-07-22,vol_filter_rejected,109.0,dst_30,summer (EDT),2024
2024-07-23,vol_filter_rejected,162.5,dst_30,summer (EDT),2024
2024-07-24,no_breakout,109.0,dst_30,summer (EDT),2024
2024-07-25,vol_filter_rejected,192.0,dst_30,summer (EDT),2024
2024-07-26,vol_filter_rejected,137.20000000000437,dst_30,summer (EDT),2024
2024-07-29,no_breakout,187.0,dst_30,summer (EDT),2024
2024-07-30,vol_filter_rejected,131.0,dst_30,summer (EDT),2024
2024-07-31,vol_filter_rejected,224.0,dst_30,summer (EDT),2024
2024-08-01,no_breakout,231.1999999999971,dst_30,summer (EDT),2024
2024-08-02,no_breakout,364.5,dst_30,summer (EDT),2024
2024-08-05,range_too_wide,849.6999999999971,dst_30,summer (EDT),2024
2024-08-06,vol_filter_rejected,344.70000000000437,dst_30,summer (EDT),2024
2024-08-07,vol_filter_rejected,199.20000000000437,dst_30,summer (EDT),2024
2024-08-08,vol_filter_rejected,399.29999999999563,dst_30,summer (EDT),2024
2024-08-09,no_breakout,248.29999999999563,dst_30,summer (EDT),2024
2024-08-12,no_breakout,137.0,dst_30,summer (EDT),2024
2024-08-13,vol_filter_rejected,301.5,dst_30,summer (EDT),2024
2024-08-14,vol_filter_rejected,174.0,dst_30,summer (EDT),2024
