date,reason,range_width,clock,dst,year
2023-07-05,vol_filter_rejected,128.90000000000146,dst_open,summer (EDT),2023
2023-07-06,no_breakout,163.59999999999854,dst_open,summer (EDT),2023
2023-07-07,no_breakout,157.8000000000029,dst_open,summer (EDT),2023
2023-07-12,vol_filter_rejected,233.59999999999854,dst_open,summer (EDT),2023
2023-07-13,vol_filter_rejected,69.80000000000291,dst_open,summer (EDT),2023
2023-07-14,no_breakout,257.90000000000146,dst_open,summer (EDT),2023
2023-07-17,vol_filter_rejected,89.0,dst_open,summer (EDT),2023
2023-07-21,no_breakout,128.8000000000029,dst_open,summer (EDT),2023
2023-07-25,vol_filter_rejected,76.0,dst_open,summer (EDT),2023
2023-07-27,no_breakout,145.3000000000029,dst_open,summer (EDT),2023
2023-07-28,vol_filter_rejected,166.5,dst_open,summer (EDT),2023
2023-07-31,vol_filter_rejected,86.90000000000146,dst_open,summer (EDT),2023
2023-08-02,no_breakout,217.5,dst_open,summer (EDT),2023
2023-08-03,no_breakout,134.09999999999854,dst_open,summer (EDT),2023
2023-08-04,vol_filter_rejected,184.20000000000437,dst_open,summer (EDT),2023
2023-08-08,no_breakout,228.59999999999854,dst_open,summer (EDT),2023
2023-08-09,no_breakout,136.70000000000437,dst_open,summer (EDT),2023
2023-08-10,vol_filter_rejected,207.1999999999971,dst_open,summer (EDT),2023
2023-08-11,vol_filter_rejected,146.79999999999563,dst_open,summer (EDT),2023
2023-08-14,no_breakout,169.09999999999854,dst_open,summer (EDT),2023
2023-08-15,no_breakout,177.29999999999563,dst_open,summer (EDT),2023
2023-08-17,vol_filter_rejected,120.09999999999854,dst_open,summer (EDT),2023
2023-08-18,vol_filter_rejected,213.0,dst_open,summer (EDT),2023
2023-08-21,no_breakout,137.1999999999971,dst_open,summer (EDT),2023
2023-08-22,no_breakout,140.20000000000437,dst_open,summer (EDT),2023
2023-08-23,no_breakout,155.59999999999854,dst_open,summer (EDT),2023
2023-08-24,vol_filter_rejected,105.19999999999709,dst_open,summer (EDT),2023
2023-08-29,vol_filter_rejected,118.60000000000582,dst_open,summer (EDT),2023
2023-08-31,no_breakout,128.59999999999854,dst_open,summer (EDT),2023
2023-09-01,vol_filter_rejected,111.40000000000146,dst_open,summer (EDT),2023
2023-09-04,no_breakout,57.30000000000291,dst_open,summer (EDT),2023
2023-09-05,no_breakout,163.59999999999854,dst_open,summer (EDT),2023
2023-09-06,no_breakout,82.69999999999709,dst_open,summer (EDT),2023
2023-09-07,vol_filter_rejected,161.6999999999971,dst_open,summer (EDT),2023
2023-09-08,vol_filter_rejected,154.0,dst_open,summer (EDT),2023
2023-09-12,vol_filter_rejected,118.69999999999709,dst_open,summer (EDT),2023
2023-09-14,vol_filter_rejected,240.09999999999854,dst_open,summer (EDT),2023
2023-09-15,no_breakout,259.0,dst_open,summer (EDT),2023
2023-09-18,vol_filter_rejected,103.0,dst_open,summer (EDT),2023
2023-09-19,no_breakout,158.60000000000582,dst_open,summer (EDT),2023
2023-09-20,vol_filter_rejected,137.20000000000437,dst_open,summer (EDT),2023
2023-09-21,no_breakout,211.0,dst_open,summer (EDT),2023
2023-09-22,vol_filter_rejected,92.69999999999709,dst_open,summer (EDT),2023
2023-09-25,no_breakout,255.5,dst_open,summer (EDT),2023
2023-09-26,no_breakout,137.59999999999854,dst_open,summer (EDT),2023
2023-09-27,no_breakout,75.69999999999709,dst_open,summer (EDT),2023
2023-09-28,vol_filter_rejected,190.79999999999563,dst_open,summer (EDT),2023
2023-09-29,no_breakout,125.0,dst_open,summer (EDT),2023
2023-10-02,no_breakout,297.1999999999971,dst_open,summer (EDT),2023
2023-10-03,no_breakout,254.79999999999563,dst_open,summer (EDT),2023
2023-10-04,no_breakout,168.29999999999563,dst_open,summer (EDT),2023
2023-10-05,no_breakout,149.0,dst_open,summer (EDT),2023
2023-10-06,vol_filter_rejected,370.20000000000437,dst_open,summer (EDT),2023
2023-10-10,vol_filter_rejected,113.90000000000146,dst_open,summer (EDT),2023
2023-10-11,no_breakout,150.3000000000029,dst_open,summer (EDT),2023
2023-10-12,no_breakout,139.0,dst_open,summer (EDT),2023
2023-10-13,vol_filter_rejected,195.40000000000146,dst_open,summer (EDT),2023
2023-10-16,vol_filter_rejected,205.90000000000146,dst_open,summer (EDT),2023
2023-10-17,vol_filter_rejected,174.90000000000146,dst_open,summer (EDT),2023
2023-10-18,no_breakout,134.29999999999563,dst_open,summer (EDT),2023
2023-10-19,no_breakout,158.29999999999563,dst_open,summer (EDT),2023
2023-10-20,no_breakout,155.6999999999971,dst_open,summer (EDT),2023
2023-10-23,vol_filter_rejected,192.5,dst_open,summer (EDT),2023
2023-10-25,no_breakout,136.3000000000029,dst_open,summer (EDT),2023
2023-10-26,vol_filter_rejected,215.1999999999971,dst_open,summer (EDT),2023
2023-10-27,no_breakout,224.09999999999854,dst_open,summer (EDT),2023
2023-10-31,no_breakout,251.10000000000582,dst_open,summer (EDT),2023
2023-11-01,vol_filter_rejected,213.09999999999854,dst_open,summer (EDT),2023
2023-11-03,no_breakout,240.1999999999971,dst_open,summer (EDT),2023
2023-11-06,no_breakout,64.5,dst_open,winter (EST),2023
2023-11-07,vol_filter_rejected,103.30000000000291,dst_open,winter (EST),2023
2023-11-08,vol_filter_rejected,105.5,dst_open,winter (EST),2023
2023-11-09,no_breakout,138.59999999999854,dst_open,winter (EST),2023
2023-11-10,no_breakout,171.5,dst_open,winter (EST),2023
2023-11-13,vol_filter_rejected,115.0,dst_open,winter (EST),2023
2023-11-14,vol_filter_rejected,422.1999999999971,dst_open,winter (EST),2023
2023-11-15,no_breakout,122.90000000000146,dst_open,winter (EST),2023
2023-11-16,vol_filter_rejected,130.3000000000029,dst_open,winter (EST),2023
2023-11-17,no_breakout,151.89999999999418,dst_open,winter (EST),2023
2023-11-20,vol_filter_rejected,94.80000000000291,dst_open,winter (EST),2023
2023-11-21,no_breakout,73.90000000000146,dst_open,winter (EST),2023
2023-11-24,vol_filter_rejected,73.89999999999418,dst_open,winter (EST),2023
2023-11-27,no_breakout,77.69999999999709,dst_open,winter (EST),2023
2023-11-28,vol_filter_rejected,78.09999999999854,dst_open,winter (EST),2023
2023-11-29,no_breakout,100.0,dst_open,winter (EST),2023
2023-11-30,vol_filter_rejected,166.20000000000437,dst_open,winter (EST),2023
2023-12-01,vol_filter_rejected,137.90000000000146,dst_open,winter (EST),2023
2023-12-04,vol_filter_rejected,181.59999999999854,dst_open,winter (EST),2023
2023-12-05,no_breakout,127.19999999999709,dst_open,winter (EST),2023
2023-12-06,vol_filter_rejected,106.69999999999709,dst_open,winter (EST),2023
2023-12-07,no_breakout,145.8000000000029,dst_open,winter (EST),2023
2023-12-08,vol_filter_rejected,192.3000000000029,dst_open,winter (EST),2023
2023-12-12,no_breakout,217.90000000000146,dst_open,winter (EST),2023
2023-12-13,no_breakout,81.90000000000146,dst_open,winter (EST),2023
2023-12-14,no_breakout,170.8000000000029,dst_open,winter (EST),2023
2023-12-15,no_breakout,228.70000000000437,dst_open,winter (EST),2023
2023-12-18,vol_filter_rejected,78.90000000000146,dst_open,winter (EST),2023
2023-12-19,vol_filter_rejected,99.90000000000146,dst_open,winter (EST),2023
2023-12-20,vol_filter_rejected,114.30000000000291,dst_open,winter (EST),2023
2023-12-25,no_range_data,,dst_open,winter (EST),2023
2023-12-26,vol_filter_rejected,91.89999999999418,dst_open,winter (EST),2023
2023-12-27,vol_filter_rejected,57.099999999998545,dst_open,winter (EST),2023
2023-12-28,vol_filter_rejected,89.19999999999709,dst_open,winter (EST),2023
2023-12-29,no_breakout,88.89999999999418,dst_open,winter (EST),2023
2024-01-01,no_range_data,,dst_open,winter (EST),2024
2024-01-02,no_breakout,353.6000000000058,dst_open,winter (EST),2024
2024-01-03,no_breakout,173.39999999999418,dst_open,winter (EST),2024
2024-01-04,vol_filter_rejected,89.5,dst_open,winter (EST),2024
2024-01-05,vol_filter_rejected,206.0,dst_open,winter (EST),2024
2024-01-08,vol_filter_rejected,155.8000000000029,dst_open,winter (EST),2024
2024-01-09,no_breakout,174.79999999999563,dst_open,winter (EST),2024
2024-01-11,no_breakout,221.6999999999971,dst_open,winter (EST),2024
2024-01-12,vol_filter_rejected,353.20000000000437,dst_open,winter (EST),2024
2024-01-15,no_breakout,106.59999999999854,dst_open,winter (EST),2024
2024-01-16,no_breakout,168.0,dst_open,winter (EST),2024
2024-01-17,vol_filter_rejected,116.09999999999854,dst_open,winter (EST),2024
2024-01-18,no_breakout,153.0,dst_open,winter (EST),2024
2024-01-19,no_breakout,245.59999999999854,dst_open,winter (EST),2024
2024-01-23,no_breakout,100.79999999999563,dst_open,winter (EST),2024
2024-01-24,no_breakout,141.3000000000029,dst_open,winter (EST),2024
2024-01-25,vol_filter_rejected,183.70000000000437,dst_open,winter (EST),2024
2024-01-30,vol_filter_rejected,66.29999999999563,dst_open,winter (EST),2024
2024-01-31,no_breakout,97.0,dst_open,winter (EST),2024
2024-02-01,vol_filter_rejected,118.5,dst_open,winter (EST),2024
2024-02-02,no_breakout,244.0,dst_open,winter (EST),2024
2024-02-05,no_breakout,172.6999999999971,dst_open,winter (EST),2024
2024-02-08,no_breakout,119.0,dst_open,winter (EST),2024
2024-02-09,no_breakout,199.5,dst_open,winter (EST),2024
2024-02-13,no_breakout,434.8000000000029,dst_open,winter (EST),2024
2024-02-14,no_breakout,132.0,dst_open,winter (EST),2024
2024-02-15,vol_filter_rejected,96.5,dst_open,winter (EST),2024
2024-02-16,no_breakout,150.5,dst_open,winter (EST),2024
2024-02-19,no_breakout,68.69999999999709,dst_open,winter (EST),2024
2024-02-21,no_breakout,75.29999999999563,dst_open,winter (EST),2024
2024-02-22,vol_filter_rejected,192.0,dst_open,winter (EST),2024
2024-02-23,vol_filter_rejected,151.5,dst_open,winter (EST),2024
2024-02-27,no_breakout,85.5,dst_open,winter (EST),2024
2024-02-28,vol_filter_rejected,143.5,dst_open,winter (EST),2024
2024-02-29,no_breakout,273.0,dst_open,winter (EST),2024
2024-03-01,vol_filter_rejected,128.5,dst_open,winter (EST),2024
2024-03-04,no_breakout,183.0,dst_open,winter (EST),2024
2024-03-05,no_breakout,130.0,dst_open,winter (EST),2024
2024-03-06,vol_filter_rejected,228.5,dst_open,winter (EST),2024
2024-03-08,vol_filter_rejected,226.0,dst_open,winter (EST),2024
2024-03-11,no_breakout,150.79999999999563,dst_open,summer (EDT),2024
2024-03-12,vol_filter_rejected,277.79999999999563,dst_open,summer (EDT),2024
2024-03-13,vol_filter_rejected,100.5,dst_open,summer (EDT),2024
2024-03-14,no_breakout,109.29999999999563,dst_open,summer (EDT),2024
2024-03-15,no_breakout,216.0,dst_open,summer (EDT),2024
2024-03-18,vol_filter_rejected,190.29999999999563,dst_open,summer (EDT),2024
2024-03-20,vol_filter_rejected,86.0,dst_open,summer (EDT),2024
2024-03-22,no_breakout,113.79999999999563,dst_open,summer (EDT),2024
2024-03-25,no_breakout,97.0,dst_open,summer (EDT),2024
2024-03-26,no_breakout,104.70000000000437,dst_open,summer (EDT),2024
2024-03-28,no_breakout,122.5,dst_open,summer (EDT),2024
2024-04-01,no_breakout,195.0,dst_open,summer (EDT),2024
2024-04-02,no_breakout,278.0,dst_open,summer (EDT),2024
2024-04-03,vol_filter_rejected,91.0,dst_open,summer (EDT),2024
2024-04-04,no_breakout,181.0,dst_open,summer (EDT),2024
2024-04-05,vol_filter_rejected,174.8000000000029,dst_open,summer (EDT),2024
2024-04-08,vol_filter_rejected,178.5,dst_open,summer (EDT),2024
2024-04-09,no_breakout,132.0,dst_open,summer (EDT),2024
2024-04-10,range_too_wide,670.7999999999956,dst_open,summer (EDT),2024
2024-04-11,no_breakout,293.5,dst_open,summer (EDT),2024
2024-04-12,no_breakout,447.0,dst_open,summer (EDT),2024
2024-04-16,no_breakout,379.20000000000437,dst_open,summer (EDT),2024
2024-04-17,no_breakout,186.0,dst_open,summer (EDT),2024
2024-04-18,vol_filter_rejected,165.5,dst_open,summer (EDT),2024
2024-04-22,no_breakout,164.79999999999563,dst_open,summer (EDT),2024
2024-04-23,vol_filter_rejected,139.5,dst_open,summer (EDT),2024
2024-04-24,no_breakout,105.0,dst_open,summer (EDT),2024
2024-04-25,no_breakout,447.5,dst_open,summer (EDT),2024
2024-04-26,vol_filter_rejected,224.20000000000437,dst_open,summer (EDT),2024
2024-04-30,no_breakout,200.29999999999563,dst_open,summer (EDT),2024
2024-05-02,no_breakout,140.0,dst_open,summer (EDT),2024
2024-05-03,no_breakout,322.29999999999563,dst_open,summer (EDT),2024
2024-05-06,no_breakout,139.5,dst_open,summer (EDT),2024
2024-05-07,vol_filter_rejected,91.79999999999563,dst_open,summer (EDT),2024
2024-05-08,vol_filter_rejected,118.0,dst_open,summer (EDT),2024
2024-05-13,no_breakout,134.0,dst_open,summer (EDT),2024
2024-05-14,vol_filter_rejected,217.5,dst_open,summer (EDT),2024
2024-05-15,vol_filter_rejected,243.3000000000029,dst_open,summer (EDT),2024
2024-05-16,vol_filter_rejected,71.19999999999709,dst_open,summer (EDT),2024
2024-05-17,vol_filter_rejected,95.0,dst_open,summer (EDT),2024
2024-05-20,vol_filter_rejected,68.20000000000437,dst_open,summer (EDT),2024
2024-05-21,vol_filter_rejected,66.0,dst_open,summer (EDT),2024
2024-05-22,vol_filter_rejected,88.0,dst_open,summer (EDT),2024
2024-05-23,no_breakout,108.79999999999563,dst_open,summer (EDT),2024
2024-05-28,no_breakout,134.29999999999563,dst_open,summer (EDT),2024
2024-05-29,no_breakout,180.0,dst_open,summer (EDT),2024
2024-05-30,vol_filter_rejected,70.5,dst_open,summer (EDT),2024
2024-06-03,no_breakout,107.0,dst_open,summer (EDT),2024
2024-06-05,no_breakout,100.0,dst_open,summer (EDT),2024
2024-06-06,vol_filter_rejected,88.0,dst_open,summer (EDT),2024
2024-06-07,vol_filter_rejected,270.5,dst_open,summer (EDT),2024
2024-06-10,vol_filter_rejected,120.0,dst_open,summer (EDT),2024
2024-06-11,no_breakout,136.5,dst_open,summer (EDT),2024
2024-06-12,no_breakout,383.5,dst_open,summer (EDT),2024
2024-06-13,no_breakout,176.0,dst_open,summer (EDT),2024
2024-06-14,no_breakout,255.5,dst_open,summer (EDT),2024
2024-06-17,vol_filter_rejected,143.1999999999971,dst_open,summer (EDT),2024
2024-06-19,no_breakout,39.5,dst_open,summer (EDT),2024
2024-06-20,vol_filter_rejected,110.5,dst_open,summer (EDT),2024
2024-06-21,vol_filter_rejected,128.70000000000437,dst_open,summer (EDT),2024
2024-06-24,vol_filter_rejected,114.0,dst_open,summer (EDT),2024
2024-06-25,no_breakout,129.0,dst_open,summer (EDT),2024
2024-06-26,no_breakout,175.0,dst_open,summer (EDT),2024
2024-07-03,no_breakout,98.0,dst_open,summer (EDT),2024
2024-07-04,no_breakout,92.80000000000291,dst_open,summer (EDT),2024
2024-07-05,no_breakout,119.0,dst_open,summer (EDT),2024
2024-07-09,no_breakout,87.0,dst_open,summer (EDT),2024
2024-07-10,vol_filter_rejected,69.0,dst_open,summer (EDT),2024
2024-07-11,vol_filter_rejected,202.29999999999563,dst_open,summer (EDT),2024
2024-07-15,vol_filter_rejected,158.6999999999971,dst_open,summer (EDT),2024
2024-07-18,vol_filter_rejected,177.0,dst_open,summer (EDT),2024
2024-07-19,no_breakout,204.0,dst_open,summer (EDT),2024
2024-07-22,vol_filter_rejected,109.0,dst_open,summer (EDT),2024
2024-07-23,vol_filter_rejected,162.5,dst_open,summer (EDT),2024
2024-07-25,vol_filter_rejected,192.0,dst_open,summer (EDT),2024
2024-07-29,no_breakout,187.0,dst_open,summer (EDT),2024
2024-07-31,vol_filter_rejected,224.0,dst_open,summer (EDT),2024
2024-08-02,no_breakout,364.5,dst_open,summer (EDT),2024
2024-08-05,range_too_wide,849.6999999999971,dst_open,summer (EDT),2024
2024-08-06,vol_filter_rejected,344.70000000000437,dst_open,summer (EDT),2024
2024-08-07,vol_filter_rejected,199.20000000000437,dst_open,summer (EDT),2024
2024-08-09,no_breakout,248.29999999999563,dst_open,summer (EDT),2024
2024-08-12,no_breakout,137.0,dst_open,summer (EDT),2024
2024-08-14,vol_filter_rejected,174.0,dst_open,summer (EDT),2024
2024-08-16,no_breakout,218.5,dst_open,summer (EDT),2024
2024-08-20,no_breakout,113.19999999999709,dst_open,summer (EDT),2024
2024-08-21,vol_filter_rejected,77.0,dst_open,summer (EDT),2024
2024-08-23,vol_filter_rejected,126.0,dst_open,summer (EDT),2024
2024-08-27,no_breakout,206.5,dst_open,summer (EDT),2024
2024-08-28,vol_filter_rejected,70.5,dst_open,summer (EDT),2024
2024-08-29,no_breakout,183.0,dst_open,summer (EDT),2024
2024-09-02,vol_filter_rejected,74.69999999999709,dst_open,summer (EDT),2024
2024-09-03,no_breakout,224.3000000000029,dst_open,summer (EDT),2024
2024-09-05,no_breakout,128.1999999999971,dst_open,summer (EDT),2024
2024-09-06,vol_filter_rejected,252.0,dst_open,summer (EDT),2024
2024-09-09,vol_filter_rejected,174.1999999999971,dst_open,summer (EDT),2024
2024-09-10,no_breakout,207.8000000000029,dst_open,summer (EDT),2024
2024-09-11,no_breakout,206.3000000000029,dst_open,summer (EDT),2024
2024-09-12,no_breakout,196.5,dst_open,summer (EDT),2024
2024-09-13,vol_filter_rejected,131.0,dst_open,summer (EDT),2024
2024-09-17,vol_filter_rejected,108.69999999999709,dst_open,summer (EDT),2024
2024-09-18,no_breakout,83.30000000000291,dst_open,summer (EDT),2024
2024-09-19,no_breakout,260.0,dst_open,summer (EDT),2024
2024-09-20,no_breakout,154.0,dst_open,summer (EDT),2024
2024-09-23,no_breakout,104.80000000000291,dst_open,summer (EDT),2024
2024-09-24,vol_filter_rejected,144.0,dst_open,summer (EDT),2024
2024-09-25,no_breakout,102.0,dst_open,summer (EDT),2024
2024-09-26,vol_filter_rejected,91.5,dst_open,summer (EDT),2024
2024-09-30,no_breakout,97.69999999999709,dst_open,summer (EDT),2024
2024-10-01,no_breakout,102.29999999999563,dst_open,summer (EDT),2024
2024-10-02,vol_filter_rejected,233.5,dst_open,summer (EDT),2024
2024-10-03,no_breakout,151.0,dst_open,summer (EDT),2024
2024-10-04,vol_filter_rejected,328.6999999999971,dst_open,summer (EDT),2024
2024-10-07,vol_filter_rejected,112.0,dst_open,summer (EDT),2024
2024-10-08,no_breakout,169.5,dst_open,summer (EDT),2024
2024-10-10,no_breakout,142.09999999999854,dst_open,summer (EDT),2024
2024-10-14,vol_filter_rejected,107.19999999999709,dst_open,summer (EDT),2024
2024-10-15,no_breakout,285.0,dst_open,summer (EDT),2024
2024-10-17,no_breakout,207.70000000000437,dst_open,summer (EDT),2024
2024-10-18,no_breakout,164.1999999999971,dst_open,summer (EDT),2024
2024-10-21,no_breakout,158.79999999999563,dst_open,summer (EDT),2024
2024-10-22,vol_filter_rejected,146.5,dst_open,summer (EDT),2024
2024-10-23,no_breakout,164.0,dst_open,summer (EDT),2024
2024-10-24,no_breakout,106.0,dst_open,summer (EDT),2024
2024-10-25,vol_filter_rejected,150.0,dst_open,summer (EDT),2024
2024-10-29,vol_filter_rejected,225.3000000000029,dst_open,summer (EDT),2024
2024-10-30,vol_filter_rejected,205.6999999999971,dst_open,summer (EDT),2024
2024-10-31,no_breakout,124.0,dst_open,summer (EDT),2024
2024-11-04,no_breakout,180.70000000000437,dst_open,winter (EST),2024
2024-11-06,range_too_wide,566.6999999999971,dst_open,winter (EST),2024
2024-11-07,no_breakout,155.0,dst_open,winter (EST),2024
2024-11-08,vol_filter_rejected,123.0,dst_open,winter (EST),2024
2024-11-12,vol_filter_rejected,185.0,dst_open,winter (EST),2024
2024-11-13,vol_filter_rejected,276.0,dst_open,winter (EST),2024
2024-11-14,no_breakout,141.0,dst_open,winter (EST),2024
2024-11-15,no_breakout,177.0,dst_open,winter (EST),2024
2024-11-18,vol_filter_rejected,152.0,dst_open,winter (EST),2024
2024-11-19,range_too_wide,619.0,dst_open,winter (EST),2024
2024-11-20,no_breakout,180.0,dst_open,winter (EST),2024
2024-11-21,vol_filter_rejected,367.0,dst_open,winter (EST),2024
2024-11-26,no_breakout,284.0,dst_open,winter (EST),2024
2024-11-29,vol_filter_rejected,151.79999999999563,dst_open,winter (EST),2024
2024-12-02,no_breakout,144.0,dst_open,winter (EST),2024
2024-12-03,no_breakout,99.0,dst_open,winter (EST),2024
2024-12-05,no_breakout,127.5,dst_open,winter (EST),2024
2024-12-09,no_breakout,121.80000000000291,dst_open,winter (EST),2024
2024-12-10,vol_filter_rejected,151.0,dst_open,winter (EST),2024
2024-12-11,no_breakout,191.5,dst_open,winter (EST),2024
2024-12-12,vol_filter_rejected,126.29999999999563,dst_open,winter (EST),2024
2024-12-13,no_breakout,133.5,dst_open,winter (EST),2024
2024-12-16,no_breakout,105.5,dst_open,winter (EST),2024
2024-12-17,no_breakout,132.1999999999971,dst_open,winter (EST),2024
2024-12-18,vol_filter_rejected,177.1999999999971,dst_open,winter (EST),2024
2024-12-23,no_breakout,364.5,dst_open,winter (EST),2024
2024-12-24,vol_filter_rejected,74.0,dst_open,winter (EST),2024
2024-12-25,no_range_data,,dst_open,winter (EST),2024
2024-12-27,no_breakout,207.5,dst_open,winter (EST),2024
2024-12-30,no_breakout,443.5,dst_open,winter (EST),2024
2024-12-31,vol_filter_rejected,171.0,dst_open,winter (EST),2024
2025-01-01,no_range_data,,dst_open,winter (EST),2025
2025-01-02,no_breakout,281.8000000000029,dst_open,winter (EST),2025
2025-01-06,vol_filter_rejected,285.0,dst_open,winter (EST),2025
2025-01-08,no_breakout,268.5,dst_open,winter (EST),2025
2025-01-09,no_scan_bars,181.3000000000029,dst_open,winter (EST),2025
2025-01-10,no_breakout,451.5,dst_open,winter (EST),2025
2025-01-14,no_breakout,255.29999999999563,dst_open,winter (EST),2025
2025-01-15,range_too_wide,693.0,dst_open,winter (EST),2025
2025-01-16,no_breakout,283.0,dst_open,winter (EST),2025
2025-01-17,vol_filter_rejected,257.0,dst_open,winter (EST),2025
2025-01-20,vol_filter_rejected,286.0,dst_open,winter (EST),2025
2025-01-21,vol_filter_rejected,141.6999999999971,dst_open,winter (EST),2025
2025-01-22,no_breakout,178.8000000000029,dst_open,winter (EST),2025
2025-01-24,no_breakout,153.8000000000029,dst_open,winter (EST),2025
2025-01-28,vol_filter_rejected,178.5,dst_open,winter (EST),2025
2025-01-30,no_breakout,306.5,dst_open,winter (EST),2025
2025-01-31,no_breakout,112.20000000000437,dst_open,winter (EST),2025
2025-02-04,vol_filter_rejected,199.6999999999971,dst_open,winter (EST),2025
2025-02-06,no_breakout,196.3000000000029,dst_open,winter (EST),2025
2025-02-07,vol_filter_rejected,146.6999999999971,dst_open,winter (EST),2025
2025-02-10,no_breakout,224.1999999999971,dst_open,winter (EST),2025
2025-02-11,vol_filter_rejected,127.0,dst_open,winter (EST),2025
2025-02-12,no_breakout,458.6999999999971,dst_open,winter (EST),2025
2025-02-13,no_breakout,270.3000000000029,dst_open,winter (EST),2025
2025-02-14,vol_filter_rejected,195.0,dst_open,winter (EST),2025
2025-02-17,no_breakout,103.0,dst_open,winter (EST),2025
2025-02-18,no_breakout,178.5,dst_open,winter (EST),2025
2025-02-19,no_breakout,190.0,dst_open,winter (EST),2025
2025-02-20,no_breakout,125.79999999999563,dst_open,winter (EST),2025
2025-02-21,no_breakout,344.3000000000029,dst_open,winter (EST),2025
2025-02-24,no_breakout,219.0,dst_open,winter (EST),2025
2025-02-26,vol_filter_rejected,127.0,dst_open,winter (EST),2025
2025-02-28,vol_filter_rejected,205.70000000000437,dst_open,winter (EST),2025
2025-03-03,no_breakout,284.5,dst_open,winter (EST),2025
2025-03-04,no_breakout,344.20000000000437,dst_open,winter (EST),2025
2025-03-05,no_breakout,405.6999999999971,dst_open,winter (EST),2025
2025-03-06,vol_filter_rejected,367.0,dst_open,winter (EST),2025
2025-03-07,no_breakout,469.5,dst_open,winter (EST),2025
2025-03-10,no_breakout,373.0,dst_open,summer (EDT),2025
2025-03-11,no_breakout,311.5,dst_open,summer (EDT),2025
2025-03-12,range_too_wide,510.90000000000146,dst_open,summer (EDT),2025
2025-03-13,no_breakout,289.79999999999563,dst_open,summer (EDT),2025
2025-03-14,vol_filter_rejected,164.0,dst_open,summer (EDT),2025
2025-03-18,no_breakout,208.0,dst_open,summer (EDT),2025
2025-03-20,vol_filter_rejected,455.0,dst_open,summer (EDT),2025
2025-03-21,no_breakout,392.5,dst_open,summer (EDT),2025
2025-03-24,vol_filter_rejected,167.5,dst_open,summer (EDT),2025
2025-03-25,no_breakout,202.1999999999971,dst_open,summer (EDT),2025
2025-03-27,no_breakout,199.0,dst_open,summer (EDT),2025
2025-03-28,no_breakout,162.0,dst_open,summer (EDT),2025
2025-03-31,vol_filter_rejected,219.5,dst_open,summer (EDT),2025
2025-04-01,vol_filter_rejected,283.8000000000029,dst_open,summer (EDT),2025
2025-04-02,vol_filter_rejected,321.0,dst_open,summer (EDT),2025
2025-04-03,no_breakout,356.79999999999563,dst_open,summer (EDT),2025
2025-04-04,range_too_wide,1335.0,dst_open,summer (EDT),2025
2025-04-07,range_too_wide,1011.0,dst_open,summer (EDT),2025
2025-04-08,range_too_wide,829.0,dst_open,summer (EDT),2025
2025-04-09,range_too_wide,1083.300000000003,dst_open,summer (EDT),2025
2025-04-10,no_breakout,419.20000000000437,dst_open,summer (EDT),2025
2025-04-11,range_too_wide,663.0,dst_open,summer (EDT),2025
2025-04-14,vol_filter_rejected,308.5,dst_open,summer (EDT),2025
2025-04-16,range_too_wide,510.6999999999971,dst_open,summer (EDT),2025
2025-04-17,range_too_wide,1024.300000000003,dst_open,summer (EDT),2025
2025-04-21,no_breakout,215.6999999999971,dst_open,summer (EDT),2025
2025-04-24,vol_filter_rejected,323.5,dst_open,summer (EDT),2025
2025-04-25,no_breakout,335.8000000000029,dst_open,summer (EDT),2025
2025-04-29,vol_filter_rejected,241.5,dst_open,summer (EDT),2025
2025-04-30,no_breakout,499.3000000000029,dst_open,summer (EDT),2025
2025-05-01,vol_filter_rejected,213.0,dst_open,summer (EDT),2025
2025-05-02,vol_filter_rejected,394.6999999999971,dst_open,summer (EDT),2025
2025-05-06,vol_filter_rejected,256.5,dst_open,summer (EDT),2025
2025-05-07,no_breakout,197.0,dst_open,summer (EDT),2025
2025-05-08,no_breakout,259.29999999999563,dst_open,summer (EDT),2025
2025-05-09,no_breakout,251.8000000000029,dst_open,summer (EDT),2025
2025-05-12,no_breakout,370.0,dst_open,summer (EDT),2025
2025-05-13,no_breakout,251.5,dst_open,summer (EDT),2025
2025-05-14,no_breakout,149.5,dst_open,summer (EDT),2025
2025-05-15,vol_filter_rejected,191.5,dst_open,summer (EDT),2025
2025-05-16,no_breakout,171.3000000000029,dst_open,summer (EDT),2025
2025-05-20,no_breakout,141.6999999999971,dst_open,summer (EDT),2025
2025-05-21,no_breakout,283.0,dst_open,summer (EDT),2025
2025-05-22,vol_filter_rejected,275.0,dst_open,summer (EDT),2025
2025-05-23,range_too_wide,774.6999999999971,dst_open,summer (EDT),2025
2025-05-26,no_breakout,100.0,dst_open,summer (EDT),2025
2025-05-27,no_breakout,165.5,dst_open,summer (EDT),2025
2025-05-29,range_too_wide,538.3000000000029,dst_open,summer (EDT),2025
2025-05-30,vol_filter_rejected,276.1999999999971,dst_open,summer (EDT),2025
2025-06-02,no_breakout,184.90000000000146,dst_open,summer (EDT),2025
2025-06-04,no_breakout,153.0,dst_open,summer (EDT),2025
2025-06-05,no_breakout,274.3000000000029,dst_open,summer (EDT),2025
2025-06-06,vol_filter_rejected,332.5,dst_open,summer (EDT),2025
2025-06-09,no_breakout,75.0,dst_open,summer (EDT),2025
2025-06-10,vol_filter_rejected,149.29999999999563,dst_open,summer (EDT),2025
