date,entry_utc,range_width,entry,exit,reason,R,peak_R,clock,dst,year
2025-12-24,2025-12-24 14:35:00,66.30000000000291,48455.2,48689.2,KILL,4.543689320388349,4.576699029126298,dst_open,winter (EST),2025
2025-12-26,2025-12-26 14:35:00,95.10000000000582,48719.4,48723.9,SL,0.08737864077669903,0.6252427184465454,dst_open,winter (EST),2025
2026-01-08,2026-01-08 14:35:00,145.90000000000146,48903.9,48908.4,SL,0.08737864077669903,1.256310679611594,dst_open,winter (EST),2026
2026-01-15,2026-01-15 14:35:00,219.90000000000146,49357.3,49305.8,SL,-1.0,0.0,dst_open,winter (EST),2026
2026-01-22,2026-01-22 14:35:00,215.60000000000582,49546.8,49495.3,SL,-1.0,0.0,dst_open,winter (EST),2026
2026-01-26,2026-01-26 14:35:00,187.29999999999563,49256.0,49260.5,SL,0.08737864077669903,0.6815533980582241,dst_open,winter (EST),2026
2026-02-10,2026-02-10 14:35:00,203.5,50306.1,50409.1,SL,2.0,3.8737864077669903,dst_open,winter (EST),2026
2026-02-26,2026-02-26 14:35:00,350.8000000000029,49765.5,49714.0,SL,-1.0,0.0,dst_open,winter (EST),2026
2026-04-14,2026-04-14 13:35:00,187.0,48371.5,48376.0,SL,0.08737864077669903,1.233009708737864,dst_open,summer (EDT),2026
2026-04-16,2026-04-16 13:35:00,153.0,48621.5,48570.0,SL,-1.0,0.0,dst_open,summer (EDT),2026
2026-04-20,2026-04-20 13:35:00,299.8000000000029,49460.5,49434.75,SL,-0.5,0.5650485436892921,dst_open,summer (EDT),2026
2026-04-27,2026-04-27 13:35:00,97.0,49336.5,49285.0,SL,-1.0,0.0,dst_open,summer (EDT),2026
2026-06-02,2026-06-02 13:35:00,240.0,51215.5,51220.0,SL,0.08737864077669903,1.1359223300970873,dst_open,summer (EDT),2026
2026-06-09,2026-06-09 13:35:00,277.0,51187.8,51192.3,SL,0.08737864077669903,1.2077669902912056,dst_open,summer (EDT),2026
2026-06-15,2026-06-15 13:35:00,224.0,51900.5,51849.0,SL,-1.0,0.0,dst_open,summer (EDT),2026
2026-06-16,2026-06-16 13:35:00,197.0,52162.5,52111.0,SL,-1.0,0.0,dst_open,summer (EDT),2026
2026-06-17,2026-06-17 13:35:00,97.0,52177.5,52332.0,SL,3.0,4.1378640776698745,dst_open,summer (EDT),2026
2026-06-22,2026-06-22 13:35:00,212.0,51887.5,51836.0,SL,-1.0,0.39805825242718446,dst_open,summer (EDT),2026
2026-06-25,2026-06-25 13:35:00,265.5,52321.5,52270.0,SL,-1.0,0.0,dst_open,summer (EDT),2026
2023-11-23,2023-11-23 16:25:00,61.0,35331.5,35325.1,KILL,-0.12427184466022242,0.09126213592227359,dst_30,winter (EST),2023
2024-05-27,2024-05-27 14:50:00,43.5,39083.9,39099.4,KILL,0.30097087378640774,0.30097087378640774,dst_30,summer (EDT),2024
2024-06-04,2024-06-04 14:00:00,191.1999999999971,38620.2,38624.7,SL,0.08737864077669903,1.1650485436893203,dst_30,summer (EDT),2024
2024-08-19,2024-08-19 14:50:00,96.0,40899.6,40848.1,SL,-1.0,0.04854368932038835,dst_30,summer (EDT),2024
2024-09-27,2024-09-27 15:50:00,159.5,42584.9,42563.4,KILL,-0.4174757281553398,0.1553398058252427,dst_30,summer (EDT),2024
2024-11-18,2024-11-18 16:45:00,152.0,43478.1,43472.6,KILL,-0.10679611650485436,0.17475728155339806,dst_30,winter (EST),2024
2024-11-28,2024-11-28 15:00:00,71.29999999999563,44838.9,44843.4,SL,0.08737864077669903,0.6019417475728155,dst_30,winter (EST),2024
2024-12-26,2024-12-26 16:25:00,212.6999999999971,43201.2,43263.7,KILL,1.2135922330097086,1.5436893203883495,dst_30,winter (EST),2024
2025-01-23,2025-01-23 16:10:00,115.80000000000291,44281.2,44355.4,KILL,1.440776699029211,1.8291262135923179,dst_30,winter (EST),2025
2025-07-23,2025-07-23 15:55:00,153.5,44886.9,44885.4,KILL,-0.02912621359223301,0.0,dst_30,summer (EDT),2025
2023-11-23,2023-11-23 16:25:00,61.0,35331.5,35309.6,KILL,-0.4252427184466302,0.09126213592227359,dst_60,winter (EST),2023
2024-01-30,2024-01-30 17:15:00,66.29999999999563,38409.5,38394.7,KILL,-0.28737864077675557,0.34951456310679613,dst_60,winter (EST),2024
2024-05-16,2024-05-16 16:00:00,71.19999999999709,40003.1,39984.3,KILL,-0.3650485436892356,0.13980582524280322,dst_60,summer (EDT),2024
2024-05-27,2024-05-27 14:50:00,43.5,39083.9,39109.4,KILL,0.49514563106796117,0.6155339805824678,dst_60,summer (EDT),2024
2024-06-17,2024-06-17 16:25:00,143.1999999999971,38712.0,38710.5,KILL,-0.02912621359223301,0.0,dst_60,summer (EDT),2024
2024-06-20,2024-06-20 16:20:00,110.5,38957.8,38962.8,KILL,0.0970873786407767,0.4077669902912621,dst_60,summer (EDT),2024
2024-08-19,2024-08-19 14:50:00,96.0,40899.6,40848.1,SL,-1.0,0.04854368932038835,dst_60,summer (EDT),2024
2024-09-27,2024-09-27 15:50:00,159.5,42584.9,42533.4,SL,-1.0,0.1553398058252427,dst_60,summer (EDT),2024
2024-11-18,2024-11-18 16:45:00,152.0,43478.1,43472.6,KILL,-0.10679611650485436,0.3300970873786408,dst_60,winter (EST),2024
2024-11-28,2024-11-28 15:55:00,71.29999999999563,44856.9,44890.4,KILL,0.6504854368932039,0.6796116504854369,dst_60,winter (EST),2024
2024-12-26,2024-12-26 16:25:00,212.6999999999971,43201.2,43237.7,KILL,0.7087378640776699,1.970873786407767,dst_60,winter (EST),2024
2025-01-23,2025-01-23 16:10:00,115.80000000000291,44281.2,44368.7,KILL,1.6990291262135921,1.8388349514563955,dst_60,winter (EST),2025
2025-02-04,2025-02-04 17:15:00,199.6999999999971,44431.0,44379.5,SL,-1.0,0.19029126213597886,dst_60,winter (EST),2025
2025-03-24,2025-03-24 16:25:00,167.5,42517.6,42516.1,KILL,-0.02912621359223301,0.0,dst_60,summer (EDT),2025
2025-04-22,2025-04-22 16:00:00,213.20000000000437,39153.1,39157.6,SL,0.08737864077669903,0.9514563106796117,dst_60,summer (EDT),2025
2025-05-02,2025-05-02 16:00:00,394.6999999999971,41321.4,41325.9,SL,0.08737864077669903,0.9378640776698182,dst_60,summer (EDT),2025
2025-07-23,2025-07-23 15:55:00,153.5,44886.9,44891.4,SL,0.08737864077669903,1.3786407766990292,dst_60,summer (EDT),2025
2025-08-27,2025-08-27 16:25:00,93.0,45535.4,45533.9,KILL,-0.02912621359223301,0.0,dst_60,summer (EDT),2025
