date,entry_time,side,vol,entry,sl,risk_pts,exit_time,reason,pl,pips,be,trail,early,max_locked_R,log,config
2024-01-18,14:31:00,Sell,2.0,37142.5,37192.5,50.0,14:32:37,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-22,14:31:33,Buy,2.0,37991.9,37941.9,50.0,16:02:09,StopLoss,1.1,3.1,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-23,14:33:29,Sell,2.0,37915.4,37965.4,50.0,19:55:48,StopLoss,2.1,3.6,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-29,14:31:00,Buy,2.0,38123.8,38073.8,50.0,15:57:14,StopLoss,-106.1,-50.5,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-02,14:40:54,Sell,2.0,38337.9,38387.9,50.0,14:46:02,StopLoss,-106.7,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-05,15:45:56,Sell,2.0,38225.1,38275.1,50.0,16:12:43,StopLoss,-106.1,-50.5,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-06,14:33:35,Buy,2.0,38405.7,38355.69,50.0,15:13:33,StopLoss,2.3,3.7,1,1,0,0.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-07,14:31:00,Buy,2.0,38659.0,38609.0,50.0,14:43:47,StopLoss,-106.7,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-08,14:32:25,Buy,2.0,38742.3,38692.3,50.0,14:34:12,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-09,16:26:53,Sell,1.99,38618.2,38668.19,50.0,18:28:30,StopLoss,-107.37,-51.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-12,16:00:55,Buy,2.0,38731.5,38681.5,50.0,19:17:01,StopLoss,200.1,102.6,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-13,14:39:57,Sell,2.0,38366.4,38416.4,50.0,16:08:02,StopLoss,3.9,4.5,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-15,16:05:52,Buy,2.0,38581.9,38531.9,50.0,20:50:00,Closed,298.9,152.0,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-21,14:31:38,Sell,1.99,38463.7,38513.69,50.0,15:09:51,StopLoss,-104.98,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-22,14:32:33,Buy,2.0,38883.7,38833.69,50.0,14:42:35,StopLoss,-106.7,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-23,14:31:28,Buy,2.0,39191.0,39141.0,50.0,14:34:03,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-26,14:32:20,Buy,2.0,39168.4,39118.4,50.0,16:07:19,StopLoss,-106.3,-50.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-27,14:31:00,Sell,2.0,39025.8,39075.8,50.0,20:50:00,Closed,117.7,61.4,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-28,14:31:28,Sell,1.99,38760.2,38810.19,50.0,14:46:17,StopLoss,-105.18,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-02-29,14:32:45,Buy,2.0,39063.5,39013.5,50.0,14:40:07,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-01,15:00:54,Sell,2.0,38859.6,38909.6,50.0,15:08:30,StopLoss,-106.9,-50.9,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-05,14:31:45,Sell,2.0,38833.1,38883.1,50.0,15:03:20,StopLoss,-105.7,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-06,14:31:22,Buy,2.0,38837.2,38787.19,50.0,14:35:13,StopLoss,-111.9,-53.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-07,14:31:38,Buy,2.0,38883.1,38833.1,50.0,14:45:26,StopLoss,-108.9,-51.9,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-12,15:42:56,Buy,2.0,38999.2,38949.19,50.0,16:02:24,StopLoss,-105.3,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-13,16:12:59,Buy,2.0,39174.0,39124.0,50.0,17:01:41,StopLoss,-105.1,-50.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-19,15:31:53,Buy,2.0,39004.2,38954.19,50.0,18:08:17,StopLoss,3.5,4.3,1,1,0,0.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-20,15:27:59,Buy,2.0,39147.7,39097.69,50.0,17:24:41,StopLoss,-106.3,-50.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-21,14:31:59,Buy,2.0,39864.2,39814.19,50.0,15:03:15,StopLoss,-108.7,-51.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-22,15:30:59,Sell,2.0,39620.1,39670.1,50.0,20:50:00,Closed,369.7,187.4,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-25,15:17:56,Sell,2.0,39344.9,39394.9,50.0,20:50:00,Closed,47.5,26.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-03-26,15:54:48,Buy,2.0,39431.85,39381.85,50.0,17:24:53,StopLoss,-105.5,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-04-01,14:39:51,Sell,2.0,39546.35,39596.35,50.0,20:50:00,Closed,227.7,116.4,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-04-09,14:31:00,Sell,2.0,38750.55,38800.55,50.0,15:26:46,StopLoss,103.1,54.1,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-04-12,16:17:53,Sell,2.0,38087.25,38137.25,50.0,17:47:44,StopLoss,202.1,103.6,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-04-15,16:30:57,Sell,2.0,38021.05,38071.05,50.0,18:35:22,StopLoss,399.1,202.1,1,4,0,4.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-04-30,15:42:54,Sell,1.99,38054.45,38104.44,50.0,17:54:05,StopLoss,1.69,3.4,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-06,16:19:59,Sell,2.0,38694.65,38744.65,50.0,16:41:10,StopLoss,-105.1,-50.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-08,15:05:57,Buy,2.0,38947.35,38897.35,50.0,20:50:00,Closed,180.7,92.9,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-09,14:38:58,Buy,2.0,39266.95,39216.94,50.0,15:47:05,StopLoss,-106.5,-50.7,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-10,15:37:47,Sell,2.0,39425.65,39475.65,50.0,16:12:40,StopLoss,-105.3,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-13,16:15:56,Sell,1.99,39500.45,39550.44,50.0,20:50:00,Closed,148.15,77.0,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-15,15:08:46,Buy,2.0,39809.45,39759.44,50.0,16:07:38,StopLoss,-105.3,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-16,14:44:58,Buy,2.0,40016.55,39966.55,50.0,15:15:09,StopLoss,-106.3,-50.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-20,15:31:59,Buy,2.0,40068.85,40018.85,50.0,15:53:13,StopLoss,-105.7,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-21,14:36:42,Buy,2.0,39879.15,39829.15,50.0,15:03:07,StopLoss,-105.1,-50.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-22,15:50:37,Sell,2.0,39762.55,39812.55,50.0,16:10:18,StopLoss,-106.3,-50.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-23,14:31:00,Sell,1.99,39372.45,39422.44,50.0,14:38:04,StopLoss,-106.37,-50.9,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-05-27,15:00:50,Buy,2.0,39077.15,39027.15,50.0,20:50:00,Closed,84.9,45.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-06-03,16:13:59,Sell,2.0,38367.85,38417.85,50.0,17:31:00,StopLoss,3.3,4.2,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-06-13,16:00:40,Sell,2.0,38436.11,38486.11,50.0,16:43:24,StopLoss,-105.66,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-06-17,16:07:59,Buy,2.0,38613.55,38563.55,50.0,20:50:00,Closed,355.3,180.2,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-06-19,14:33:44,Sell,2.0,38767.75,38817.75,50.0,20:50:00,Closed,-26.3,-10.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-06-25,15:00:59,Sell,2.0,39221.55,39271.55,50.0,17:29:59,StopLoss,203.1,104.1,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-03,15:55:59,Sell,1.99,39239.95,39289.94,50.0,16:14:31,StopLoss,-104.78,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-10,15:30:57,Buy,2.0,39397.55,39347.55,50.0,20:50:00,Closed,574.9,290.0,1,4,0,4.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-12,14:31:00,Buy,2.0,39973.85,39923.85,50.0,14:40:58,StopLoss,-105.7,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-19,16:00:56,Sell,2.0,40339.55,40389.55,50.0,16:07:44,StopLoss,-105.1,-50.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-25,16:09:56,Buy,2.0,40222.35,40172.35,50.0,17:21:03,StopLoss,203.9,104.5,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-07-31,16:00:58,Buy,2.0,40996.75,40946.75,50.0,17:31:33,StopLoss,-109.7,-52.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-13,16:17:58,Buy,2.0,39675.35,39625.35,50.0,17:46:37,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-14,15:33:57,Buy,2.0,39959.15,39909.15,50.0,16:23:49,StopLoss,-8.9,-1.9,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-19,14:53:57,Buy,2.0,40885.55,40835.55,50.0,15:47:18,StopLoss,-105.5,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-21,16:02:58,Sell,2.0,40754.65,40804.65,50.0,16:11:42,StopLoss,-105.9,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-22,15:20:54,Sell,1.99,40720.95,40770.94,50.0,15:34:47,StopLoss,-105.38,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-26,14:31:00,Buy,2.0,41412.85,41362.85,50.0,14:38:47,StopLoss,-106.7,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-28,16:25:59,Sell,2.0,41025.35,41075.35,50.0,16:45:47,StopLoss,-105.7,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-08-30,16:00:59,Sell,1.99,41213.95,41263.94,50.0,16:04:50,StopLoss,-106.57,-51.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-09-02,15:04:40,Buy,2.0,41533.95,41483.94,50.0,20:50:00,Closed,-3.3,0.9,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-09-06,15:07:59,Sell,2.0,40563.65,40613.65,50.0,15:32:51,StopLoss,203.1,104.1,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-09-27,15:46:59,Buy,2.0,42596.75,42546.75,50.0,15:59:44,StopLoss,-105.3,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-02,15:56:58,Buy,2.0,42257.65,42207.65,50.0,16:08:32,StopLoss,-107.3,-51.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-07,16:09:59,Sell,1.99,42091.45,42141.45,50.0,17:16:09,StopLoss,-104.98,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-09,16:20:57,Buy,2.0,42451.45,42401.45,50.0,16:53:51,StopLoss,-105.3,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-14,14:52:58,Buy,2.0,42916.85,42866.85,50.0,20:50:00,Closed,430.5,217.8,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-21,14:45:59,Sell,2.0,43089.05,43139.05,50.0,15:56:13,StopLoss,201.3,103.2,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-22,16:00:54,Buy,2.0,42856.85,42806.85,50.0,20:00:22,StopLoss,103.9,54.5,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-23,15:11:56,Sell,2.0,42572.85,42622.85,50.0,15:45:21,StopLoss,-108.7,-51.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-24,15:47:51,Sell,2.0,42263.06,42313.06,50.0,16:31:54,StopLoss,-105.86,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-10-28,14:52:59,Buy,2.0,42478.14,42428.14,50.0,15:00:06,StopLoss,-107.86,-51.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-07,14:33:33,Sell,2.0,43690.86,43740.86,50.0,14:47:04,StopLoss,-106.46,-50.7,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-08,14:31:00,Buy,2.0,43841.94,43791.94,50.0,14:32:58,StopLoss,-105.46,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-11,16:06:54,Buy,2.0,44388.04,44338.04,50.0,16:14:26,StopLoss,-105.46,-50.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-12,14:32:23,Buy,2.0,44409.64,44359.64,50.0,14:35:49,StopLoss,-105.66,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-18,16:27:59,Buy,2.0,43465.95,43415.95,50.0,16:56:29,StopLoss,-106.6,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-20,14:35:44,Sell,2.0,43247.56,43297.56,50.0,15:37:14,StopLoss,102.52,53.8,1,1,0,1.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-22,14:31:00,Buy,2.0,43949.94,43899.94,50.0,14:35:35,StopLoss,-105.66,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-26,14:41:49,Sell,2.0,44522.76,44572.76,50.0,14:50:51,StopLoss,-105.68,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-11-28,15:01:40,Buy,2.0,44807.4,44757.4,50.0,20:50:00,Closed,60.5,32.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-02,14:31:00,Buy,2.0,45019.64,44969.64,50.0,14:31:57,StopLoss,-105.66,-50.3,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-03,14:31:00,Buy,2.0,44837.84,44787.84,50.0,14:34:59,StopLoss,-106.66,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-04,14:31:50,Buy,2.0,44936.74,44886.74,50.0,15:05:27,StopLoss,-107.06,-51.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-05,14:35:39,Sell,2.0,44928.66,44978.66,50.0,14:47:22,StopLoss,-106.06,-50.5,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-06,14:31:57,Buy,2.0,44880.44,44830.44,50.0,14:35:41,StopLoss,-105.26,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-09,14:33:21,Buy,2.0,44725.74,44675.74,50.0,14:35:56,StopLoss,-107.26,-51.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-12,14:31:00,Buy,2.0,44159.84,44109.84,50.0,14:34:45,StopLoss,-105.26,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-13,15:40:58,Sell,2.0,43872.16,43922.16,50.0,16:08:47,StopLoss,-106.06,-50.5,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-17,14:31:23,Sell,2.0,43481.16,43531.16,50.0,14:33:09,StopLoss,-106.26,-50.6,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-18,16:00:57,Buy,2.0,43668.54,43618.54,50.0,16:06:29,StopLoss,-105.86,-50.4,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-19,14:31:30,Buy,2.0,42671.94,42621.94,50.0,14:45:11,StopLoss,-105.26,-50.1,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-20,16:00:58,Buy,2.0,42687.74,42637.74,50.0,17:33:23,StopLoss,803.74,404.4,1,8,0,8.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-26,16:25:37,Buy,2.0,43238.24,43188.24,50.0,17:47:56,StopLoss,3.14,4.1,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-12-30,14:31:00,Sell,2.0,42480.66,42530.66,50.0,15:02:06,StopLoss,203.74,104.4,1,2,0,2.0,2024,v2_vol1.2_be2R_noRR_shorts
2026-01-02,15:57:58,Sell,2.0,48078.4,48128.4,50.0,16:08:07,StopLoss,-110.26,-51.9,0,0,0,,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-05,14:31:00,Buy,2.0,48560.4,48510.4,50.0,19:39:34,StopLoss,1101.74,554.1,1,11,0,11.0,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-07,14:31:00,Buy,2.0,49575.2,49525.2,50.0,14:32:41,StopLoss,-116.46,-55.0,0,0,0,,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-15,14:31:00,Buy,2.0,49331.4,49281.4,50.0,14:31:22,StopLoss,-106.46,-50.0,0,0,0,,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-22,14:31:00,Buy,2.0,49422.6,49372.6,50.0,14:43:15,StopLoss,101.54,54.0,1,1,0,1.0,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-23,14:31:25,Sell,1.99,49110.2,49160.2,50.0,14:32:28,StopLoss,-109.92,-52.0,0,0,0,,2026,v2_vol1.2_be2R_noRR_shorts
2026-01-26,14:31:00,Buy,2.0,49200.9,49150.9,50.0,15:43:39,StopLoss,100.54,53.5,1,1,0,1.0,2026,v2_vol1.2_be2R_noRR_shorts
