date,entry_time,side,vol,entry,sl,risk_pts,exit_time,reason,pl,pips,be,trail,early,max_locked_R,log,config
2022-06-07,15:31:57,Buy,2.0,32915.0,32865.0,50.0,15:49:50,StopLoss,-104.18,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-13,15:32:59,Sell,2.0,30610.45,30660.45,50.0,15:34:57,StopLoss,-110.18,-53.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-14,14:31:00,Sell,2.0,30441.0,30491.0,50.0,14:32:03,StopLoss,-103.98,-50.0,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-20,15:01:52,Buy,2.0,30151.55,30101.55,50.0,20:50:00,Closed,52.72,28.4,1,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-21,15:34:59,Buy,2.0,30489.6,30439.6,50.0,15:37:43,StopLoss,-104.38,-50.2,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-28,15:40:58,Sell,2.0,31286.45,31336.45,50.0,20:50:00,Closed,581.52,292.8,1,4,0,4.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-06-30,16:30:59,Buy,2.0,30976.55,30926.55,50.0,16:36:33,StopLoss,-104.18,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-08,15:09:54,Buy,2.0,31525.55,31475.55,50.0,15:17:36,StopLoss,-116.18,-56.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-18,15:30:57,Sell,2.0,31426.4,31476.4,50.0,15:42:26,StopLoss,-104.28,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-19,15:35:55,Buy,2.0,31627.55,31577.55,50.0,15:40:49,StopLoss,-104.18,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-20,16:07:58,Buy,2.0,31940.55,31890.55,50.0,16:41:38,StopLoss,-104.18,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-26,15:52:48,Sell,2.0,31773.45,31823.45,50.0,16:16:40,StopLoss,-104.18,-50.1,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-07-28,15:24:53,Buy,2.0,32361.55,32311.55,50.0,20:01:18,StopLoss,291.52,147.8,1,3,0,3.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-03,15:38:56,Buy,2.0,32736.55,32686.55,50.0,20:50:00,Closed,159.52,81.8,1,1,0,1.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-12,16:30:59,Buy,2.0,33600.9,33550.9,50.0,20:50:00,Closed,292.42,148.2,1,1,0,1.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-15,15:43:56,Buy,2.0,33795.3,33745.3,50.0,20:50:00,Closed,184.02,94.0,1,1,0,1.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-16,15:35:59,Buy,2.0,34103.2,34053.19,50.0,18:39:06,StopLoss,103.82,53.9,1,2,0,1.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-23,16:15:57,Sell,2.0,32913.9,32963.9,50.0,16:41:52,StopLoss,-104.78,-50.4,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-24,15:15:59,Buy,2.0,33035.5,32985.5,50.0,16:38:34,StopLoss,-105.78,-50.9,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-26,14:31:00,Sell,2.0,32899.6,32949.6,50.0,20:50:00,Closed,1334.62,669.3,1,11,0,11.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-08-30,15:01:59,Sell,2.0,31819.7,31869.7,50.0,15:06:49,StopLoss,-104.78,-50.4,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-09-07,14:31:00,Buy,2.0,31321.2,31271.2,50.0,16:19:09,StopLoss,3.62,3.8,1,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-09-09,16:00:45,Buy,2.0,32113.9,32063.9,50.0,16:01:01,StopLoss,-107.58,-51.8,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-09-27,15:35:58,Sell,2.0,29305.5,29355.5,50.0,18:03:16,StopLoss,502.42,253.2,1,5,0,5.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-10-25,16:08:52,Buy,2.0,31791.2,31741.2,50.0,16:48:34,StopLoss,-104.98,-50.5,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-09,14:32:45,Sell,2.0,32912.8,32962.8,50.0,15:04:58,StopLoss,-104.78,-50.4,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-11,16:10:59,Sell,2.0,33455.5,33505.5,50.0,16:43:36,StopLoss,-104.58,-50.3,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-21,14:31:00,Buy,2.0,33835.5,33785.5,50.0,14:34:32,StopLoss,-105.78,-50.9,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-22,14:31:00,Buy,2.0,33904.2,33854.19,50.0,14:41:19,StopLoss,-111.58,-53.8,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-23,15:05:57,Buy,2.0,34188.6,34138.6,50.0,16:48:33,StopLoss,-105.18,-50.6,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-25,15:45:58,Buy,2.0,34354.2,34304.19,50.0,20:50:00,Closed,-7.98,-2.0,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-11-29,14:31:25,Sell,2.0,33769.6,33819.6,50.0,14:32:05,StopLoss,-104.58,-50.3,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-05,15:00:51,Sell,2.0,34085.4,34135.4,50.0,15:06:24,StopLoss,-108.78,-52.4,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-12,16:04:59,Buy,2.0,33709.3,33659.3,50.0,20:50:00,Closed,458.02,231.0,1,3,0,3.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-15,14:34:44,Sell,2.0,33523.9,33573.9,50.0,19:33:49,StopLoss,804.22,404.1,1,8,0,8.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-19,14:31:00,Sell,2.0,32853.7,32903.69,50.0,14:32:38,StopLoss,-104.58,-50.3,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-21,15:33:58,Buy,2.0,33334.2,33284.19,50.0,16:49:20,StopLoss,4.02,4.0,1,1,0,0.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-22,14:31:21,Sell,2.0,33133.2,33183.19,50.0,19:12:00,StopLoss,897.82,450.9,1,9,0,9.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-23,14:35:49,Sell,2.0,32937.4,32987.4,50.0,14:42:16,StopLoss,-104.78,-50.4,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-27,14:31:24,Sell,2.0,33211.7,33261.69,50.0,15:14:51,StopLoss,0.42,2.2,1,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-29,14:34:34,Buy,2.0,33081.2,33031.19,50.0,20:50:00,Closed,312.02,158.0,1,3,0,2.0,2022,v2_vol1.2_be2R_noRR_shorts
2022-12-30,14:31:51,Sell,2.0,33043.9,33093.9,50.0,14:34:31,StopLoss,-117.58,-56.8,0,0,0,,2022,v2_vol1.2_be2R_noRR_shorts
2024-01-03,14:35:55,Sell,2.0,37553.0,37603.0,50.0,17:58:19,StopLoss,-3.3,0.9,1,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-04,16:15:58,Buy,2.0,37694.8,37644.8,50.0,16:50:21,StopLoss,-107.5,-51.2,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-05,16:26:59,Buy,2.0,37512.1,37462.1,50.0,16:47:29,StopLoss,-105.1,-50.0,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-08,15:56:54,Buy,2.0,37387.1,37337.1,50.0,20:50:00,Closed,446.5,225.8,1,3,0,3.0,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-09,14:31:30,Sell,2.0,37428.3,37478.3,50.0,16:31:24,StopLoss,-106.7,-50.8,0,0,0,,2024,v2_vol1.2_be2R_noRR_shorts
2024-01-10,14:31:00,Buy,2.0,37558.2,37508.19,50.0,15:02:25,StopLoss,1.3,3.2,1,1,0,0.0,2024,v2_vol1.2_be2R_noRR_shorts
