date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2024-04-24,LONG,2024-04-24 10:05:00-04:00,17629.1,17589.1,17749.1,40,120.0,SL,17589.1,-40.0,-1.0,1,5,-47.7,7.1,86.3,2010,1.281,0.908,0.898,2213.3,2,2024-04-24,-100.0,2024,2024-04,2024-W17,2024-04-22
2024-05-02,SHORT,2024-05-02 10:00:00-04:00,17366.4,17406.4,17246.4,40,120.0,SL,17406.4,-40.0,-1.0,6,30,-46.8,82.3,99.4,2252,1.441,1.018,1.461,2211.3,3,2024-05-02,-100.0,2024,2024-05,2024-W18,2024-04-29
2024-05-06,LONG,2024-05-06 10:00:00-04:00,17991.3,17951.3,18111.3,40,120.0,TIMEOUT,18085.1,93.8,2.345,72,360,-28.6,102.7,84.9,1908,1.657,0.936,1.275,2037.7,0,2024-05-06,234.5,2024,2024-05,2024-W19,2024-05-06
2024-05-07,LONG,2024-05-07 10:10:00-04:00,18109.2,18069.2,18229.2,40,120.0,SL,18069.2,-40.0,-1.0,52,260,-45.8,49.0,61.8,1870,1.43,0.907,0.922,2060.7,1,2024-05-07,-100.0,2024,2024-05,2024-W19,2024-05-06
2024-05-20,LONG,2024-05-20 10:00:00-04:00,18658.9,18618.9,18778.9,40,120.0,SL,18618.9,-40.0,-1.0,49,245,-40.6,46.2,51.8,1862,1.594,0.904,1.146,2060.0,0,2024-05-20,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-22,LONG,2024-05-22 10:00:00-04:00,18736.0,18696.0,18856.0,40,120.0,SL,18696.0,-40.0,-1.0,43,215,-49.6,19.5,65.4,1958,1.824,0.976,1.406,2007.0,2,2024-05-22,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-23,SHORT,2024-05-23 10:00:00-04:00,18795.3,18835.3,18675.3,40,120.0,SL,18835.3,-40.0,-1.0,3,15,-46.5,16.9,93.1,2284,1.677,0.994,1.445,2298.7,3,2024-05-23,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-24,LONG,2024-05-24 10:00:00-04:00,18712.9,18672.9,18832.9,40,120.0,TP,18832.9,120.0,3.0,14,70,-6.1,135.8,88.9,2230,1.564,1.056,1.666,2111.2,4,2024-05-24,300.0,2024,2024-05,2024-W21,2024-05-20
2024-05-27,LONG,2024-05-27 10:55:00-04:00,18840.9,18800.9,18960.9,40,120.0,TIMEOUT,18882.2,41.3,1.032,24,120,-0.3,45.5,29.3,882,1.342,1.024,1.314,861.3,0,2024-05-27,103.2,2024,2024-05,2024-W22,2024-05-27
2024-05-28,SHORT,2024-05-28 10:00:00-04:00,18816.1,18856.1,18696.1,40,120.0,SL,18856.1,-40.0,-1.0,10,50,-41.1,11.0,80.2,2168,1.634,1.008,1.515,2151.0,1,2024-05-28,-100.0,2024,2024-05,2024-W22,2024-05-27
2024-05-31,SHORT,2024-05-31 10:15:00-04:00,18411.1,18451.1,18291.1,40,120.0,TP,18291.1,120.0,3.0,10,50,-15.3,122.8,182.6,2228,1.236,1.004,1.106,2220.0,4,2024-05-31,300.0,2024,2024-05,2024-W22,2024-05-27
2024-06-05,LONG,2024-06-05 10:00:00-04:00,18806.7,18766.7,18926.7,40,120.0,TP,18926.7,120.0,3.0,15,75,-36.3,122.2,150.5,2438,1.848,1.163,2.124,2096.7,2,2024-06-05,300.0,2024,2024-06,2024-W23,2024-06-03
2024-06-06,SHORT,2024-06-06 10:05:00-04:00,19008.1,19048.1,18888.1,40,120.0,SL,19048.1,-40.0,-1.0,6,30,-52.0,8.8,65.0,2112,1.27,0.924,0.95,2286.8,3,2024-06-06,-100.0,2024,2024-06,2024-W23,2024-06-03
2024-06-13,SHORT,2024-06-13 10:15:00-04:00,19541.4,19581.4,19421.4,40,120.0,SL,19581.4,-40.0,-1.0,57,285,-47.2,67.8,100.8,2184,1.216,0.963,0.928,2268.0,3,2024-06-13,-100.0,2024,2024-06,2024-W24,2024-06-10
2024-06-18,SHORT,2024-06-18 10:15:00-04:00,19893.4,19933.4,19773.4,40,120.0,SL,19933.4,-40.0,-1.0,42,210,-47.4,52.3,81.4,2038,1.249,0.921,0.808,2212.7,1,2024-06-18,-100.0,2024,2024-06,2024-W25,2024-06-17
