date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2023-12-29,SHORT,2023-12-29 10:45:00-05:00,37704.8,37779.8,37442.3,75,262.5,TIMEOUT,37696.8,8.0,0.107,63,315,-41.1,144.7,36.3,2308,1.41,1.113,1.193,2073.7,4,2023-12-29,10.7,2023,2023-12,2023-W52,2023-12-25
2024-01-02,LONG,2024-01-02 10:00:00-05:00,37701.0,37626.0,37963.5,75,262.5,SL,37626.0,-75.0,-1.0,58,290,-78.2,110.8,58.3,2376,1.52,1.004,1.5,2365.7,1,2024-01-02,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-03,SHORT,2024-01-03 10:05:00-05:00,37550.8,37625.8,37288.3,75,262.5,SL,37625.8,-75.0,-1.0,52,260,-75.5,133.9,81.0,2306,1.419,1.002,1.274,2302.0,2,2024-01-03,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-04,LONG,2024-01-04 10:00:00-05:00,37618.5,37543.5,37881.0,75,262.5,SL,37543.5,-75.0,-1.0,30,150,-84.1,107.8,69.0,2352,1.519,1.014,1.509,2320.3,3,2024-01-04,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-05,LONG,2024-01-05 10:00:00-05:00,37587.8,37512.8,37850.3,75,262.5,SL,37512.8,-75.0,-1.0,6,30,-77.2,42.6,198.1,2464,1.251,1.074,1.339,2295.0,4,2024-01-05,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-09,SHORT,2024-01-09 10:00:00-05:00,37401.3,37476.3,37138.8,75,262.5,SL,37476.3,-75.0,-1.0,3,15,-77.6,22.9,103.1,2184,1.442,0.937,1.22,2330.5,1,2024-01-09,-100.0,2024,2024-01,2024-W02,2024-01-08
2024-01-10,LONG,2024-01-10 10:25:00-05:00,37587.7,37512.7,37850.2,75,262.5,TIMEOUT,37699.4,111.7,1.489,67,335,-34.2,170.4,58.6,2066,1.221,0.907,0.612,2278.7,2,2024-01-10,148.9,2024,2024-01,2024-W02,2024-01-08
2024-01-11,SHORT,2024-01-11 10:00:00-05:00,37537.1,37612.1,37274.6,75,262.5,SL,37612.1,-75.0,-1.0,46,230,-81.1,127.2,201.3,2416,1.278,1.012,0.986,2387.0,3,2024-01-11,-100.0,2024,2024-01,2024-W02,2024-01-08
2024-01-16,SHORT,2024-01-16 10:00:00-05:00,37392.8,37467.8,37130.3,75,262.5,SL,37467.8,-75.0,-1.0,3,15,-76.0,3.4,134.6,2364,1.399,0.989,1.376,2390.7,1,2024-01-16,-100.0,2024,2024-01,2024-W03,2024-01-15
2024-01-17,LONG,2024-01-17 10:00:00-05:00,37296.9,37221.9,37559.4,75,262.5,SL,37221.9,-75.0,-1.0,40,200,-101.9,78.5,91.5,2358,1.372,1.003,1.357,2351.0,2,2024-01-17,-100.0,2024,2024-01,2024-W03,2024-01-15
2024-01-19,SHORT,2024-01-19 10:00:00-05:00,37530.9,37605.9,37268.4,75,262.5,SL,37605.9,-75.0,-1.0,12,60,-87.0,53.3,147.8,2462,1.661,1.075,1.757,2289.7,4,2024-01-19,-100.0,2024,2024-01,2024-W03,2024-01-15
2024-01-22,LONG,2024-01-22 10:00:00-05:00,38086.9,38011.9,38349.4,75,262.5,SL,38011.9,-75.0,-1.0,12,60,-79.6,46.9,55.4,2288,1.625,0.986,1.431,2321.3,0,2024-01-22,-100.0,2024,2024-01,2024-W04,2024-01-22
2024-01-23,SHORT,2024-01-23 10:00:00-05:00,37935.0,38010.0,37672.5,75,262.5,TIMEOUT,37926.8,8.2,0.109,72,360,-42.5,121.0,63.5,1582,1.748,0.855,1.071,1849.3,1,2024-01-23,10.9,2024,2024-01,2024-W04,2024-01-22
2024-01-24,SHORT,2024-01-24 10:00:00-05:00,37956.0,38031.0,37693.5,75,262.5,SL,38031.0,-75.0,-1.0,8,40,-98.0,14.0,65.3,1796,1.959,0.94,1.322,1910.7,2,2024-01-24,-100.0,2024,2024-01,2024-W04,2024-01-22
2024-01-25,LONG,2024-01-25 10:00:00-05:00,37973.4,37898.4,38235.9,75,262.5,SL,37898.4,-75.0,-1.0,7,35,-88.3,73.7,183.7,1916,1.664,0.958,1.253,2000.3,3,2024-01-25,-100.0,2024,2024-01,2024-W04,2024-01-22
2024-01-26,LONG,2024-01-26 10:00:00-05:00,38094.7,38019.7,38357.2,75,262.5,TIMEOUT,38108.5,13.8,0.184,72,360,-61.5,136.5,121.0,1936,1.669,0.998,1.357,1939.7,4,2024-01-26,18.4,2024,2024-01,2024-W04,2024-01-22
2024-01-29,LONG,2024-01-29 10:00:00-05:00,38147.2,38072.2,38409.7,75,262.5,TIMEOUT,38319.7,172.5,2.3,72,360,-67.8,224.3,42.5,1478,1.852,0.901,1.201,1641.2,0,2024-01-29,230.0,2024,2024-01,2024-W05,2024-01-29
2024-01-30,LONG,2024-01-30 10:00:00-05:00,38322.5,38247.5,38585.0,75,262.5,TIMEOUT,38488.3,165.8,2.211,72,360,-50.0,201.0,51.3,1880,2.285,1.186,1.98,1584.7,1,2024-01-30,221.1,2024,2024-01,2024-W05,2024-01-29
2024-01-31,SHORT,2024-01-31 10:00:00-05:00,38493.1,38568.1,38230.6,75,262.5,SL,38568.1,-75.0,-1.0,56,280,-75.0,107.5,81.0,1734,1.615,0.9,1.097,1927.0,2,2024-01-31,-100.0,2024,2024-01,2024-W05,2024-01-29
2024-02-01,LONG,2024-02-01 10:05:00-05:00,38248.1,38173.1,38510.6,75,262.5,SL,38173.1,-75.0,-1.0,9,45,-82.5,53.5,109.0,1812,1.701,0.975,1.193,1859.3,3,2024-02-01,-100.0,2024,2024-02,2024-W05,2024-01-29
2024-02-05,SHORT,2024-02-05 10:00:00-05:00,38407.5,38482.5,38145.0,75,262.5,SL,38482.5,-75.0,-1.0,55,275,-80.5,179.0,74.5,2004,2.359,1.073,1.693,1868.0,0,2024-02-05,-100.0,2024,2024-02,2024-W06,2024-02-05
2024-02-06,LONG,2024-02-06 10:00:00-05:00,38472.3,38397.3,38734.8,75,262.5,TIMEOUT,38513.6,41.3,0.551,72,360,-60.0,70.8,60.7,1964,2.135,1.016,1.557,1932.3,1,2024-02-06,55.1,2024,2024-02,2024-W06,2024-02-05
2024-02-07,LONG,2024-02-07 10:15:00-05:00,38697.4,38622.4,38959.9,75,262.5,TIMEOUT,38673.4,-24.0,-0.32,69,345,-36.0,73.0,136.2,1736,1.533,0.894,0.889,1941.0,2,2024-02-07,-32.0,2024,2024-02,2024-W06,2024-02-05
2024-02-08,SHORT,2024-02-08 10:20:00-05:00,38657.1,38732.1,38394.6,75,262.5,SL,38732.1,-75.0,-1.0,67,335,-97.3,109.0,80.5,1338,1.251,0.769,0.473,1740.3,3,2024-02-08,-100.0,2024,2024-02,2024-W06,2024-02-05
2024-02-09,SHORT,2024-02-09 10:00:00-05:00,38695.1,38770.1,38432.6,75,262.5,TIMEOUT,38661.1,34.0,0.453,72,360,-33.0,124.5,199.5,1578,1.463,0.939,1.046,1680.7,4,2024-02-09,45.3,2024,2024-02,2024-W06,2024-02-05
2024-02-12,LONG,2024-02-12 10:00:00-05:00,38716.9,38641.9,38979.4,75,262.5,TIMEOUT,38820.5,103.6,1.381,72,360,-28.0,238.0,42.0,1322,1.838,0.79,0.944,1673.0,0,2024-02-12,138.1,2024,2024-02,2024-W07,2024-02-12
2024-02-13,SHORT,2024-02-13 10:00:00-05:00,38287.0,38362.0,38024.5,75,262.5,SL,38362.0,-75.0,-1.0,13,65,-90.8,28.0,381.5,1850,1.274,0.986,0.876,1876.0,1,2024-02-13,-100.0,2024,2024-02,2024-W07,2024-02-12
2024-02-14,SHORT,2024-02-14 10:00:00-05:00,38340.4,38415.4,38077.9,75,262.5,SL,38415.4,-75.0,-1.0,4,20,-75.8,17.2,67.0,1750,1.77,1.071,1.643,1634.0,2,2024-02-14,-100.0,2024,2024-02,2024-W07,2024-02-12
2024-02-15,LONG,2024-02-15 10:00:00-05:00,38591.7,38516.7,38854.2,75,262.5,TIMEOUT,38767.5,175.8,2.344,72,360,-48.5,193.5,96.5,1742,1.449,0.948,1.139,1838.0,3,2024-02-15,234.4,2024,2024-02,2024-W07,2024-02-12
2024-02-20,LONG,2024-02-20 10:00:00-05:00,38598.6,38523.6,38861.1,75,262.5,SL,38523.6,-75.0,-1.0,24,120,-104.2,77.0,81.5,1888,1.801,0.933,1.283,2022.5,1,2024-02-20,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-21,SHORT,2024-02-21 10:30:00-05:00,38470.1,38545.1,38207.6,75,262.5,SL,38545.1,-75.0,-1.0,9,45,-77.5,6.5,42.3,1628,1.322,0.962,0.745,1692.2,2,2024-02-21,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-22,LONG,2024-02-22 10:00:00-05:00,38972.1,38897.1,39234.6,75,262.5,SL,38897.1,-75.0,-1.0,2,10,-84.5,2.0,115.0,2048,1.915,1.115,1.847,1836.5,3,2024-02-22,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-23,LONG,2024-02-23 10:00:00-05:00,39252.1,39177.1,39514.6,75,262.5,SL,39177.1,-75.0,-1.0,30,150,-92.0,50.5,86.5,1842,1.796,0.974,1.395,1891.3,4,2024-02-23,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-26,LONG,2024-02-26 10:00:00-05:00,39242.7,39167.7,39505.2,75,262.5,SL,39167.7,-75.0,-1.0,11,55,-84.0,9.5,69.5,1768,2.323,1.027,1.576,1721.0,0,2024-02-26,-100.0,2024,2024-02,2024-W09,2024-02-26
2024-02-27,SHORT,2024-02-27 10:00:00-05:00,38974.1,39049.1,38711.6,75,262.5,TIMEOUT,38988.4,-14.3,-0.191,72,360,-41.5,78.3,76.0,1820,1.934,1.018,1.492,1788.7,1,2024-02-27,-19.1,2024,2024-02,2024-W09,2024-02-26
2024-03-01,SHORT,2024-03-01 10:00:00-05:00,38866.3,38941.3,38603.8,75,262.5,SL,38941.3,-75.0,-1.0,2,10,-83.5,5.0,41.5,2030,2.195,1.112,1.808,1826.0,4,2024-03-01,-100.0,2024,2024-03,2024-W09,2024-02-26
2024-03-04,LONG,2024-03-04 10:00:00-05:00,39023.1,38948.1,39285.6,75,262.5,TIMEOUT,38995.6,-27.5,-0.367,72,360,-53.8,78.7,117.0,1584,1.743,0.863,1.063,1834.7,0,2024-03-04,-36.7,2024,2024-03,2024-W10,2024-03-04
2024-03-05,SHORT,2024-03-05 10:05:00-05:00,38816.0,38891.0,38553.5,75,262.5,TP,38553.5,262.5,3.5,56,280,-41.5,273.5,77.0,1890,2.02,1.136,1.586,1663.3,1,2024-03-05,350.0,2024,2024-03,2024-W10,2024-03-04
2024-03-11,SHORT,2024-03-11 10:10:00-04:00,38513.2,38588.2,38250.7,75,262.5,SL,38588.2,-75.0,-1.0,9,45,-92.0,25.5,99.3,1740,1.296,0.85,0.703,2047.7,0,2024-03-11,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-13,LONG,2024-03-13 10:05:00-04:00,39130.3,39055.3,39392.8,75,262.5,SL,39055.3,-75.0,-1.0,64,320,-173.7,103.5,82.3,1436,1.69,0.884,1.025,1625.0,2,2024-03-13,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-14,SHORT,2024-03-14 10:00:00-04:00,38912.0,38987.0,38649.5,75,262.5,SL,38987.0,-75.0,-1.0,6,30,-99.5,4.5,109.3,2024,1.599,1.039,1.445,1948.3,3,2024-03-14,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-15,SHORT,2024-03-15 10:00:00-04:00,38745.2,38820.2,38482.7,75,262.5,SL,38820.2,-75.0,-1.0,3,15,-81.2,26.3,216.0,2068,1.661,1.015,1.358,2038.3,4,2024-03-15,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-18,LONG,2024-03-18 10:15:00-04:00,38861.9,38786.9,39124.4,75,262.5,SL,38786.9,-75.0,-1.0,68,340,-92.7,49.5,69.8,1440,1.371,0.814,0.607,1768.2,0,2024-03-18,-100.0,2024,2024-03,2024-W12,2024-03-18
2024-03-19,LONG,2024-03-19 10:00:00-04:00,38876.7,38801.7,39139.2,75,262.5,TIMEOUT,39130.7,254.0,3.387,72,360,-23.0,260.0,138.8,1618,1.582,0.862,1.018,1876.2,1,2024-03-19,338.7,2024,2024-03,2024-W12,2024-03-18
2024-03-20,LONG,2024-03-20 10:05:00-04:00,39123.1,39048.1,39385.6,75,262.5,TP,39385.6,262.5,3.5,56,280,-32.0,316.5,66.5,1062,1.396,0.773,0.64,1374.3,2,2024-03-20,350.0,2024,2024-03,2024-W12,2024-03-18
2024-03-21,LONG,2024-03-21 10:00:00-04:00,39777.8,39702.8,40040.3,75,262.5,TIMEOUT,39815.8,38.0,0.507,72,360,-5.5,132.5,55.0,1646,1.791,0.911,1.2,1807.0,3,2024-03-21,50.7,2024,2024-03,2024-W12,2024-03-18
2024-03-22,SHORT,2024-03-22 10:00:00-04:00,39731.5,39806.5,39469.0,75,262.5,TP,39469.0,262.5,3.5,71,355,-13.2,273.2,57.3,1534,1.742,0.897,1.162,1711.0,4,2024-03-22,350.0,2024,2024-03,2024-W12,2024-03-18
2024-03-25,SHORT,2024-03-25 10:00:00-04:00,39377.1,39452.1,39114.6,75,262.5,TIMEOUT,39310.1,67.0,0.893,72,360,-30.2,75.8,52.7,1482,1.847,0.866,1.097,1712.0,0,2024-03-25,89.3,2024,2024-03,2024-W13,2024-03-25
2024-03-26,SHORT,2024-03-26 10:00:00-04:00,39326.7,39401.7,39064.2,75,262.5,SL,39401.7,-75.0,-1.0,8,40,-90.0,0.0,83.7,1512,1.65,0.944,1.206,1601.7,1,2024-03-26,-100.0,2024,2024-03,2024-W13,2024-03-25
2024-03-27,LONG,2024-03-27 10:00:00-04:00,39561.9,39486.9,39824.4,75,262.5,SL,39486.9,-75.0,-1.0,24,120,-91.7,4.8,73.7,1740,2.121,1.038,1.596,1675.5,2,2024-03-27,-100.0,2024,2024-03,2024-W13,2024-03-25
2024-03-28,SHORT,2024-03-28 10:05:00-04:00,39779.4,39854.4,39516.9,75,262.5,SL,39854.4,-75.0,-1.0,64,320,-98.7,40.5,73.5,1536,1.504,0.943,1.045,1628.8,3,2024-03-28,-100.0,2024,2024-03,2024-W13,2024-03-25
2024-04-01,SHORT,2024-04-01 10:00:00-04:00,39627.9,39702.9,39365.4,75,262.5,TIMEOUT,39552.2,75.7,1.009,72,360,-35.0,132.0,163.0,1742,2.038,1.06,1.567,1643.7,0,2024-04-01,100.9,2024,2024-04,2024-W14,2024-04-01
2024-04-02,SHORT,2024-04-02 10:00:00-04:00,39148.8,39223.8,38886.3,75,262.5,TIMEOUT,39177.6,-28.8,-0.384,72,360,-65.5,104.0,166.7,1998,1.753,1.029,1.54,1941.7,1,2024-04-02,-38.4,2024,2024-04,2024-W14,2024-04-01
2024-04-03,LONG,2024-04-03 10:00:00-04:00,39274.4,39199.4,39536.9,75,262.5,SL,39199.4,-75.0,-1.0,24,120,-83.8,22.0,89.0,1980,2.016,1.196,2.126,1655.3,2,2024-04-03,-100.0,2024,2024-04,2024-W14,2024-04-01
2024-04-08,SHORT,2024-04-08 10:00:00-04:00,38890.8,38965.8,38628.3,75,262.5,SL,38965.8,-75.0,-1.0,5,25,-89.0,4.2,84.0,1988,1.876,0.934,1.305,2127.8,0,2024-04-08,-100.0,2024,2024-04,2024-W15,2024-04-08
2024-04-09,SHORT,2024-04-09 10:00:00-04:00,38833.9,38908.9,38571.4,75,262.5,TP,38571.4,262.5,3.5,9,45,-67.5,263.5,51.0,1840,1.803,0.929,1.278,1981.3,1,2024-04-09,350.0,2024,2024-04,2024-W15,2024-04-08
2024-04-11,SHORT,2024-04-11 10:15:00-04:00,38208.8,38283.8,37946.3,75,262.5,SL,38283.8,-75.0,-1.0,17,85,-105.0,26.0,293.5,2034,1.244,1.084,1.139,1876.3,3,2024-04-11,-100.0,2024,2024-04,2024-W15,2024-04-08
2024-04-15,SHORT,2024-04-15 10:10:00-04:00,38120.3,38195.3,37857.8,75,262.5,TP,37857.8,262.5,3.5,39,195,-73.0,312.8,186.5,2115,1.497,1.159,1.607,1825.0,0,2024-04-15,350.0,2024,2024-04,2024-W16,2024-04-15
2024-04-16,SHORT,2024-04-16 10:00:00-04:00,37841.7,37916.7,37579.2,75,262.5,SL,37916.7,-75.0,-1.0,3,15,-84.0,34.2,126.5,1986,1.487,0.929,1.157,2137.7,1,2024-04-16,-100.0,2024,2024-04,2024-W16,2024-04-15
2024-04-18,LONG,2024-04-18 10:05:00-04:00,37949.1,37874.1,38211.6,75,262.5,SL,37874.1,-75.0,-1.0,29,145,-121.3,117.5,119.0,2007,1.42,0.989,1.235,2029.2,3,2024-04-18,-100.0,2024,2024-04,2024-W16,2024-04-15
2024-04-19,LONG,2024-04-19 10:00:00-04:00,37936.0,37861.0,38198.5,75,262.5,SL,37861.0,-75.0,-1.0,5,25,-77.0,39.0,174.0,2108,1.566,1.02,1.503,2067.2,4,2024-04-19,-100.0,2024,2024-04,2024-W16,2024-04-15
2024-04-22,SHORT,2024-04-22 10:00:00-04:00,38083.5,38158.5,37821.0,75,262.5,SL,38158.5,-75.0,-1.0,27,135,-96.5,108.5,67.5,1900,1.847,0.995,1.479,1908.7,0,2024-04-22,-100.0,2024,2024-04,2024-W17,2024-04-22
2024-04-23,LONG,2024-04-23 10:00:00-04:00,38392.5,38317.5,38655.0,75,262.5,TIMEOUT,38477.5,85.0,1.133,72,360,-46.5,169.2,130.5,1989,1.91,1.059,1.691,1877.3,1,2024-04-23,113.3,2024,2024-04,2024-W17,2024-04-22
2024-04-25,SHORT,2024-04-25 10:00:00-04:00,37744.9,37819.9,37482.4,75,262.5,SL,37819.9,-75.0,-1.0,6,30,-76.0,4.3,336.2,2018,1.279,0.955,0.903,2113.3,3,2024-04-25,-100.0,2024,2024-04,2024-W17,2024-04-22
2024-04-26,LONG,2024-04-26 10:00:00-04:00,38268.4,38193.4,38530.9,75,262.5,SL,38193.4,-75.0,-1.0,8,40,-78.8,24.5,224.2,1966,1.223,0.988,0.796,1989.2,4,2024-04-26,-100.0,2024,2024-04,2024-W17,2024-04-22
2024-04-29,LONG,2024-04-29 10:00:00-04:00,38341.5,38266.5,38604.0,75,262.5,SL,38266.5,-75.0,-1.0,60,300,-125.3,63.2,45.8,1698,2.039,0.915,1.278,1855.0,0,2024-04-29,-100.0,2024,2024-04,2024-W18,2024-04-29
2024-04-30,SHORT,2024-04-30 10:00:00-04:00,38171.5,38246.5,37909.0,75,262.5,SL,38246.5,-75.0,-1.0,3,15,-81.5,0.0,178.8,1880,1.57,1.139,1.325,1650.2,1,2024-04-30,-100.0,2024,2024-04,2024-W18,2024-04-29
2024-05-01,LONG,2024-05-01 10:05:00-04:00,37855.1,37780.1,38117.6,75,262.5,TP,38117.6,262.5,3.5,54,270,-28.2,280.8,118.5,1538,1.573,1.069,1.217,1439.2,2,2024-05-01,350.0,2024,2024-05,2024-W18,2024-04-29
2024-05-02,SHORT,2024-05-02 10:00:00-04:00,37969.2,38044.2,37706.7,75,262.5,SL,38044.2,-75.0,-1.0,5,25,-78.0,98.7,99.0,1792,1.474,0.93,1.112,1926.7,3,2024-05-02,-100.0,2024,2024-05,2024-W18,2024-04-29
2024-05-06,SHORT,2024-05-06 12:45:00-04:00,38752.0,38827.0,38489.5,75,262.5,SL,38827.0,-75.0,-1.0,17,85,-83.0,18.0,47.0,992,1.216,0.796,1.748,1245.7,0,2024-05-06,-100.0,2024,2024-05,2024-W19,2024-05-06
2024-05-07,LONG,2024-05-07 10:05:00-04:00,38958.4,38883.4,39220.9,75,262.5,SL,38883.4,-75.0,-1.0,31,155,-75.0,31.0,69.5,1092,1.599,0.901,0.991,1212.5,1,2024-05-07,-100.0,2024,2024-05,2024-W19,2024-05-06
2024-05-08,LONG,2024-05-08 10:00:00-04:00,38893.0,38818.0,39155.5,75,262.5,TIMEOUT,39058.5,165.5,2.207,72,360,-21.3,211.2,78.0,1566,1.949,1.012,1.451,1547.3,2,2024-05-08,220.7,2024,2024-05,2024-W19,2024-05-06
2024-05-09,LONG,2024-05-09 10:00:00-04:00,39132.5,39057.5,39395.0,75,262.5,TP,39395.0,262.5,3.5,67,335,-3.7,263.8,70.5,1524,1.495,0.89,1.01,1712.0,3,2024-05-09,350.0,2024,2024-05,2024-W19,2024-05-06
2024-05-10,LONG,2024-05-10 10:05:00-04:00,39540.5,39465.5,39803.0,75,262.5,SL,39465.5,-75.0,-1.0,9,45,-98.5,8.0,49.8,1660,2.003,1.1,1.508,1509.0,4,2024-05-10,-100.0,2024,2024-05,2024-W19,2024-05-06
2024-05-13,SHORT,2024-05-13 10:30:00-04:00,39577.9,39652.9,39315.4,75,262.5,TIMEOUT,39434.2,143.7,1.916,66,330,-18.7,172.8,82.0,1394,1.345,0.868,0.711,1605.5,0,2024-05-13,191.6,2024,2024-05,2024-W20,2024-05-13
2024-05-16,LONG,2024-05-16 10:10:00-04:00,39973.8,39898.8,40236.3,75,262.5,SL,39898.8,-75.0,-1.0,48,240,-96.5,81.5,71.2,1202,1.236,0.768,0.456,1564.7,3,2024-05-16,-100.0,2024,2024-05,2024-W20,2024-05-13
2024-05-17,LONG,2024-05-17 10:00:00-04:00,39929.9,39854.9,40192.4,75,262.5,TIMEOUT,39995.0,65.1,0.868,72,360,-72.2,84.1,77.0,1220,1.609,0.764,0.794,1596.8,4,2024-05-17,86.8,2024,2024-05,2024-W20,2024-05-13
2024-05-20,SHORT,2024-05-20 10:00:00-04:00,39992.7,40067.7,39730.2,75,262.5,SL,40067.7,-75.0,-1.0,6,30,-80.0,9.0,68.2,1389,1.932,0.904,1.209,1537.3,0,2024-05-20,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-21,LONG,2024-05-21 10:05:00-04:00,39879.1,39804.1,40141.6,75,262.5,SL,39804.1,-75.0,-1.0,37,185,-83.0,28.0,66.0,1206,1.284,0.745,0.503,1619.7,1,2024-05-21,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-22,LONG,2024-05-22 10:00:00-04:00,39858.9,39783.9,40121.4,75,262.5,SL,39783.9,-75.0,-1.0,22,110,-84.0,44.5,41.7,1258,1.931,0.944,1.27,1332.7,2,2024-05-22,-100.0,2024,2024-05,2024-W21,2024-05-20
2024-05-23,SHORT,2024-05-23 10:00:00-04:00,39441.2,39516.2,39178.7,75,262.5,TP,39178.7,262.5,3.5,43,215,-39.5,282.5,105.3,1964,2.136,1.029,1.561,1909.3,3,2024-05-23,350.0,2024,2024-05,2024-W21,2024-05-20
2024-05-27,LONG,2024-05-27 10:50:00-04:00,39082.4,39007.4,39344.9,75,262.5,TIMEOUT,39138.1,55.7,0.743,25,125,-14.0,57.0,31.5,384,1.619,1.178,1.851,326.0,0,2024-05-27,74.3,2024,2024-05,2024-W22,2024-05-27
2024-05-28,SHORT,2024-05-28 10:00:00-04:00,38940.0,39015.0,38677.5,75,262.5,TIMEOUT,38854.5,85.5,1.14,72,360,-38.7,224.3,77.5,1648,1.862,0.945,1.301,1743.8,1,2024-05-28,114.0,2024,2024-05,2024-W22,2024-05-27
2024-05-30,SHORT,2024-05-30 10:10:00-04:00,38028.6,38103.6,37766.1,75,262.5,SL,38103.6,-75.0,-1.0,12,60,-81.5,9.5,67.0,1712,1.622,1.031,1.264,1660.2,3,2024-05-30,-100.0,2024,2024-05,2024-W22,2024-05-27
2024-05-31,SHORT,2024-05-31 10:10:00-04:00,38104.9,38179.9,37842.4,75,262.5,SL,38179.9,-75.0,-1.0,12,60,-78.5,13.3,135.3,1804,1.376,0.991,1.011,1820.0,4,2024-05-31,-100.0,2024,2024-05,2024-W22,2024-05-27
2024-06-03,SHORT,2024-06-03 10:00:00-04:00,38606.8,38681.8,38344.3,75,262.5,TP,38344.3,262.5,3.5,27,135,-71.0,269.2,76.7,2250,2.599,1.203,2.07,1869.8,0,2024-06-03,350.0,2024,2024-06,2024-W23,2024-06-03
2024-06-04,LONG,2024-06-04 10:00:00-04:00,38618.7,38543.7,38881.2,75,262.5,SL,38543.7,-75.0,-1.0,12,60,-77.5,71.0,112.2,1984,2.604,1.448,2.794,1370.5,1,2024-06-04,-100.0,2024,2024-06,2024-W23,2024-06-03
2024-06-05,SHORT,2024-06-05 10:00:00-04:00,38638.2,38713.2,38375.7,75,262.5,SL,38713.2,-75.0,-1.0,14,70,-85.0,81.0,74.2,2157,2.788,1.262,2.183,1708.7,2,2024-06-05,-100.0,2024,2024-06,2024-W23,2024-06-03
2024-06-06,LONG,2024-06-06 10:00:00-04:00,38946.4,38871.4,39208.9,75,262.5,SL,38871.4,-75.0,-1.0,6,30,-76.7,49.5,88.0,1778,1.63,0.911,1.17,1952.5,3,2024-06-06,-100.0,2024,2024-06,2024-W23,2024-06-03
2024-06-10,LONG,2024-06-10 10:00:00-04:00,38839.6,38764.6,39102.1,75,262.5,SL,38764.6,-75.0,-1.0,7,35,-92.0,28.0,87.0,1626,1.835,0.854,1.081,1905.0,0,2024-06-10,-100.0,2024,2024-06,2024-W24,2024-06-10
2024-06-11,SHORT,2024-06-11 10:00:00-04:00,38497.7,38572.7,38235.2,75,262.5,SL,38572.7,-75.0,-1.0,2,10,-105.0,1.7,49.5,1846,1.876,0.939,1.294,1965.8,1,2024-06-11,-100.0,2024,2024-06,2024-W24,2024-06-10
2024-06-13,SHORT,2024-06-13 10:00:00-04:00,38461.1,38536.1,38198.6,75,262.5,SL,38536.1,-75.0,-1.0,36,180,-86.7,51.5,133.2,1790,1.484,0.935,1.043,1915.3,3,2024-06-13,-100.0,2024,2024-06,2024-W24,2024-06-10
2024-06-14,SHORT,2024-06-14 10:05:00-04:00,38333.1,38408.1,38070.6,75,262.5,SL,38408.1,-75.0,-1.0,9,45,-97.0,34.5,58.3,1846,1.562,1.047,1.416,1762.5,4,2024-06-14,-100.0,2024,2024-06,2024-W24,2024-06-10
2024-06-17,LONG,2024-06-17 12:25:00-04:00,38710.5,38635.5,38973.0,75,262.5,TIMEOUT,38788.8,78.3,1.044,43,215,-37.0,148.8,85.5,1606,1.301,0.797,3.076,2015.0,0,2024-06-17,104.4,2024,2024-06,2024-W25,2024-06-17
2024-06-18,LONG,2024-06-18 10:00:00-04:00,38857.6,38782.6,39120.1,75,262.5,SL,38782.6,-75.0,-1.0,4,20,-81.0,2.0,79.5,1812,1.702,0.952,1.202,1902.8,1,2024-06-18,-100.0,2024,2024-06,2024-W25,2024-06-17
2024-06-19,SHORT,2024-06-19 10:00:00-04:00,38818.7,38893.7,38556.2,75,262.5,TIMEOUT,38799.4,19.3,0.257,36,180,-5.0,35.8,26.3,522,2.086,1.158,1.929,450.7,2,2024-06-19,25.7,2024,2024-06,2024-W25,2024-06-17
2024-06-20,LONG,2024-06-20 10:00:00-04:00,38980.8,38905.8,39243.3,75,262.5,SL,38905.8,-75.0,-1.0,11,55,-77.0,60.5,83.0,1734,1.842,0.936,1.257,1853.3,3,2024-06-20,-100.0,2024,2024-06,2024-W25,2024-06-17
2024-06-21,LONG,2024-06-21 10:00:00-04:00,39208.4,39133.4,39470.9,75,262.5,SL,39133.4,-75.0,-1.0,17,85,-92.5,66.0,128.7,1734,1.783,0.915,1.191,1894.7,4,2024-06-21,-100.0,2024,2024-06,2024-W25,2024-06-17
2024-06-24,LONG,2024-06-24 10:00:00-04:00,39463.3,39388.3,39725.8,75,262.5,TIMEOUT,39444.6,-18.7,-0.249,72,360,-74.5,143.5,53.0,1738,2.213,1.048,1.639,1658.5,0,2024-06-24,-24.9,2024,2024-06,2024-W26,2024-06-24
