date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2023-07-24,LONG,2023-07-24 10:00:00-04:00,35402.4,35327.4,35664.9,75,262.5,TIMEOUT,35454.2,51.8,0.691,72,360,-37.2,96.7,54.0,2212,1.892,0.987,1.459,2240.7,0,2023-07-24,69.1,2023,2023-07,2023-W30,2023-07-24
2023-07-26,LONG,2023-07-26 10:10:00-04:00,35464.1,35389.1,35726.6,75,262.5,TIMEOUT,35579.5,115.4,1.539,70,350,-42.0,211.6,103.1,2142,1.499,0.932,1.012,2298.3,2,2023-07-26,153.9,2023,2023-07,2023-W30,2023-07-24
2023-07-27,SHORT,2023-07-27 10:05:00-04:00,35593.2,35668.2,35330.7,75,262.5,SL,35668.2,-75.0,-1.0,35,175,-79.7,65.1,118.8,2250,1.326,0.976,1.143,2306.0,3,2023-07-27,-100.0,2023,2023-07,2023-W30,2023-07-24
2023-07-28,LONG,2023-07-28 10:15:00-04:00,35501.6,35426.6,35764.1,75,262.5,SL,35426.6,-75.0,-1.0,40,200,-83.7,93.9,76.4,2138,1.297,0.949,0.884,2253.3,4,2023-07-28,-100.0,2023,2023-07,2023-W30,2023-07-24
2023-08-01,LONG,2023-08-01 10:00:00-04:00,35690.2,35615.2,35952.7,75,262.5,SL,35615.2,-75.0,-1.0,3,15,-99.4,2.2,88.2,2338,1.716,1.043,1.655,2242.0,1,2023-08-01,-100.0,2023,2023-08,2023-W31,2023-07-31
2023-08-02,SHORT,2023-08-02 10:05:00-04:00,35448.3,35523.3,35185.8,75,262.5,TIMEOUT,35304.0,144.3,1.924,71,355,-27.6,197.9,108.3,2200,1.364,0.944,1.129,2329.3,2,2023-08-02,192.4,2023,2023-08,2023-W31,2023-07-31
2023-08-04,LONG,2023-08-04 10:00:00-04:00,35338.1,35263.1,35600.6,75,262.5,SL,35263.1,-75.0,-1.0,1,5,-81.1,0.0,165.9,2312,1.241,0.984,1.003,2349.7,4,2023-08-04,-100.0,2023,2023-08,2023-W31,2023-07-31
2023-08-07,LONG,2023-08-07 10:00:00-04:00,35318.9,35243.9,35581.4,75,262.5,TIMEOUT,35505.0,186.1,2.481,72,360,-2.9,206.8,119.2,2346,1.759,0.995,1.486,2357.3,0,2023-08-07,248.1,2023,2023-08,2023-W32,2023-08-07
2023-08-08,SHORT,2023-08-08 10:00:00-04:00,35143.9,35218.9,34881.4,75,262.5,SL,35218.9,-75.0,-1.0,36,180,-82.5,122.2,68.1,2246,1.53,0.952,1.311,2360.0,1,2023-08-08,-100.0,2023,2023-08,2023-W32,2023-08-07
2023-08-11,LONG,2023-08-11 10:00:00-04:00,35228.0,35153.0,35490.5,75,262.5,TIMEOUT,35302.8,74.8,0.997,72,360,-36.3,137.4,128.4,2434,1.375,1.078,1.527,2258.7,4,2023-08-11,99.7,2023,2023-08,2023-W32,2023-08-07
2023-08-14,SHORT,2023-08-14 10:00:00-04:00,35234.4,35309.4,34971.9,75,262.5,SL,35309.4,-75.0,-1.0,7,35,-76.7,11.0,123.1,2162,1.368,0.959,1.273,2254.0,0,2023-08-14,-100.0,2023,2023-08,2023-W33,2023-08-14
2023-08-15,SHORT,2023-08-15 10:05:00-04:00,35015.6,35090.6,34753.1,75,262.5,TIMEOUT,34963.0,52.6,0.701,71,355,-70.4,101.2,150.0,2402,1.341,1.028,1.33,2337.3,1,2023-08-15,70.1,2023,2023-08,2023-W33,2023-08-14
2023-08-16,LONG,2023-08-16 10:00:00-04:00,35058.0,34983.0,35320.5,75,262.5,SL,34983.0,-75.0,-1.0,23,115,-85.0,49.7,101.8,2304,1.611,0.993,1.475,2321.0,2,2023-08-16,-100.0,2023,2023-08,2023-W33,2023-08-14
2023-08-17,LONG,2023-08-17 10:00:00-04:00,34855.5,34780.5,35118.0,75,262.5,SL,34780.5,-75.0,-1.0,14,70,-80.2,34.3,103.0,2316,1.481,1.014,1.459,2284.7,3,2023-08-17,-100.0,2023,2023-08,2023-W33,2023-08-14
2023-08-18,LONG,2023-08-18 10:00:00-04:00,34401.5,34326.5,34664.0,75,262.5,TIMEOUT,34519.0,117.5,1.567,72,360,-64.7,189.6,82.2,2348,1.377,0.977,1.345,2403.0,4,2023-08-18,156.7,2023,2023-08,2023-W33,2023-08-14
2023-08-21,SHORT,2023-08-21 10:00:00-04:00,34487.0,34562.0,34224.5,75,262.5,TIMEOUT,34453.3,33.7,0.449,72,360,-65.1,230.9,135.1,2248,1.57,0.972,1.383,2313.7,0,2023-08-21,44.9,2023,2023-08,2023-W34,2023-08-21
