exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2023-01-09 11:30:00+00:00,long,14660.7,14667.3,REVERSION,0.2223,22.23
2023-01-10 13:40:00+00:00,long,14732.7,14738.049826348986,TP1,0.1075,10.77
2023-01-10 13:55:00+00:00,long,14732.7,14753.352320903994,TP2,0.4149,41.58
2023-01-17 10:00:00+00:00,short,15109.0,15100.900241788258,TP1,0.1282,12.92
2023-01-17 10:30:00+00:00,short,15109.0,15103.5,REVERSION,0.0871,8.77
2023-01-18 11:40:00+00:00,long,15193.8,15194.1,REVERSION,0.0118,1.19
2023-01-20 09:55:00+00:00,short,14979.9,14969.45408400631,TP1,0.1559,15.74
2023-01-20 10:10:00+00:00,short,14979.9,14979.9,SL,0.0,0.0
2023-01-25 08:40:00+00:00,long,15084.6,15092.420144352105,TP1,0.1514,15.31
2023-01-25 08:45:00+00:00,long,15084.6,15084.6,SL,0.0,0.0
2023-02-08 14:05:00+00:00,long,15441.8,15432.7,REVERSION,-0.3706,-37.54
2023-02-23 08:35:00+00:00,long,15469.4,15472.488515990099,TP1,0.0536,5.4
2023-02-23 08:40:00+00:00,long,15469.4,15487.06759648321,TP2,0.3064,30.92
2023-03-02 13:45:00+00:00,short,15232.0,15243.1,REVERSION,-0.2776,-28.12
