exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2024-07-04 07:55:00+00:00,long,18429.9,18433.87592159893,TP1,0.0502,5.02
2024-07-04 08:00:00+00:00,long,18429.9,18451.02820869046,TP2,0.2669,26.69
2024-07-11 12:10:00+00:00,long,18456.3,18466.691531547374,TP1,0.2047,20.53
2024-07-11 12:20:00+00:00,long,18456.3,18456.3,SL,0.0,0.0
2024-07-12 07:30:00+00:00,long,18564.6,18545.6,REVERSION,-0.438,-44.03
2024-07-12 08:15:00+00:00,long,18567.5,18568.75127707883,TP1,0.014,1.4
2024-07-12 08:20:00+00:00,long,18567.5,18583.909942311406,TP2,0.1833,18.35
2024-07-15 08:00:00+00:00,long,18705.0,18705.223068283103,TP1,0.0031,0.31
2024-07-15 08:05:00+00:00,long,18705.0,18705.0,SL,0.0,0.0
2024-07-15 08:20:00+00:00,long,18709.0,18708.13878594238,TP1,-0.0117,-1.17
2024-07-15 08:25:00+00:00,long,18709.0,18709.0,SL,0.0,0.0
2024-07-17 08:00:00+00:00,short,18499.2,18488.111181099328,TP1,0.1071,10.74
2024-07-17 08:10:00+00:00,short,18499.2,18456.93778584856,TP2,0.4083,40.94
2024-07-18 07:20:00+00:00,long,18469.2,18438.7,REVERSION,-0.7025,-70.81
2024-07-23 07:45:00+00:00,long,18483.6,18495.021886975293,TP1,0.1126,11.27
2024-07-23 07:50:00+00:00,long,18483.6,18483.6,SL,0.0,0.0
2024-07-24 12:20:00+00:00,short,18411.1,18419.1,REVERSION,-0.2302,-23.06
2024-08-07 08:10:00+00:00,long,17459.1,17490.0945099014,TP1,0.1988,19.88
2024-08-07 08:25:00+00:00,long,17459.1,17470.6,REVERSION,0.0738,7.37
2024-08-09 07:40:00+00:00,long,17697.3,17695.755114706673,TP1,-0.0158,-1.59
2024-08-09 07:45:00+00:00,long,17697.3,17697.3,SL,0.0,0.0
2024-08-13 09:50:00+00:00,long,17759.1,17756.6,REVERSION,-0.0794,-7.96
2024-08-13 13:55:00+00:00,long,17747.6,17747.1,REVERSION,-0.0119,-1.19
2024-08-14 08:45:00+00:00,long,17870.2,17871.75297235782,TP1,0.0206,2.06
2024-08-14 08:55:00+00:00,long,17870.2,17887.596991257837,TP2,0.2304,23.07
2024-08-15 07:15:00+00:00,long,17953.7,17955.496864734865,TP1,0.0249,2.5
2024-08-15 07:20:00+00:00,long,17953.7,17953.7,SL,0.0,0.0
2024-08-19 09:25:00+00:00,long,18318.0,18325.039393532512,TP1,0.1024,10.29
2024-08-19 09:50:00+00:00,long,18318.0,18339.63387254012,TP2,0.3148,31.61
2024-08-26 09:10:00+00:00,long,18594.0,18580.5,REVERSION,-0.537,-54.14
2024-08-27 08:05:00+00:00,long,18655.6,18649.664686539516,TP1,-0.0857,-8.6
2024-08-27 08:10:00+00:00,long,18655.6,18657.02349072609,TP2,0.0206,2.06
