score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
5.546768,1.64516,2.941086,0.590909,0.035787,340.063543,88,1.0,18,9,23,1.0,2,50.0
5.509767,1.622179,2.84456,0.590909,0.035808,326.454486,88,1.0,16,9,23,1.0,2,50.0
5.446567,1.56498,2.69723,0.597701,0.035507,314.493955,87,1.0,18,10,22,1.0,2,50.0
5.422674,1.563587,2.627364,0.581395,0.036278,293.047917,86,1.0,18,9,24,1.0,2,50.0
5.409633,1.543089,2.599656,0.597701,0.035525,301.088045,87,1.0,16,10,22,1.0,2,50.0
5.388528,1.543048,2.537506,0.581395,0.036284,281.198729,86,1.0,16,9,24,1.0,2,50.0
5.382949,1.525835,2.530839,0.597701,0.038012,268.38636,87,1.0,18,10,25,1.0,2,50.0
5.344612,1.503195,2.429464,0.597701,0.038811,250.548803,87,1.0,16,10,25,1.0,2,50.0
5.342864,1.500394,2.4303,0.590909,0.038125,258.961042,88,1.0,18,10,26,1.0,2,50.0
5.339991,1.47403,2.440116,0.613636,0.034484,136.002902,44,1.0,14,13,22,0.5,3,50.0
5.339991,1.47403,2.440116,0.613636,0.034484,136.002902,44,1.0,14,13,22,0.5,4,50.0
5.336718,1.494356,2.413397,0.597826,0.040455,253.01294,92,1.0,18,11,25,1.0,2,50.0
5.329773,1.488307,2.400763,0.590909,0.035854,280.808922,88,1.0,18,10,20,1.0,2,50.0
5.327881,1.489894,2.395508,0.585106,0.033962,308.987718,94,1.0,18,13,22,1.0,2,50.0
5.318112,1.487452,2.369457,0.577778,0.036428,279.180425,90,1.0,18,9,22,1.0,2,50.0
5.307451,1.481606,2.338932,0.581395,0.036671,257.062323,86,1.0,18,8,25,1.0,2,50.0
5.307451,1.481606,2.338932,0.581395,0.036671,257.062323,86,1.0,18,8,26,1.0,2,50.0
5.307035,1.475559,2.343162,0.58427,0.035911,275.403301,89,1.0,18,10,21,1.0,2,50.0
5.305245,1.478414,2.330546,0.590909,0.038925,241.493692,88,1.0,16,10,26,1.0,2,50.0
5.296424,1.470766,2.306606,0.597826,0.041752,232.615185,92,1.0,16,11,25,1.0,2,50.0
5.290197,1.465356,2.295619,0.590909,0.03599,265.671704,88,1.0,16,10,20,1.0,2,50.0
5.284224,1.462576,2.280289,0.588235,0.046103,198.308841,85,1.0,18,10,23,1.0,2,50.0
5.283181,1.463527,2.27727,0.585106,0.033999,290.979999,94,1.0,16,13,22,1.0,2,50.0
5.28169,1.466113,2.272946,0.577778,0.036451,265.828082,90,1.0,16,9,22,1.0,2,50.0
5.271056,1.460363,2.242398,0.581395,0.036685,244.732575,86,1.0,16,8,25,1.0,2,50.0
5.271056,1.460363,2.242398,0.581395,0.036685,244.732575,86,1.0,16,8,26,1.0,2,50.0
5.267956,1.464983,2.237804,0.55914,0.050338,189.729334,93,1.0,18,13,20,1.0,2,50.0
5.267732,1.452824,2.238677,0.58427,0.036049,260.326205,89,1.0,16,10,21,1.0,2,50.0
5.264193,1.458267,2.223193,0.578947,0.053235,183.215469,95,1.0,14,9,23,1.0,2,50.0
5.252202,1.420332,2.219332,0.595238,0.034657,119.99457,42,1.0,14,13,22,0.5,2,50.0
5.244389,1.439546,2.174374,0.588235,0.047538,182.107068,85,1.0,16,10,23,1.0,2,50.0
5.240299,1.435762,2.165459,0.587629,0.048718,195.989998,97,1.0,18,13,26,1.0,2,50.0
5.2365,1.433597,2.160247,0.577778,0.045241,203.563116,90,1.0,18,11,18,1.0,2,50.0
5.22419,1.423442,2.130477,0.578947,0.035645,266.34496,95,1.0,18,13,23,1.0,2,50.0
5.223271,1.438425,2.119837,0.55914,0.051489,174.22842,93,1.0,16,13,20,1.0,2,50.0
5.221435,1.423763,2.12316,0.574468,0.03725,253.524256,94,1.0,18,9,23,1.0,3,50.0
5.220898,1.416848,2.119967,0.593407,0.040455,223.647851,91,1.0,18,11,26,1.0,2,50.0
5.215189,1.420381,2.100039,0.586957,0.035259,254.857502,92,1.0,18,12,23,1.0,2,50.0
5.207896,1.420244,2.081325,0.576087,0.048025,182.220228,92,1.0,18,11,23,1.0,2,50.0
5.207896,1.420244,2.081325,0.576087,0.048025,182.220228,92,1.0,18,11,24,1.0,2,50.0
5.198527,1.390356,2.073009,0.6,0.034892,114.489478,45,1.0,12,13,22,0.5,3,50.0
5.198527,1.390356,2.073009,0.6,0.034892,114.489478,45,1.0,12,13,22,0.5,4,50.0
5.197463,1.412764,2.051651,0.583333,0.037156,246.409627,96,1.0,16,9,23,1.0,3,50.0
5.195066,1.422251,2.046483,0.555556,0.05202,161.552721,90,1.0,18,13,19,1.0,2,50.0
5.194055,1.409243,2.047177,0.577778,0.045312,191.333688,90,1.0,16,11,18,1.0,2,50.0
5.19342,1.40859,2.040896,0.587629,0.050746,175.969476,97,1.0,16,13,26,1.0,2,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,25,0.5,2,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,25,0.5,3,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,25,0.5,4,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,26,0.5,2,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,26,0.5,3,50.0
5.185741,1.377264,2.045661,0.6,0.03431,109.690739,40,1.0,18,11,26,0.5,4,50.0
5.185741,1.377264,2.045661,0.6,0.034081,110.426432,40,1.0,18,13,22,0.5,2,50.0
5.185741,1.377264,2.045661,0.6,0.034081,110.426432,40,1.0,18,13,22,0.5,3,50.0
5.185741,1.377264,2.045661,0.6,0.034081,110.426432,40,1.0,18,13,22,0.5,4,50.0
5.18436,1.414015,2.002727,0.590909,0.028418,209.343352,88,1.5,16,9,23,1.0,2,50.0
5.182539,1.413669,2.012296,0.56044,0.058681,142.307361,91,1.0,18,12,21,1.0,2,50.0
5.181085,1.394434,2.013407,0.593407,0.041752,204.345087,91,1.0,16,11,26,1.0,2,50.0
5.179823,1.398024,2.012244,0.578947,0.037613,236.433236,95,1.0,16,13,23,1.0,2,50.0
5.179314,1.398854,2.00873,0.580645,0.035366,244.7901,93,1.0,18,12,24,1.0,2,50.0
5.179283,1.396142,2.008297,0.587629,0.053337,166.521579,97,1.0,18,13,24,1.0,2,50.0
5.174802,1.397281,1.992365,0.586957,0.037211,227.477025,92,1.0,16,12,23,1.0,2,50.0
5.174701,1.39583,1.996385,0.581633,0.05334,166.379896,98,1.0,18,13,25,1.0,2,50.0
5.169801,1.376653,2.019433,0.547619,0.032057,122.341435,42,1.0,12,8,19,0.5,3,50.0
5.169801,1.376653,2.019433,0.547619,0.032057,122.341435,42,1.0,12,8,19,0.5,4,50.0
5.169801,1.376653,2.019433,0.547619,0.032057,122.341435,42,1.0,12,8,20,0.5,3,50.0
5.169801,1.376653,2.019433,0.547619,0.032057,122.341435,42,1.0,12,8,20,0.5,4,50.0
5.169327,1.395905,1.981158,0.576087,0.048901,171.531209,92,1.0,18,11,22,1.0,2,50.0
5.168584,1.397686,1.976602,0.576087,0.049558,166.506051,92,1.0,16,11,23,1.0,2,50.0
5.168584,1.397686,1.976602,0.576087,0.049558,166.506051,92,1.0,16,11,24,1.0,2,50.0
5.165947,1.401489,1.969506,0.56383,0.051991,160.808749,94,1.0,18,12,22,1.0,2,50.0
5.158198,1.380964,1.967925,0.563218,0.044546,187.184238,87,1.0,18,10,18,1.0,2,50.0
5.156822,1.395249,1.932827,0.590909,0.028296,207.126811,88,1.5,18,9,23,1.0,2,50.0
5.154696,1.379153,1.958367,0.563218,0.036101,229.87361,87,1.0,18,10,19,1.0,2,50.0
5.152745,1.390811,1.934925,0.569892,0.053917,154.271247,93,1.0,14,9,24,1.0,2,50.0
5.151325,1.388764,1.935171,0.564706,0.047389,162.272133,85,1.0,18,9,26,1.0,2,50.0
5.150381,1.379561,1.945353,0.559524,0.045378,174.337021,84,1.0,18,8,19,1.0,2,50.0
5.150381,1.379561,1.945353,0.559524,0.045378,174.337021,84,1.0,18,8,20,1.0,2,50.0
5.150357,1.381797,1.937481,0.569892,0.045543,185.998166,93,1.0,18,11,19,1.0,2,50.0
5.14919,1.365332,1.970304,0.534884,0.036514,109.052274,43,1.0,12,9,18,0.5,3,50.0
5.14919,1.365332,1.970304,0.534884,0.036514,109.052274,43,1.0,12,9,18,0.5,4,50.0
5.148498,1.39483,1.923246,0.555556,0.053196,147.199171,90,1.0,16,13,19,1.0,2,50.0
5.146773,1.384211,1.919621,0.576087,0.045506,177.287121,92,1.0,14,8,25,1.0,2,50.0
5.146773,1.384211,1.919621,0.576087,0.045506,177.287121,92,1.0,14,8,26,1.0,2,50.0
5.143455,1.376796,1.911396,0.587719,0.0408,240.292065,114,1.0,10,13,22,1.0,2,50.0
5.141996,1.390054,1.904704,0.56044,0.060187,130.391714,91,1.0,16,12,21,1.0,2,50.0
5.139929,1.383893,1.899507,0.571429,0.04516,188.781813,98,1.0,12,9,23,1.0,2,50.0
5.139597,1.376357,1.902583,0.580645,0.037322,218.124588,93,1.0,16,12,24,1.0,2,50.0
5.135281,1.371267,1.890643,0.587629,0.05518,150.328934,97,1.0,16,13,24,1.0,2,50.0
5.133914,1.364023,1.89803,0.580645,0.036969,228.317638,93,1.0,18,10,22,1.0,3,50.0
5.131943,1.354571,1.89519,0.595238,0.034595,101.772889,42,1.0,16,11,25,0.5,3,50.0
5.131943,1.354571,1.89519,0.595238,0.034595,101.772889,42,1.0,16,11,25,0.5,4,50.0
5.131943,1.354571,1.89519,0.595238,0.034595,101.772889,42,1.0,16,11,26,0.5,3,50.0
5.131943,1.354571,1.89519,0.595238,0.034595,101.772889,42,1.0,16,11,26,0.5,4,50.0
5.131943,1.354571,1.89519,0.595238,0.034521,101.988958,42,1.0,16,13,22,0.5,3,50.0
5.131943,1.354571,1.89519,0.595238,0.034521,101.988958,42,1.0,16,13,22,0.5,4,50.0
5.130543,1.370773,1.878423,0.581633,0.055186,150.113909,98,1.0,16,13,25,1.0,2,50.0
5.129344,1.373148,1.87443,0.576087,0.05044,156.240477,92,1.0,16,11,22,1.0,2,50.0
5.129047,1.367113,1.892053,0.552941,0.045456,169.865936,85,1.0,18,8,18,1.0,2,50.0
5.126711,1.378842,1.865141,0.56383,0.053522,146.867082,94,1.0,16,12,22,1.0,2,50.0
5.125765,1.372864,1.868524,0.564706,0.047488,157.1112,85,1.0,18,9,25,1.0,2,50.0
5.124188,1.366631,1.876419,0.552941,0.045445,170.488527,85,1.0,18,9,18,1.0,2,50.0
5.121192,1.363658,1.860658,0.571429,0.043366,196.398477,98,1.0,18,13,22,1.0,3,50.0
5.119241,1.359386,1.863243,0.563218,0.044617,175.845445,87,1.0,16,10,18,1.0,2,50.0
5.116895,1.362314,1.857146,0.552941,0.045482,168.343166,85,1.0,18,9,19,1.0,2,50.0
5.114887,1.36803,1.837903,0.564706,0.048833,148.479958,85,1.0,16,9,26,1.0,2,50.0
5.113808,1.363042,1.839143,0.566667,0.063648,120.848225,90,1.0,18,11,21,1.0,2,50.0
5.113774,1.356458,1.848435,0.563218,0.036137,215.342615,87,1.0,16,10,19,1.0,2,50.0
5.112731,1.358579,1.844334,0.559524,0.045438,164.038572,84,1.0,16,8,19,1.0,2,50.0
