exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2024-03-07 09:15:00+00:00,short,17654.9,17660.9,REVERSION,-0.1867,-18.67
2024-03-11 14:40:00+00:00,short,17709.1,17689.27207262943,TP1,0.3259,32.53
2024-03-11 15:05:00+00:00,short,17709.1,17703.0,REVERSION,0.1003,10.01
2024-03-13 10:40:00+00:00,long,17982.8,17987.079678391092,TP1,0.0864,8.66
2024-03-13 10:50:00+00:00,long,17982.8,17982.8,SL,0.0,0.0
2024-03-13 13:40:00+00:00,long,17977.1,17971.4,REVERSION,-0.2874,-28.84
2024-04-03 13:30:00+00:00,short,18306.8,18315.1,REVERSION,-0.3148,-31.5
2024-04-11 07:20:00+00:00,short,18086.6,18079.482359897,TP1,0.1219,12.16
2024-04-11 07:25:00+00:00,short,18086.6,18086.6,SL,0.0,0.0
2024-04-11 07:45:00+00:00,short,18080.6,18091.6,REVERSION,-0.3307,-33.02
2024-04-16 08:15:00+00:00,short,17780.6,17767.65767557828,TP1,0.1074,10.69
2024-04-16 08:35:00+00:00,short,17780.6,17780.6,SL,0.0,0.0
2024-04-23 08:20:00+00:00,long,17996.6,17983.9,REVERSION,-0.2778,-27.68
2024-04-24 08:25:00+00:00,long,18213.5,18200.6,REVERSION,-0.3518,-34.95
2024-05-02 14:25:00+00:00,short,17919.2,17927.1,REVERSION,-0.1581,-15.65
2024-05-02 14:45:00+00:00,short,17916.2,17914.54241846619,TP1,0.0163,1.61
2024-05-02 14:50:00+00:00,short,17916.2,17916.2,SL,0.0,0.0
