exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2023-07-19 14:30:00+00:00,long,16151.0,16129.2,REVERSION,-0.7183,-71.83
2023-07-24 08:10:00+00:00,long,16157.9,16157.752045462312,TP1,-0.0017,-0.17
2023-07-24 08:15:00+00:00,long,16157.9,16170.654778971935,TP2,0.15,14.89
2023-08-02 13:35:00+00:00,short,16055.2,16078.1,REVERSION,-0.6379,-63.43
2023-08-04 09:10:00+00:00,short,15925.8,15933.5,REVERSION,-0.1943,-19.19
2023-08-04 10:00:00+00:00,short,15913.1,15903.510862998963,TP1,0.1245,12.28
2023-08-04 10:25:00+00:00,short,15913.1,15881.07146005311,TP2,0.4159,41.01
2023-08-10 07:10:00+00:00,short,15913.8,15942.28249194088,SL,-1.0,-99.14
2023-08-18 07:25:00+00:00,short,15608.6,15601.390712523853,TP1,0.0893,8.77
2023-08-18 07:30:00+00:00,short,15608.6,15582.386938927768,TP2,0.3249,31.88
2023-08-23 09:35:00+00:00,long,15775.8,15781.862138252021,TP1,0.0819,8.08
2023-08-23 10:10:00+00:00,long,15775.8,15775.8,SL,0.0,0.0
2023-08-29 08:50:00+00:00,long,15847.5,15834.0,REVERSION,-0.3294,-32.49
