exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2023-05-04 09:15:00+00:00,short,15757.6,15721.340678232573,TP1,0.3951,39.51
2023-05-04 10:20:00+00:00,short,15757.6,15724.3,REVERSION,0.3628,36.28
2023-05-08 07:55:00+00:00,long,15970.6,15971.410431313014,TP1,0.0148,1.49
2023-05-08 08:00:00+00:00,long,15970.6,15970.6,SL,0.0,0.0
2023-05-08 08:55:00+00:00,long,15975.4,15957.2,REVERSION,-0.6535,-65.85
2023-05-08 09:25:00+00:00,long,15974.8,15972.959053826346,TP1,-0.0339,-3.4
2023-05-08 09:30:00+00:00,long,15974.8,15974.8,SL,0.0,0.0
2023-05-16 10:00:00+00:00,long,15931.0,15922.2,REVERSION,-0.3084,-30.86
2023-05-19 08:25:00+00:00,long,16235.6,16236.727904150213,TP1,0.0209,2.08
2023-05-19 08:30:00+00:00,long,16235.6,16248.153571014802,TP2,0.2326,23.2
2023-05-25 13:40:00+00:00,short,15818.6,15823.6,REVERSION,-0.153,-15.3
2023-05-31 10:30:00+00:00,short,15834.1,15833.2,REVERSION,0.0266,2.66
2023-05-31 13:00:00+00:00,short,15829.6,15802.094203428338,TP1,0.5109,51.03
2023-05-31 13:30:00+00:00,short,15829.6,15768.515836028633,TP2,1.1345,113.34
2023-06-01 14:30:00+00:00,short,15765.4,15784.5,REVERSION,-0.5264,-53.45
2023-06-06 10:15:00+00:00,short,15942.0,15936.84528077383,TP1,0.0817,8.25
2023-06-06 10:25:00+00:00,short,15942.0,15942.0,SL,0.0,0.0
2023-06-09 09:45:00+00:00,short,15968.8,15957.967401646949,TP1,0.1919,19.4
2023-06-09 10:10:00+00:00,short,15968.8,15939.370811901026,TP2,0.5215,52.72
2023-06-20 15:30:00+00:00,short,16128.2,16115.3,SESSION_END,0.4296,43.74
2023-06-21 07:45:00+00:00,short,16110.4,16131.1,REVERSION,-0.6208,-63.48
2023-07-03 07:50:00+00:00,long,16197.7,16196.013037798275,TP1,-0.0262,-2.66
2023-07-03 07:55:00+00:00,long,16197.7,16197.7,SL,0.0,0.0
2023-07-03 09:05:00+00:00,long,16195.3,16179.5,REVERSION,-0.5487,-55.74
