exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2022-03-29 08:30:00+00:00,long,14602.2,14584.2,REVERSION,-0.7343,-73.43
2022-03-29 08:50:00+00:00,long,14599.8,14592.5,REVERSION,-0.3227,-32.04
2022-04-11 09:15:00+00:00,short,14175.0,14188.5,REVERSION,-0.4717,-46.67
2022-04-11 14:10:00+00:00,long,14204.2,14230.235857614867,TP1,0.5277,51.97
2022-04-11 14:25:00+00:00,long,14204.2,14204.2,SL,0.0,0.0
2022-04-13 08:25:00+00:00,short,14055.9,14063.3,REVERSION,-0.2926,-28.97
2022-04-13 09:15:00+00:00,long,14078.2,14068.5,REVERSION,-0.4507,-44.49
2022-04-22 07:50:00+00:00,short,14299.6,14324.1,REVERSION,-0.8303,-81.59
2022-04-22 09:45:00+00:00,short,14303.0,14282.140766572538,TP1,0.4779,46.57
2022-04-22 09:50:00+00:00,short,14303.0,14254.756089491862,TP2,1.1054,107.72
2022-04-25 08:45:00+00:00,short,13937.9,13904.71199088071,TP1,0.4255,42.12
2022-04-25 09:00:00+00:00,short,13937.9,13909.2,REVERSION,0.368,36.42
2022-04-26 08:55:00+00:00,short,14062.9,14087.019532240029,SL,-1.0,-99.78
2022-04-26 09:20:00+00:00,long,14083.4,14076.3,REVERSION,-0.3189,-31.5
2022-04-29 12:30:00+00:00,long,14118.0,14103.458812003331,SL,-1.0,-98.46
2022-04-29 13:40:00+00:00,long,14121.2,14102.932733771473,SL,-1.0,-97.48
2022-05-02 08:30:00+00:00,short,13920.1,13896.619112654678,TP1,0.2067,19.94
2022-05-02 08:35:00+00:00,short,13920.1,13920.1,SL,0.0,0.0
2022-05-02 09:00:00+00:00,short,13913.6,13949.1,REVERSION,-0.7658,-74.05
2022-05-02 12:55:00+00:00,short,13940.9,13958.40405147469,SL,-1.0,-95.96
