score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
6.652466,3.018949,6.119138,0.638889,0.011608,592.699404,72,2.5,12,7,19,1.0,2,50.0
6.652466,3.018949,6.119138,0.638889,0.011608,592.699404,72,2.5,12,7,19,1.0,3,50.0
6.652466,3.018949,6.119138,0.638889,0.011608,592.699404,72,2.5,12,7,19,1.0,4,50.0
6.58486,2.829271,5.686423,0.630769,0.011815,493.480227,65,2.5,12,7,23,1.0,2,50.0
6.58486,2.829271,5.686423,0.630769,0.011815,493.480227,65,2.5,12,7,23,1.0,3,50.0
6.58486,2.829271,5.686423,0.630769,0.011815,493.480227,65,2.5,12,7,23,1.0,4,50.0
6.570647,2.788661,5.597845,0.630769,0.011768,484.444975,65,2.5,12,7,22,1.0,2,50.0
6.570647,2.788661,5.597845,0.630769,0.011768,484.444975,65,2.5,12,7,22,1.0,3,50.0
6.570647,2.788661,5.597845,0.630769,0.011768,484.444975,65,2.5,12,7,22,1.0,4,50.0
6.541612,2.717917,5.31772,0.602273,0.007154,990.488997,88,2.5,12,7,23,1.0,2,30.0
6.521148,2.65286,5.338562,0.617647,0.011751,479.328436,68,2.5,12,7,20,1.0,2,50.0
6.521148,2.65286,5.338562,0.617647,0.011751,479.328436,68,2.5,12,7,20,1.0,3,50.0
6.521148,2.65286,5.338562,0.617647,0.011751,479.328436,68,2.5,12,7,20,1.0,4,50.0
6.506103,2.608346,5.27926,0.621212,0.011768,465.721728,66,2.5,12,7,21,1.0,2,50.0
6.506103,2.608346,5.27926,0.621212,0.011768,465.721728,66,2.5,12,7,21,1.0,3,50.0
6.506103,2.608346,5.27926,0.621212,0.011768,465.721728,66,2.5,12,7,21,1.0,4,50.0
6.498473,2.593753,5.156383,0.604396,0.009135,785.097165,91,2.5,12,7,23,1.0,3,30.0
