score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
6.595211,2.84346,5.435096,0.666667,0.009314,445.572785,60,2.5,14,11,22,1.0,2,50.0
6.595211,2.84346,5.435096,0.666667,0.009314,445.572785,60,2.5,14,11,22,1.0,3,50.0
6.595211,2.84346,5.435096,0.666667,0.009314,445.572785,60,2.5,14,11,22,1.0,4,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,22,1.0,2,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,22,1.0,3,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,22,1.0,4,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,23,1.0,2,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,23,1.0,3,50.0
6.593035,2.834781,5.532639,0.672414,0.008193,504.170774,58,2.5,14,10,23,1.0,4,50.0
6.589583,2.832307,5.50477,0.655172,0.008193,503.46423,58,2.5,14,9,24,1.0,2,50.0
6.589583,2.832307,5.50477,0.655172,0.008193,503.46423,58,2.5,14,9,24,1.0,3,50.0
6.589583,2.832307,5.50477,0.655172,0.008193,503.46423,58,2.5,14,9,24,1.0,4,50.0
6.576778,2.790793,5.319456,0.666667,0.009325,432.35469,60,2.5,14,11,21,1.0,2,50.0
6.576778,2.790793,5.319456,0.666667,0.009325,432.35469,60,2.5,14,11,21,1.0,3,50.0
6.576778,2.790793,5.319456,0.666667,0.009325,432.35469,60,2.5,14,11,21,1.0,4,50.0
6.56435,2.765489,5.398938,0.642857,0.008205,484.409426,56,2.5,14,9,23,1.0,2,50.0
6.56435,2.765489,5.398938,0.642857,0.008205,484.409426,56,2.5,14,9,23,1.0,3,50.0
6.56435,2.765489,5.398938,0.642857,0.008205,484.409426,56,2.5,14,9,23,1.0,4,50.0
6.526316,2.658327,5.043243,0.639344,0.009336,417.93432,61,2.5,14,12,21,1.0,2,50.0
6.526316,2.658327,5.043243,0.639344,0.009336,417.93432,61,2.5,14,12,21,1.0,3,50.0
6.526316,2.658327,5.043243,0.639344,0.009336,417.93432,61,2.5,14,12,21,1.0,4,50.0
6.501634,2.582899,5.018978,0.650794,0.009317,442.33441,63,2.5,14,11,24,1.0,2,50.0
6.501634,2.582899,5.018978,0.650794,0.009317,442.33441,63,2.5,14,11,24,1.0,3,50.0
6.501634,2.582899,5.018978,0.650794,0.009317,442.33441,63,2.5,14,11,24,1.0,4,50.0
6.499748,2.575394,5.101176,0.655738,0.008195,500.489657,61,2.5,14,10,25,1.0,2,50.0
6.499748,2.575394,5.101176,0.655738,0.008195,500.489657,61,2.5,14,10,25,1.0,3,50.0
6.499748,2.575394,5.101176,0.655738,0.008195,500.489657,61,2.5,14,10,25,1.0,4,50.0
6.496541,2.573254,5.077234,0.639344,0.008196,499.783488,61,2.5,14,9,25,1.0,2,50.0
6.496541,2.573254,5.077234,0.639344,0.008196,499.783488,61,2.5,14,9,25,1.0,3,50.0
6.496541,2.573254,5.077234,0.639344,0.008196,499.783488,61,2.5,14,9,25,1.0,4,50.0
