exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2023-09-06 07:55:00+00:00,short,15717.6,15711.259888509949,TP1,0.2076,20.76
2023-09-06 08:00:00+00:00,short,15717.6,15690.556446252645,TP2,0.8854,88.54
2023-09-13 14:55:00+00:00,long,15661.2,15673.423264235947,TP1,0.3058,30.92
2023-09-13 15:10:00+00:00,long,15661.2,15663.7,REVERSION,0.0626,6.32
2023-09-21 09:45:00+00:00,short,15648.1,15633.65462524583,TP1,0.459,46.58
2023-09-21 10:05:00+00:00,short,15648.1,15613.01816719445,TP2,1.1148,113.12
2023-09-22 08:10:00+00:00,short,15491.7,15486.205986664065,TP1,0.1487,15.33
2023-09-22 08:15:00+00:00,short,15491.7,15491.7,SL,0.0,0.0
2023-09-22 08:35:00+00:00,short,15504.2,15523.007628784866,SL,-1.0,-103.22
2023-09-26 09:50:00+00:00,short,15322.5,15311.420345675402,TP1,0.3118,31.86
2023-09-26 10:35:00+00:00,short,15322.5,15306.5,REVERSION,0.4503,46.01
2023-09-27 07:15:00+00:00,short,15226.8,15236.745368338832,SL,-1.0,-102.96
2023-09-27 12:10:00+00:00,long,15255.4,15244.8,REVERSION,-0.6912,-70.46
2023-10-03 10:25:00+00:00,short,15196.8,15205.8,REVERSION,-0.5498,-55.66
2023-10-05 13:25:00+00:00,short,15097.1,15112.443473716987,SL,-1.0,-100.67
2023-10-05 13:50:00+00:00,short,15099.1,15108.1,REVERSION,-0.5492,-54.74
2023-10-11 08:40:00+00:00,long,15396.7,15408.765252476724,TP1,0.3895,38.61
2023-10-11 08:45:00+00:00,long,15396.7,15423.526426081376,TP2,0.866,85.84
2023-10-16 12:35:00+00:00,short,15172.2,15184.942244588485,SL,-1.0,-100.36
2023-10-17 09:35:00+00:00,short,15234.5,15225.533478077894,TP1,0.2866,28.48
2023-10-17 10:05:00+00:00,short,15234.5,15203.937391202657,TP2,0.977,97.07
2023-10-18 07:15:00+00:00,short,15232.2,15215.27779239994,TP1,0.6723,67.65
2023-10-18 07:20:00+00:00,short,15232.2,15194.478972138613,TP2,1.4987,150.79
2023-10-18 08:30:00+00:00,long,15244.2,15237.5,REVERSION,-0.3954,-40.65
2023-10-19 08:20:00+00:00,short,15011.1,15032.449809602158,SL,-1.0,-102.39
2023-10-19 08:45:00+00:00,short,15011.0,15009.957417055366,TP1,0.0233,2.36
2023-10-19 08:50:00+00:00,short,15011.0,15011.0,SL,0.0,0.0
2023-10-26 08:25:00+00:00,short,14718.4,14701.04067400679,TP1,0.428,43.4
2023-10-26 08:30:00+00:00,short,14718.4,14718.4,SL,0.0,0.0
2023-10-26 14:40:00+00:00,short,14717.0,14739.036417888918,SL,-1.0,-101.83
