exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2022-05-05 07:25:00+00:00,long,14283.2,14268.2,REVERSION,-0.3097,-30.97
2022-05-06 08:45:00+00:00,short,13794.3,13776.9541451253,TP1,0.1033,10.3
2022-05-06 09:05:00+00:00,short,13794.3,13734.570105851884,TP2,0.3559,35.48
2022-05-09 08:25:00+00:00,short,13553.0,13526.095576275777,TP1,0.1711,17.14
2022-05-09 08:45:00+00:00,short,13553.0,13553.0,SL,0.0,0.0
2022-05-24 12:15:00+00:00,short,14042.7,14059.1,REVERSION,-0.4406,-44.2
2022-06-09 07:35:00+00:00,short,14341.3,14345.528730527141,TP1,-0.0552,-5.51
2022-06-09 07:40:00+00:00,short,14341.3,14334.944511371004,TP2,0.0829,8.28
2022-06-17 07:25:00+00:00,short,13076.4,13118.7,REVERSION,-0.6706,-67.0
2022-06-29 07:10:00+00:00,short,13113.2,13106.50164523893,TP1,0.0708,7.03
2022-06-29 07:15:00+00:00,short,13113.2,13113.2,SL,0.0,0.0
