score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
5.193246,1.432081,2.03564,0.542169,0.040263,189.111759,83,1.0,18,10,22,1.0,2,50.0
5.159196,1.421906,1.922745,0.564706,0.028045,183.354452,85,1.5,18,10,22,1.0,2,50.0
5.126119,1.418502,1.804995,0.587629,0.012646,295.348538,97,2.5,18,13,23,1.5,2,50.0
5.110786,1.412193,1.767181,0.575758,0.012651,292.084032,99,2.5,18,13,22,1.5,2,50.0
5.108465,1.40369,1.766428,0.581633,0.012648,293.684294,98,2.5,18,13,24,1.5,2,50.0
5.106354,1.40883,1.756334,0.575758,0.012653,290.33284,99,2.5,18,13,21,1.5,2,50.0
5.105837,1.380668,1.815849,0.518987,0.046269,142.147166,79,1.0,18,10,18,1.0,2,50.0
5.10439,1.403386,1.756136,0.575758,0.012648,293.455269,99,2.5,18,13,25,1.5,2,50.0
5.094182,1.40474,1.726234,0.564356,0.012656,288.192716,101,2.5,18,13,20,1.5,2,50.0
5.093054,1.368334,1.773867,0.546512,0.044378,154.02416,86,1.0,16,10,22,1.0,2,50.0
5.066787,1.35237,1.721435,0.513514,0.046591,128.480687,74,1.0,18,8,19,1.0,2,50.0
5.066787,1.35237,1.721435,0.513514,0.046591,128.480687,74,1.0,18,8,20,1.0,2,50.0
5.064776,1.404986,1.660105,0.5,0.008352,161.369951,40,2.5,18,7,18,1.0,3,50.0
5.064776,1.404986,1.660105,0.5,0.008352,161.369951,40,2.5,18,7,18,1.0,4,50.0
5.062615,1.353008,1.706784,0.513514,0.042891,134.045802,74,1.0,18,7,22,1.0,2,50.0
5.056548,1.38001,1.629637,0.564356,0.012683,270.005935,101,2.5,18,13,18,1.5,2,50.0
5.056548,1.38001,1.629637,0.564356,0.012683,270.005935,101,2.5,18,13,19,1.5,2,50.0
5.052704,1.341974,1.656143,0.574468,0.016879,102.506087,47,2.5,18,13,24,1.0,2,50.0
5.046814,1.352145,1.629526,0.564706,0.025303,133.781884,85,2.0,18,10,22,1.0,2,50.0
5.04477,1.341421,1.636324,0.5625,0.016879,102.337594,48,2.5,18,13,25,1.0,2,50.0
5.042314,1.33743,1.660711,0.506667,0.046591,124.407461,75,1.0,18,8,18,1.0,2,50.0
5.041956,1.342994,1.653112,0.506494,0.046591,127.194014,77,1.0,18,9,18,1.0,2,50.0
5.032409,1.336549,1.622563,0.518987,0.040545,145.059944,79,1.0,18,9,24,1.0,2,50.0
5.026228,1.333035,1.590042,0.55102,0.016885,100.46309,49,2.5,18,13,24,1.0,3,50.0
5.026228,1.333035,1.590042,0.55102,0.016885,100.46309,49,2.5,18,13,24,1.0,4,50.0
5.019153,1.331552,1.559609,0.568182,0.028464,152.328404,88,1.5,16,10,22,1.0,2,50.0
5.018858,1.332486,1.571625,0.54,0.016885,100.294707,50,2.5,18,13,25,1.0,3,50.0
5.018858,1.332486,1.571625,0.54,0.016885,100.294707,50,2.5,18,13,25,1.0,4,50.0
5.017412,1.342182,1.519371,0.612245,0.022774,58.104715,49,2.5,14,10,22,1.0,2,50.0
5.017412,1.342182,1.519371,0.612245,0.022774,58.104715,49,2.5,14,10,22,1.0,3,50.0
