score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
5.966201,1.991996,3.934309,0.591398,0.011912,485.89683,93,2.5,10,7,24,1.0,3,30.0
5.966201,1.991996,3.934309,0.591398,0.011912,485.89683,93,2.5,10,7,24,1.0,4,30.0
5.941759,1.932133,3.919765,0.597222,0.011129,378.45611,72,2.5,18,7,26,1.0,3,30.0
5.941317,1.92119,3.929668,0.6,0.011134,373.832516,70,2.5,18,7,25,1.0,3,30.0
5.897058,1.935477,3.777334,0.576271,0.01162,281.047736,59,2.5,12,7,19,1.0,2,50.0
5.874499,1.847011,3.789136,0.608696,0.012723,322.130129,69,2.5,18,7,21,1.0,3,30.0
5.859421,1.839896,3.748709,0.605634,0.011317,366.213749,71,2.5,18,7,22,1.0,3,30.0
5.845568,1.896851,3.655569,0.566667,0.011628,274.739242,60,2.5,12,7,19,1.0,3,50.0
5.845568,1.896851,3.655569,0.566667,0.011628,274.739242,60,2.5,12,7,19,1.0,4,50.0
5.837749,1.896599,3.624996,0.576271,0.011635,269.010866,59,2.5,12,7,18,1.0,2,50.0
5.82047,1.880264,3.583893,0.581395,0.011304,437.5019,86,2.5,10,7,24,1.0,2,30.0
5.807755,1.837063,3.596895,0.571429,0.011176,338.42998,70,2.5,18,8,22,1.0,3,30.0
5.787077,1.858748,3.50505,0.566667,0.011643,262.718571,60,2.5,12,7,18,1.0,3,50.0
5.787077,1.858748,3.50505,0.566667,0.011643,262.718571,60,2.5,12,7,18,1.0,4,50.0
5.782107,1.840502,3.503948,0.578313,0.011291,429.149788,83,2.5,10,8,24,1.0,2,30.0
5.771234,1.797495,3.512516,0.589041,0.011166,346.893473,73,2.5,18,7,26,1.0,4,30.0
5.769306,1.787315,3.516712,0.591549,0.011171,342.299267,71,2.5,18,7,25,1.0,4,30.0
5.745586,1.770274,3.457526,0.591549,0.011393,331.52954,71,2.5,18,7,24,1.0,3,30.0
5.740818,1.80694,3.420822,0.547619,0.01152,385.440795,84,2.5,10,11,18,1.0,2,30.0
5.739325,1.807879,3.401891,0.573333,0.011103,340.677444,75,2.5,12,7,19,1.0,2,30.0
5.737229,1.751649,3.491073,0.512195,0.019124,167.284829,41,2.0,18,11,26,0.5,3,30.0
5.737229,1.751649,3.491073,0.512195,0.019124,167.284829,41,2.0,18,11,26,0.5,4,30.0
5.733545,1.760835,3.4284,0.591549,0.011313,331.854077,71,2.5,18,7,23,1.0,3,30.0
5.728117,1.785593,3.394846,0.564706,0.012454,340.839259,85,2.5,10,10,18,1.0,2,30.0
5.717944,1.766176,3.381325,0.569231,0.011218,302.524113,65,2.5,18,8,26,1.0,3,30.0
5.711028,1.726265,3.38945,0.6,0.012723,295.528622,70,2.5,18,7,21,1.0,4,30.0
5.70811,1.780123,3.344667,0.544444,0.012197,375.916724,90,2.5,10,11,18,1.0,3,30.0
5.706933,1.760329,3.350344,0.571429,0.010073,352.541614,70,2.5,18,9,22,1.0,3,30.0
5.705455,1.730474,3.409868,0.512195,0.015651,199.212335,41,2.0,18,11,21,0.5,2,30.0
5.703604,1.778302,3.322385,0.563218,0.011899,401.611687,87,2.5,10,8,24,1.0,3,30.0
5.702932,1.796558,3.298848,0.563218,0.011286,408.802475,87,2.5,10,8,25,1.0,2,30.0
5.699767,1.721802,3.35851,0.597222,0.011317,336.307958,72,2.5,18,7,22,1.0,4,30.0
5.696184,1.780959,3.295264,0.561798,0.011899,402.982989,89,2.5,10,8,24,1.0,4,30.0
5.695859,1.759701,3.31966,0.56044,0.012462,352.236363,91,2.5,10,10,18,1.0,3,30.0
5.69368,1.778892,3.28356,0.573333,0.011103,328.453705,75,2.5,12,7,18,1.0,2,30.0
5.690276,1.76233,3.294112,0.568182,0.013803,306.778656,88,2.5,10,7,20,1.0,3,30.0
5.690276,1.76233,3.294112,0.568182,0.013803,306.778656,88,2.5,10,7,20,1.0,4,30.0
5.681174,1.721704,3.33439,0.521739,0.011903,275.694167,46,2.0,14,11,26,0.5,3,30.0
5.671148,1.740933,3.262296,0.554217,0.011524,349.153896,83,2.5,10,10,19,1.0,2,30.0
5.670473,1.772553,3.234832,0.530864,0.012303,332.968609,81,2.5,10,10,24,1.0,2,30.0
5.661813,1.727951,3.244023,0.558824,0.010088,337.026255,68,2.5,18,9,25,1.0,3,30.0
5.660892,1.738065,3.21824,0.580645,0.011912,365.954362,93,2.5,10,7,23,1.0,3,30.0
5.660892,1.738065,3.21824,0.580645,0.011912,365.954362,93,2.5,10,7,23,1.0,4,30.0
5.660871,1.740472,3.220877,0.56962,0.011809,321.592928,79,2.5,12,7,19,1.0,3,30.0
5.660871,1.740472,3.220877,0.56962,0.011809,321.592928,79,2.5,12,7,19,1.0,4,30.0
5.658733,1.717365,3.245213,0.560606,0.010093,331.96292,66,2.5,18,9,24,1.0,3,30.0
5.654247,1.781866,3.162586,0.545455,0.008767,442.514376,77,2.5,12,7,24,1.0,2,30.0
5.645584,1.74997,3.161596,0.564103,0.009866,360.430243,78,2.5,12,7,22,1.0,2,30.0
5.641868,1.718045,3.193225,0.550562,0.011899,350.313013,89,2.5,10,10,19,1.0,3,30.0
5.640807,1.747062,3.166748,0.528736,0.014459,293.340915,87,2.5,10,10,24,1.0,3,30.0
5.639989,1.709049,3.191049,0.56338,0.011213,307.122659,71,2.5,18,8,22,1.0,4,30.0
5.635417,1.699594,3.188229,0.560606,0.010101,323.474256,66,2.5,18,9,23,1.0,3,30.0
5.632211,1.716154,3.151024,0.575,0.015013,253.917748,80,2.5,10,8,23,1.0,2,30.0
5.629034,1.7373,3.128536,0.549451,0.011894,382.300894,91,2.5,10,8,25,1.0,3,30.0
5.62281,1.739946,3.105236,0.548387,0.011894,383.67282,93,2.5,10,8,25,1.0,4,30.0
5.618688,1.685754,3.146304,0.565217,0.01141,294.724688,69,2.5,18,8,21,1.0,3,30.0
5.618135,1.714008,3.109296,0.56962,0.011809,310.099428,79,2.5,12,7,18,1.0,3,30.0
5.618135,1.714008,3.109296,0.56962,0.011809,310.099428,79,2.5,12,7,18,1.0,4,30.0
5.61341,1.700149,3.107762,0.573529,0.011244,281.356225,68,2.5,18,7,26,1.0,2,30.0
