exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2023-11-07 09:35:00+00:00,short,15098.6,15111.97684742065,SL,-1.0,-100.0
2023-11-07 09:50:00+00:00,short,15098.1,15094.965477867716,TP1,0.1143,11.31
2023-11-07 09:55:00+00:00,short,15098.1,15098.1,SL,0.0,0.0
2023-11-09 08:30:00+00:00,long,15226.5,15229.841654443686,TP1,0.1534,15.21
2023-11-09 08:35:00+00:00,long,15226.5,15238.48142733937,TP2,0.5501,54.52
2023-11-09 09:20:00+00:00,long,15237.0,15238.882230190466,TP1,0.068,6.79
2023-11-09 09:25:00+00:00,long,15237.0,15251.268566164388,TP2,0.5156,51.46
2023-11-13 08:40:00+00:00,long,15275.8,15284.844934768935,TP1,0.4862,48.81
2023-11-13 08:55:00+00:00,long,15275.8,15300.57372463384,TP2,1.3317,133.69
2023-11-21 09:25:00+00:00,long,15926.7,15931.095522657206,TP1,0.2234,22.84
2023-11-21 09:30:00+00:00,long,15926.7,15937.77764684031,TP2,0.5631,57.56
2023-11-28 13:20:00+00:00,short,15938.2,15945.142707194776,SL,-1.0,-103.02
2023-12-04 10:35:00+00:00,long,16420.2,16410.757110110215,SL,-1.0,-101.99
2023-12-04 11:35:00+00:00,long,16417.1,16416.2,REVERSION,-0.1001,-10.1
2023-12-06 10:55:00+00:00,long,16561.3,16576.392800937807,TP1,0.8305,83.78
2023-12-06 11:35:00+00:00,long,16561.3,16577.3,REVERSION,0.8804,88.81
2023-12-11 15:25:00+00:00,long,16775.2,16772.7,REVERSION,-0.2606,-26.73
2023-12-14 08:25:00+00:00,long,16964.6,16967.90316299071,TP1,0.1346,13.78
2023-12-14 08:30:00+00:00,long,16964.6,16983.103019529808,TP2,0.7542,77.17
2023-12-18 09:10:00+00:00,short,16706.1,16719.439913919206,SL,-1.0,-103.24
2023-12-18 10:20:00+00:00,short,16712.1,16724.646156192688,SL,-1.0,-102.21
2023-12-19 10:00:00+00:00,long,16694.9,16700.960216944513,TP1,0.2769,28.02
2023-12-19 10:05:00+00:00,long,16694.9,16694.9,SL,0.0,0.0
