score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
7.038651,4.118367,7.87199,0.648148,0.010252,588.705452,54,2.5,18,10,24,1.0,3,50.0
7.038651,4.118367,7.87199,0.648148,0.010252,588.705452,54,2.5,18,10,24,1.0,4,50.0
7.030895,4.074982,7.550492,0.697674,0.00844,586.362843,43,2.5,18,7,24,1.0,2,50.0
7.030895,4.074982,7.550492,0.697674,0.00844,586.362843,43,2.5,18,7,24,1.0,3,50.0
7.030895,4.074982,7.550492,0.697674,0.00844,586.362843,43,2.5,18,7,24,1.0,4,50.0
6.991679,3.972904,7.291495,0.674419,0.008454,566.002987,43,2.5,18,7,23,1.0,2,50.0
6.991679,3.972904,7.291495,0.674419,0.008454,566.002987,43,2.5,18,7,23,1.0,3,50.0
6.991679,3.972904,7.291495,0.674419,0.008454,566.002987,43,2.5,18,7,23,1.0,4,50.0
6.978846,3.953297,7.637428,0.634615,0.010252,557.542531,52,2.5,18,10,24,1.0,2,50.0
6.963636,3.901596,7.615851,0.653846,0.010252,547.782014,52,2.5,18,10,25,1.0,3,50.0
6.963636,3.901596,7.615851,0.653846,0.010252,547.782014,52,2.5,18,10,25,1.0,4,50.0
6.963636,3.901596,7.615851,0.653846,0.010252,547.782014,52,2.5,18,10,26,1.0,3,50.0
6.963636,3.901596,7.615851,0.653846,0.010252,547.782014,52,2.5,18,10,26,1.0,4,50.0
6.903784,3.736526,7.36618,0.64,0.010252,516.619093,50,2.5,18,10,25,1.0,2,50.0
6.903784,3.736526,7.36618,0.64,0.010252,516.619093,50,2.5,18,10,26,1.0,2,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,25,1.0,2,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,25,1.0,3,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,25,1.0,4,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,26,1.0,2,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,26,1.0,3,50.0
6.868812,3.628035,7.370131,0.66,0.008546,626.26051,50,2.5,18,9,26,1.0,4,50.0
6.847106,3.574589,7.186823,0.64,0.008546,613.524367,50,2.5,18,9,24,1.0,2,50.0
6.847106,3.574589,7.186823,0.64,0.008546,613.524367,50,2.5,18,9,24,1.0,3,50.0
6.847106,3.574589,7.186823,0.64,0.008546,613.524367,50,2.5,18,9,24,1.0,4,50.0
6.798951,3.435099,6.904626,0.644444,0.008531,545.897517,45,2.5,18,8,24,1.0,2,50.0
6.798951,3.435099,6.904626,0.644444,0.008531,545.897517,45,2.5,18,8,24,1.0,3,50.0
6.798951,3.435099,6.904626,0.644444,0.008531,545.897517,45,2.5,18,8,24,1.0,4,50.0
6.786608,3.383341,6.742739,0.682927,0.008531,449.61446,41,2.5,18,7,25,1.0,2,50.0
6.786608,3.383341,6.742739,0.682927,0.008531,449.61446,41,2.5,18,7,25,1.0,3,50.0
6.786608,3.383341,6.742739,0.682927,0.008531,449.61446,41,2.5,18,7,25,1.0,4,50.0
6.709191,3.187984,6.595093,0.622642,0.010344,468.111606,53,2.5,18,10,23,1.0,3,50.0
6.709191,3.187984,6.595093,0.622642,0.010344,468.111606,53,2.5,18,10,23,1.0,4,50.0
6.699447,3.141278,6.373071,0.666667,0.008542,434.553418,42,2.5,18,7,26,1.0,2,50.0
6.699447,3.141278,6.373071,0.666667,0.008542,434.553418,42,2.5,18,7,26,1.0,3,50.0
6.699447,3.141278,6.373071,0.666667,0.008542,434.553418,42,2.5,18,7,26,1.0,4,50.0
6.656444,3.043622,6.32146,0.607843,0.010344,437.225967,51,2.5,18,10,23,1.0,2,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,25,1.0,2,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,25,1.0,3,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,25,1.0,4,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,26,1.0,2,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,26,1.0,3,50.0
6.652425,3.019916,6.245879,0.636364,0.008542,481.60518,44,2.5,18,8,26,1.0,4,50.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,20,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,20,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,20,0.5,4,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,21,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,21,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,12,21,0.5,4,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,13,19,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,13,19,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.011082,588.740342,40,1.5,16,13,19,0.5,4,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,20,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,20,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,20,0.5,4,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,21,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,21,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,12,21,0.5,4,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,13,19,0.5,2,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,13,19,0.5,3,30.0
6.594228,2.890652,6.350888,0.55,0.008371,584.520556,40,2.0,16,13,19,0.5,4,30.0
6.559785,2.792243,6.051725,0.55,0.010567,431.036526,40,2.0,14,12,23,0.5,2,30.0
6.559785,2.792243,6.051725,0.55,0.010567,431.036526,40,2.0,14,12,23,0.5,3,30.0
6.559785,2.792243,6.051725,0.55,0.010567,431.036526,40,2.0,14,12,23,0.5,4,30.0
6.559785,2.792243,6.051725,0.55,0.013976,434.505047,40,1.5,14,12,23,0.5,2,30.0
6.559785,2.792243,6.051725,0.55,0.013976,434.505047,40,1.5,14,12,23,0.5,3,30.0
6.559785,2.792243,6.051725,0.55,0.013976,434.505047,40,1.5,14,12,23,0.5,4,30.0
6.546715,2.7549,5.993366,0.55,0.014313,423.098307,40,1.5,16,12,23,0.5,2,30.0
6.546715,2.7549,5.993366,0.55,0.014313,423.098307,40,1.5,16,12,23,0.5,3,30.0
6.546715,2.7549,5.993366,0.55,0.014313,423.098307,40,1.5,16,12,23,0.5,4,30.0
6.546715,2.7549,5.993366,0.55,0.010822,419.667789,40,2.0,16,12,23,0.5,2,30.0
6.546715,2.7549,5.993366,0.55,0.010822,419.667789,40,2.0,16,12,23,0.5,3,30.0
6.546715,2.7549,5.993366,0.55,0.010822,419.667789,40,2.0,16,12,23,0.5,4,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,12,22,0.5,2,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,12,22,0.5,3,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,12,22,0.5,4,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,13,20,0.5,2,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,13,20,0.5,3,30.0
6.540432,2.736949,5.980862,0.55,0.011082,540.877964,40,1.5,16,13,20,0.5,4,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,12,22,0.5,2,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,12,22,0.5,3,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,12,22,0.5,4,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,13,20,0.5,2,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,13,20,0.5,3,30.0
6.540432,2.736949,5.980862,0.55,0.008371,537.00123,40,2.0,16,13,20,0.5,4,30.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,19,1.0,2,50.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,19,1.0,3,50.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,19,1.0,4,50.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,20,1.0,2,50.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,20,1.0,3,50.0
6.538703,2.690936,5.514838,0.645833,0.008579,516.989876,48,2.5,18,9,20,1.0,4,50.0
6.530669,2.667984,5.446741,0.645833,0.008594,509.081419,48,2.5,18,9,18,1.0,2,50.0
6.530669,2.667984,5.446741,0.645833,0.008594,509.081419,48,2.5,18,9,18,1.0,3,50.0
6.530669,2.667984,5.446741,0.645833,0.008594,509.081419,48,2.5,18,9,18,1.0,4,50.0
6.502369,2.593726,5.018958,0.630435,0.008588,430.497768,46,2.5,18,7,22,1.0,2,50.0
6.502369,2.593726,5.018958,0.630435,0.008588,430.497768,46,2.5,18,7,22,1.0,3,50.0
6.502369,2.593726,5.018958,0.630435,0.008588,430.497768,46,2.5,18,7,22,1.0,4,50.0
6.496874,2.579305,5.245217,0.627451,0.010291,429.613561,51,2.5,18,10,18,1.0,3,50.0
6.496874,2.579305,5.245217,0.627451,0.010291,429.613561,51,2.5,18,10,18,1.0,4,50.0
6.492115,2.564428,5.006882,0.630435,0.008594,429.834897,46,2.5,18,7,21,1.0,2,50.0
6.492115,2.564428,5.006882,0.630435,0.008594,429.834897,46,2.5,18,7,21,1.0,3,50.0
6.492115,2.564428,5.006882,0.630435,0.008594,429.834897,46,2.5,18,7,21,1.0,4,50.0
6.472277,2.547968,5.663306,0.536585,0.008371,542.940144,41,2.0,16,13,18,0.5,2,30.0
6.472277,2.547968,5.663306,0.536585,0.008371,542.940144,41,2.0,16,13,18,0.5,3,30.0
6.472277,2.547968,5.663306,0.536585,0.008371,542.940144,41,2.0,16,13,18,0.5,4,30.0
6.46957,2.507041,5.238964,0.614035,0.010788,441.850587,57,2.5,18,12,23,1.0,3,50.0
6.46957,2.507041,5.238964,0.614035,0.010788,441.850587,57,2.5,18,12,23,1.0,4,50.0
6.456632,2.470075,5.117818,0.614035,0.0108,430.520293,57,2.5,18,13,22,1.0,3,50.0
