score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
6.804755,3.454315,6.479371,0.638298,0.008375,569.275885,47,2.5,18,7,24,1.0,2,50.0
6.804755,3.454315,6.479371,0.638298,0.008375,569.275885,47,2.5,18,7,24,1.0,3,50.0
6.804755,3.454315,6.479371,0.638298,0.008375,569.275885,47,2.5,18,7,24,1.0,4,50.0
6.78165,3.397419,6.329909,0.617021,0.008384,555.493176,47,2.5,18,7,23,1.0,2,50.0
6.78165,3.397419,6.329909,0.617021,0.008384,555.493176,47,2.5,18,7,23,1.0,3,50.0
6.78165,3.397419,6.329909,0.617021,0.008384,555.493176,47,2.5,18,7,23,1.0,4,50.0
6.554266,2.747752,5.381653,0.617021,0.008471,423.106582,47,2.5,18,8,24,1.0,2,50.0
6.554266,2.747752,5.381653,0.617021,0.008471,423.106582,47,2.5,18,8,24,1.0,3,50.0
6.554266,2.747752,5.381653,0.617021,0.008471,423.106582,47,2.5,18,8,24,1.0,4,50.0
6.548651,2.72948,5.417653,0.622222,0.008474,418.53197,45,2.5,18,7,25,1.0,2,50.0
6.548651,2.72948,5.417653,0.622222,0.008474,418.53197,45,2.5,18,7,25,1.0,3,50.0
6.548651,2.72948,5.417653,0.622222,0.008474,418.53197,45,2.5,18,7,25,1.0,4,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,25,1.0,2,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,25,1.0,3,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,25,1.0,4,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,26,1.0,2,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,26,1.0,3,50.0
6.497491,2.591046,5.099338,0.604167,0.008481,407.976782,48,2.5,18,8,26,1.0,4,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,18,1.0,2,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,18,1.0,3,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,18,1.0,4,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,19,1.0,2,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,19,1.0,3,50.0
6.496955,2.574157,5.068086,0.64,0.008427,495.555664,50,2.5,18,7,19,1.0,4,50.0
6.49214,2.573816,5.128539,0.608696,0.008484,403.412749,46,2.5,18,7,26,1.0,2,50.0
6.49214,2.573816,5.128539,0.608696,0.008484,403.412749,46,2.5,18,7,26,1.0,3,50.0
6.49214,2.573816,5.128539,0.608696,0.008484,403.412749,46,2.5,18,7,26,1.0,4,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,24,1.0,2,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,24,1.0,3,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,24,1.0,4,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,25,1.0,2,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,25,1.0,3,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,25,1.0,4,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,26,1.0,2,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,26,1.0,3,50.0
6.441857,2.527974,4.898553,0.583333,0.008485,391.594381,48,2.5,18,9,26,1.0,4,50.0
6.294692,2.375081,4.571378,0.613333,0.011944,490.477593,75,2.5,18,7,24,1.0,2,30.0
6.294692,2.375081,4.571378,0.613333,0.011944,490.477593,75,2.5,18,7,24,1.0,3,30.0
6.294692,2.375081,4.571378,0.613333,0.011944,490.477593,75,2.5,18,7,24,1.0,4,30.0
6.25591,2.333151,4.49632,0.60274,0.011944,475.521825,73,2.5,18,7,23,1.0,2,30.0
6.25591,2.333151,4.49632,0.60274,0.011944,475.521825,73,2.5,18,7,23,1.0,3,30.0
6.25591,2.333151,4.49632,0.60274,0.011944,475.521825,73,2.5,18,7,23,1.0,4,30.0
6.239687,2.299774,4.478757,0.607595,0.014487,395.869093,79,2.5,18,9,24,1.0,2,30.0
6.232412,2.307404,4.446934,0.604938,0.014487,398.193056,81,2.5,18,9,24,1.0,3,30.0
6.232412,2.307404,4.446934,0.604938,0.014487,398.193056,81,2.5,18,9,24,1.0,4,30.0
6.209478,2.290338,4.380366,0.625,0.008484,403.491789,48,2.5,18,7,20,1.0,2,50.0
6.209478,2.290338,4.380366,0.625,0.008484,403.491789,48,2.5,18,7,20,1.0,3,50.0
6.209478,2.290338,4.380366,0.625,0.008484,403.491789,48,2.5,18,7,20,1.0,4,50.0
6.174112,2.248159,4.313376,0.621622,0.011899,437.830568,74,2.5,18,7,25,1.0,2,30.0
6.174112,2.248159,4.313376,0.621622,0.011899,437.830568,74,2.5,18,7,25,1.0,3,30.0
6.174112,2.248159,4.313376,0.621622,0.011899,437.830568,74,2.5,18,7,25,1.0,4,30.0
6.159832,2.239459,4.289272,0.594937,0.01713,319.241225,79,2.5,18,9,25,1.0,2,30.0
6.153453,2.247089,4.260276,0.592593,0.01713,321.206541,81,2.5,18,9,25,1.0,3,30.0
6.153453,2.247089,4.260276,0.592593,0.01713,321.206541,81,2.5,18,9,25,1.0,4,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,24,1.0,3,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,24,1.0,4,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,25,1.0,3,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,25,1.0,4,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,26,1.0,3,30.0
6.118773,2.139705,4.269957,0.592593,0.017461,310.973485,81,2.5,18,10,26,1.0,4,30.0
6.114489,2.218685,4.157748,0.604167,0.008499,380.386154,48,2.5,18,8,21,1.0,2,50.0
