exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2022-09-05 08:05:00+00:00,short,12648.6,12625.186868193181,TP1,0.1852,18.52
2022-09-05 08:20:00+00:00,short,12648.6,12648.6,SL,0.0,0.0
2022-09-06 09:05:00+00:00,long,12822.2,12784.7,REVERSION,-0.7103,-71.16
2022-09-13 08:05:00+00:00,long,13427.2,13431.695594976947,TP1,0.0559,5.56
2022-09-13 08:10:00+00:00,long,13427.2,13449.926169806611,TP2,0.2825,28.1
2022-09-27 12:40:00+00:00,long,12335.0,12331.0,REVERSION,-0.074,-7.39
2022-09-30 13:55:00+00:00,long,12051.2,12090.977525193082,TP1,0.3039,30.31
2022-09-30 14:00:00+00:00,long,12051.2,12051.2,SL,0.0,0.0
2022-10-07 08:30:00+00:00,short,12430.9,12440.6,REVERSION,-0.2071,-20.72
2022-10-20 07:35:00+00:00,short,12669.0,12661.73057980719,TP1,0.0735,7.34
2022-10-20 07:40:00+00:00,short,12669.0,12638.26207590471,TP2,0.3109,31.03
2022-10-20 09:00:00+00:00,short,12658.4,12651.317805613802,TP1,0.07,7.02
2022-10-20 09:05:00+00:00,short,12658.4,12658.4,SL,0.0,0.0
2022-10-27 08:55:00+00:00,long,13164.0,13166.935737067868,TP1,0.0409,4.1
2022-10-27 09:00:00+00:00,long,13164.0,13164.0,SL,0.0,0.0
