exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2021-09-07 12:45:00+00:00,long,15907.9,15899.0,REVERSION,-0.48,-48.0
2021-09-08 13:15:00+00:00,short,15677.6,15685.8,REVERSION,-0.1777,-17.68
2021-09-14 09:15:00+00:00,long,15721.6,15732.645658796542,TP1,0.1713,17.02
2021-09-14 09:40:00+00:00,long,15721.6,15721.6,SL,0.0,0.0
2021-09-17 08:00:00+00:00,long,15745.7,15739.0,REVERSION,-0.1664,-16.55
2021-10-01 15:10:00+00:00,short,15118.0,15172.7,REVERSION,-0.8593,-85.37
2021-10-05 07:25:00+00:00,short,15059.7,15085.5,REVERSION,-0.4962,-48.87
2021-10-05 07:40:00+00:00,short,15062.6,15042.262082191986,TP1,0.1816,17.8
2021-10-05 07:55:00+00:00,short,15062.6,15016.777634989998,TP2,0.4092,40.1
2021-10-07 08:15:00+00:00,long,15157.5,15136.0,REVERSION,-0.4621,-45.56
2021-10-07 10:05:00+00:00,long,15150.2,15161.179509525988,TP1,0.1772,17.39
2021-10-07 10:20:00+00:00,long,15150.2,15150.2,SL,0.0,0.0
2021-10-08 13:05:00+00:00,long,15241.0,15244.175887508043,TP1,0.0395,3.89
2021-10-08 13:10:00+00:00,long,15241.0,15261.05585151635,TP2,0.2497,24.55
2021-10-11 07:35:00+00:00,short,15166.2,15157.466162646544,TP1,0.0849,8.37
2021-10-11 07:40:00+00:00,short,15166.2,15132.122391292949,TP2,0.3311,32.64
2021-10-11 08:55:00+00:00,short,15159.5,15180.0,REVERSION,-0.3813,-37.75
2021-10-14 07:30:00+00:00,long,15338.9,15310.6,REVERSION,-0.738,-72.78
2021-10-19 08:50:00+00:00,short,15479.6,15471.091042167534,TP1,0.1203,11.78
2021-10-19 09:20:00+00:00,short,15479.6,15478.2,REVERSION,0.0198,1.94
2021-10-20 11:00:00+00:00,long,15530.0,15532.3,REVERSION,0.1051,10.31
2021-10-26 07:30:00+00:00,long,15668.1,15669.529194653524,TP1,0.0213,2.09
2021-10-26 07:35:00+00:00,long,15668.1,15678.459304316726,TP2,0.1544,15.15
2021-10-28 09:40:00+00:00,short,15676.7,15687.0,REVERSION,-0.3513,-34.53
2021-11-03 08:20:00+00:00,long,15954.6,15955.501713481954,TP1,0.0181,1.77
2021-11-03 08:25:00+00:00,long,15954.6,15954.6,SL,0.0,0.0
2021-11-03 08:40:00+00:00,long,15946.9,15944.4,REVERSION,-0.0874,-8.56
