exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2022-07-08 08:15:00+00:00,long,12837.6,12824.1,REVERSION,-0.333,-33.3
2022-07-11 13:15:00+00:00,short,12877.7,12880.2,REVERSION,-0.0726,-7.23
2022-07-14 07:50:00+00:00,short,12747.7,12730.860549212548,TP1,0.1614,16.08
2022-07-14 08:15:00+00:00,short,12747.7,12747.7,SL,0.0,0.0
2022-07-20 10:00:00+00:00,long,13362.7,13328.8,REVERSION,-0.6482,-64.66
2022-07-29 07:45:00+00:00,long,13374.7,13361.7,REVERSION,-0.3044,-30.17
2022-07-29 08:15:00+00:00,long,13375.8,13383.928249584233,TP1,0.0962,9.51
2022-07-29 08:25:00+00:00,long,13375.8,13397.804721313469,TP2,0.2605,25.74
2022-08-05 07:20:00+00:00,short,13661.9,13666.1,REVERSION,-0.2098,-20.81
2022-08-29 09:10:00+00:00,short,12786.6,12797.0,REVERSION,-0.1743,-17.24
2022-08-29 09:45:00+00:00,short,12782.8,12760.575430822182,TP1,0.198,19.56
2022-08-29 09:50:00+00:00,short,12782.8,12782.8,SL,0.0,0.0
