score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
6.142857,2.205596,4.260671,0.617978,0.01383,485.319381,89,2.5,18,9,23,1.0,4,30.0
6.020265,2.086927,3.993914,0.611111,0.013871,461.040648,90,2.5,18,9,24,1.0,4,30.0
6.000757,2.084132,3.933105,0.609195,0.013919,433.624755,87,2.5,18,9,23,1.0,3,30.0
5.968688,2.006996,3.917428,0.606742,0.016747,364.366359,89,2.5,18,10,24,1.0,3,30.0
5.968688,2.006996,3.917428,0.606742,0.016747,364.366359,89,2.5,18,10,24,1.0,4,30.0
5.956549,2.041697,3.839849,0.6,0.016403,373.66589,90,2.5,18,9,25,1.0,4,30.0
5.910677,1.999432,3.735117,0.602273,0.016403,358.504833,88,2.5,18,9,26,1.0,4,30.0
5.880342,1.971999,3.666005,0.602273,0.013961,409.639604,88,2.5,18,9,24,1.0,3,30.0
5.865402,1.941494,3.650604,0.604651,0.013953,413.099465,86,2.5,18,9,21,1.0,4,30.0
5.855975,1.943836,3.617639,0.602273,0.013953,414.127133,88,2.5,18,9,22,1.0,4,30.0
5.825493,1.889414,3.581746,0.597826,0.016799,344.012718,92,2.5,18,10,25,1.0,3,30.0
5.825493,1.889414,3.581746,0.597826,0.016799,344.012718,92,2.5,18,10,25,1.0,4,30.0
5.816647,1.924737,3.513667,0.592593,0.014033,366.85715,81,2.5,18,9,23,1.0,2,30.0
5.815305,1.926769,3.507666,0.590909,0.016509,330.301696,88,2.5,18,9,25,1.0,3,30.0
5.814278,1.895821,3.522617,0.626374,0.013959,410.946422,91,2.5,18,8,26,1.0,4,30.0
5.811816,1.878444,3.548954,0.597826,0.01681,339.537686,92,2.5,18,10,26,1.0,3,30.0
5.811816,1.878444,3.548954,0.597826,0.01681,339.537686,92,2.5,18,10,26,1.0,4,30.0
5.802936,1.903882,3.492079,0.593023,0.017991,302.755093,86,2.5,18,10,21,1.0,4,30.0
5.770181,1.818533,3.49828,0.561404,0.017089,329.997912,57,1.5,10,8,26,0.5,2,30.0
5.770073,1.868515,3.422557,0.595506,0.01798,306.371586,89,2.5,18,10,22,1.0,4,30.0
5.767213,1.884503,3.395611,0.593023,0.016509,315.238156,86,2.5,18,9,26,1.0,3,30.0
5.750743,1.854757,3.374175,0.595506,0.016441,329.741603,89,2.5,18,10,23,1.0,4,30.0
5.722985,1.831041,3.309449,0.595238,0.014044,362.277128,84,2.5,18,9,21,1.0,3,30.0
5.71753,1.805354,3.323672,0.590361,0.016939,288.097863,83,2.5,18,10,24,1.0,2,30.0
5.714666,1.833384,3.280096,0.593023,0.014044,363.298147,86,2.5,18,9,22,1.0,3,30.0
5.698056,1.82118,3.242794,0.585366,0.014076,343.249951,82,2.5,18,9,24,1.0,2,30.0
5.676277,1.790219,3.190012,0.617978,0.01405,360.156453,89,2.5,18,8,26,1.0,3,30.0
5.657597,1.791669,3.143376,0.583333,0.018108,263.458649,84,2.5,18,10,21,1.0,3,30.0
5.643888,1.734606,3.175217,0.561404,0.015396,258.474643,57,2.0,10,8,26,0.5,2,30.0
5.630334,1.77595,3.075919,0.573171,0.016645,274.289412,82,2.5,18,9,25,1.0,2,30.0
5.629621,1.761903,3.083414,0.586207,0.018097,267.030811,87,2.5,18,10,22,1.0,3,30.0
5.620442,1.741137,3.076028,0.588235,0.018087,269.672436,85,2.5,18,10,20,1.0,4,30.0
5.609796,1.748144,3.033384,0.586207,0.016548,286.752578,87,2.5,18,10,23,1.0,3,30.0
5.599913,1.692292,3.085976,0.545455,0.017174,282.521765,55,1.5,12,8,26,0.5,2,30.0
5.597454,1.691005,3.088851,0.526316,0.017168,299.773581,57,1.5,10,9,23,0.5,2,30.0
5.580381,1.701361,2.992318,0.581395,0.016992,268.188244,86,2.5,18,10,25,1.0,2,30.0
5.578947,1.733684,2.953025,0.575,0.016645,259.348986,80,2.5,18,9,26,1.0,2,30.0
5.56995,1.70669,2.951704,0.580645,0.016767,290.745191,93,2.5,18,11,22,1.0,3,30.0
5.56995,1.70669,2.951704,0.580645,0.016767,290.745191,93,2.5,18,11,22,1.0,4,30.0
5.56995,1.70669,2.951704,0.580645,0.016767,290.745191,93,2.5,18,11,23,1.0,3,30.0
5.56995,1.70669,2.951704,0.580645,0.016767,290.745191,93,2.5,18,11,23,1.0,4,30.0
5.565581,1.690391,2.955782,0.581395,0.017004,263.811187,86,2.5,18,10,26,1.0,2,30.0
5.541645,1.648833,2.952019,0.526316,0.017199,288.157819,57,1.5,10,9,24,0.5,2,30.0
5.53994,1.647513,2.947876,0.526316,0.0172,287.785205,57,1.5,10,9,22,0.5,2,30.0
5.5365,1.686097,2.866091,0.576923,0.01416,296.632331,78,2.5,18,9,21,1.0,2,30.0
5.531863,1.687044,2.843549,0.588889,0.014059,348.034541,90,2.5,18,9,20,1.0,4,30.0
5.529248,1.688439,2.840148,0.575,0.01416,297.644955,80,2.5,18,9,22,1.0,2,30.0
5.527152,1.678455,2.821198,0.622222,0.014073,347.493195,90,2.5,18,8,24,1.0,4,30.0
5.526822,1.674014,2.831512,0.609756,0.014154,300.84494,82,2.5,18,8,26,1.0,2,30.0
5.523787,1.631474,2.902467,0.546875,0.019887,260.788458,64,1.5,10,8,26,0.5,4,30.0
5.523698,1.631627,2.9035,0.54386,0.017221,280.166875,57,1.5,10,8,25,0.5,2,30.0
5.507848,1.659959,2.804595,0.569892,0.016797,276.040511,93,2.5,18,12,21,1.0,3,30.0
5.507848,1.659959,2.804595,0.569892,0.016797,276.040511,93,2.5,18,12,21,1.0,4,30.0
5.505084,1.66915,2.77516,0.588889,0.014059,338.970124,90,2.5,18,9,19,1.0,4,30.0
5.483517,1.618566,2.793572,0.526316,0.01545,233.648774,57,2.0,10,9,23,0.5,2,30.0
5.478779,1.615459,2.771834,0.545455,0.015403,220.011585,55,2.0,12,8,26,0.5,2,30.0
5.477034,1.638388,2.722836,0.578313,0.018205,230.77917,83,2.5,18,10,20,1.0,3,30.0
5.471918,1.63186,2.717611,0.569892,0.016817,268.526929,93,2.5,18,13,19,1.0,3,30.0
5.471918,1.63186,2.717611,0.569892,0.016817,268.526929,93,2.5,18,13,19,1.0,4,30.0
5.469382,1.634112,2.683785,0.615385,0.014099,332.964915,91,2.5,18,8,25,1.0,4,30.0
5.468799,1.590736,2.765944,0.548387,0.019887,243.964299,62,1.5,10,8,26,0.5,3,30.0
5.465873,1.644414,2.68571,0.564103,0.018423,210.780601,78,2.5,18,10,21,1.0,2,30.0
5.45975,1.589549,2.749453,0.52381,0.017278,289.041968,63,1.5,10,9,23,0.5,4,30.0
5.45397,1.625959,2.642797,0.613636,0.014124,319.434863,88,2.5,18,8,23,1.0,4,30.0
5.444314,1.621997,2.638101,0.567901,0.018412,214.264042,81,2.5,18,10,22,1.0,2,30.0
5.438191,1.610126,2.629031,0.572917,0.016831,265.933287,96,2.5,18,11,25,1.0,3,30.0
5.438191,1.610126,2.629031,0.572917,0.016831,265.933287,96,2.5,18,11,25,1.0,4,30.0
