score,profit_factor,sharpe_ratio,win_rate,max_drawdown,recovery_factor,total_trades,atr_multiplier,atr_period,ema_fast,ema_slow,max_entry_dist_atr,max_trades_per_day,min_body_pct
5.071739,1.37576,1.709021,0.516779,0.016589,217.475631,149,2.5,12,9,22,1.5,3,30.0
5.061497,1.372122,1.682546,0.509934,0.016595,215.297734,151,2.5,12,9,24,1.5,3,30.0
5.037518,1.35583,1.621557,0.510067,0.016619,205.564343,149,2.5,12,9,23,1.5,3,30.0
5.024054,1.358648,1.561299,0.534247,0.022035,151.870547,146,2.5,12,13,26,1.5,2,30.0
5.015067,1.344307,1.560231,0.509934,0.018493,182.453632,151,2.5,12,9,25,1.5,3,30.0
4.994237,1.32378,1.514812,0.509804,0.016628,197.428734,153,2.5,12,9,22,1.5,4,30.0
4.986088,1.325154,1.485912,0.510067,0.018526,171.995141,149,2.5,12,9,26,1.5,3,30.0
4.984652,1.320335,1.490171,0.503226,0.016633,195.262279,155,2.5,12,9,24,1.5,4,30.0
4.961011,1.304907,1.429345,0.503268,0.016658,185.580115,153,2.5,12,9,23,1.5,4,30.0
4.939285,1.304687,1.344926,0.527778,0.02604,113.878523,144,2.5,12,13,20,1.5,2,30.0
