exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2021-07-06 09:00:00+00:00,short,15588.9,15596.4,REVERSION,-0.1566,-15.66
2021-07-12 09:10:00+00:00,long,15684.1,15673.1,REVERSION,-0.2748,-27.44
2021-07-12 10:00:00+00:00,long,15681.6,15669.1,REVERSION,-0.3446,-34.31
2021-07-13 08:55:00+00:00,long,15789.8,15781.3,REVERSION,-0.3212,-31.88
2021-07-15 08:40:00+00:00,short,15702.7,15689.739768468042,TP1,0.1327,13.12
2021-07-15 08:45:00+00:00,short,15702.7,15702.7,SL,0.0,0.0
2021-07-20 14:20:00+00:00,long,15211.6,15242.067735236174,TP1,0.2916,28.88
2021-07-20 14:30:00+00:00,long,15211.6,15211.6,SL,0.0,0.0
2021-07-27 14:20:00+00:00,short,15518.4,15537.9,REVERSION,-0.4613,-45.82
2021-08-05 12:15:00+00:00,long,15702.1,15714.94648791418,TP1,0.3142,31.06
2021-08-05 12:25:00+00:00,long,15702.1,15728.736995479785,TP2,0.6514,64.41
2021-08-09 08:20:00+00:00,long,15755.2,15748.7,REVERSION,-0.218,-21.76
2021-08-24 08:35:00+00:00,long,15897.8,15885.7,REVERSION,-0.3954,-39.39
