exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2022-11-16 11:05:00+00:00,short,14278.7,14238.642091492487,TP1,0.4912,49.12
2022-11-16 11:25:00+00:00,short,14278.7,14262.2,REVERSION,0.2023,20.23
2022-12-06 09:25:00+00:00,long,14456.3,14457.698715129214,TP1,0.0166,1.68
2022-12-06 09:30:00+00:00,long,14456.3,14456.3,SL,0.0,0.0
2022-12-09 10:00:00+00:00,short,14285.3,14301.8,REVERSION,-0.5227,-52.64
2022-12-12 09:20:00+00:00,short,14291.2,14302.5,REVERSION,-0.3558,-35.65
2022-12-12 14:35:00+00:00,short,14304.6,14288.60623531278,TP1,0.2912,29.07
2022-12-12 14:45:00+00:00,short,14304.6,14304.6,SL,0.0,0.0
2022-12-13 10:15:00+00:00,long,14356.2,14355.41237742628,TP1,-0.0087,-0.87
2022-12-13 10:20:00+00:00,long,14356.2,14371.260210956692,TP2,0.1661,16.63
2022-12-27 10:25:00+00:00,long,14035.1,14039.687076944057,TP1,0.0666,6.68
2022-12-27 10:30:00+00:00,long,14035.1,14035.1,SL,0.0,0.0
2022-12-27 10:50:00+00:00,long,14034.6,14040.582561948868,TP1,0.089,8.93
2022-12-27 11:30:00+00:00,long,14034.6,14039.1,REVERSION,0.0669,6.71
