exit_time,direction,entry_price,exit_price,exit_type,pnl_r,pnl_gbp
2024-09-04 12:20:00+00:00,short,18588.7,18597.2,REVERSION,-0.2225,-22.25
2024-09-04 13:35:00+00:00,short,18576.7,18613.35287121058,SL,-1.0,-99.78
2024-09-13 09:40:00+00:00,long,18598.3,18614.610672854295,TP1,0.1967,19.43
2024-09-13 09:50:00+00:00,long,18598.3,18598.3,SL,0.0,0.0
2024-09-18 07:45:00+00:00,long,18730.7,18733.533724117267,TP1,0.0477,4.73
2024-09-18 07:50:00+00:00,long,18730.7,18730.7,SL,0.0,0.0
2024-09-24 13:25:00+00:00,long,18958.7,18942.2,REVERSION,-0.4244,-42.02
2024-09-24 14:15:00+00:00,long,18957.2,18937.2,REVERSION,-0.3857,-38.03
2024-09-25 14:20:00+00:00,short,18908.1,18910.1,REVERSION,-0.0468,-4.59
2024-09-25 14:35:00+00:00,short,18902.1,18916.6,REVERSION,-0.3589,-35.24
2024-09-27 07:55:00+00:00,long,19276.9,19282.616792553832,TP1,0.078,7.63
2024-09-27 08:00:00+00:00,long,19276.9,19276.9,SL,0.0,0.0
2024-10-03 13:15:00+00:00,short,19039.2,19048.2,REVERSION,-0.2292,-22.44
2024-10-15 12:25:00+00:00,long,19584.5,19575.0,REVERSION,-0.2969,-29.0
2024-10-16 08:30:00+00:00,short,19455.9,19457.97606753608,TP1,-0.0228,-2.22
2024-10-16 08:35:00+00:00,short,19455.9,19455.9,SL,0.0,0.0
2024-10-23 07:40:00+00:00,short,19432.2,19425.40587265629,TP1,0.0839,8.16
2024-10-23 07:45:00+00:00,short,19432.2,19408.502759368803,TP2,0.2925,28.48
2024-10-28 13:10:00+00:00,long,19492.9,19466.4,REVERSION,-0.6428,-62.82
