date,direction,range_size_pip,entry_price,stop_loss,take_profit,result,r_outcome,pnl_gbp,spread_cost,reentry_flag,bst_flag,week_balance,sl_method,sl_param,spread_pips,max_range_pip,kill_time,day_of_week,month
2026-05-26,N/A,2.72,0.000,0.000,0.000,SKIPPED,0.000,0.00,0.00,False,True,6608.95,A,3,3,10,07:00,Tuesday,May
2026-05-27,N/A,2.41,0.000,0.000,0.000,SKIPPED,0.000,0.00,0.00,False,True,6608.95,A,3,3,10,07:00,Wednesday,May
2026-05-28,LONG,3.37,4383.010,4373.570,4401.890,WIN,2.000,168.22,31.78,False,True,6608.95,A,3,3,10,07:00,Thursday,May
2026-05-29,N/A,1.33,0.000,0.000,0.000,SKIPPED,0.000,0.00,0.00,False,True,6608.95,A,3,3,10,07:00,Friday,May
2026-06-01,SHORT,3.17,4518.620,4526.510,4502.840,WIN,2.000,161.98,38.02,False,True,6939.14,A,3,3,10,07:00,Monday,June
2026-06-02,LONG,5.13,4524.580,4513.680,4546.380,TIMEOUT,0.783,50.83,27.52,False,True,6939.14,A,3,3,10,07:00,Tuesday,June
2026-06-03,SHORT,3.24,4462.390,4472.750,4441.670,WIN,2.000,171.04,28.96,False,True,6939.14,A,3,3,10,07:00,Wednesday,June
2026-06-04,LONG,3.27,4474.380,4467.960,4487.220,LOSS,-1.000,-146.73,46.73,False,True,6939.14,A,3,3,10,07:00,Thursday,June
2026-06-04,SHORT,3.27,4469.270,4477.230,4453.350,TIMEOUT,-0.552,-92.84,37.69,True,True,6939.14,A,3,3,10,07:00,Thursday,June
2026-06-05,N/A,1.82,0.000,0.000,0.000,SKIPPED,0.000,0.00,0.00,False,True,6939.14,A,3,3,10,07:00,Friday,June
2026-06-08,SHORT,4.15,4303.410,4316.210,4277.810,WIN,2.000,176.56,23.44,False,True,7098.01,A,3,3,10,07:00,Monday,June
2026-06-09,N/A,1.63,0.000,0.000,0.000,SKIPPED,0.000,0.00,0.00,False,True,7098.01,A,3,3,10,07:00,Tuesday,June
2026-06-10,LONG,7.57,4189.630,4176.760,4215.370,WIN,2.000,176.69,23.31,False,True,7098.01,A,3,3,10,07:00,Wednesday,June
2026-06-11,LONG,7.29,4083.510,4069.770,4110.990,WIN,2.000,178.17,21.83,False,True,7098.01,A,3,3,10,07:00,Thursday,June
2026-06-12,SHORT,3.62,4185.800,4192.640,4172.120,WIN,2.000,156.14,43.86,False,True,7098.01,A,3,3,10,07:00,Friday,June
2026-06-15,SHORT,3.47,4327.820,4335.050,4313.360,WIN,2.000,158.51,41.49,False,True,7767.51,A,3,3,10,07:00,Monday,June
2026-06-16,LONG,3.04,4327.900,4321.490,4340.720,LOSS,-1.000,-146.80,46.80,False,True,7767.51,A,3,3,10,07:00,Tuesday,June
