date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2024-03-19,LONG,2024-03-19 10:00:00-04:00,38876.7,38826.7,38976.7,50,100.0,TP,38976.7,100.0,2.0,15,75,-23.0,102.0,147.0,1618,1.582,0.862,1.018,1876.2,1
2024-03-20,LONG,2024-03-20 10:25:00-04:00,39153.8,39103.8,39253.8,50,100.0,SL,39103.8,-50.0,-1.0,38,190,-51.7,36.3,108.5,1258,1.416,0.915,0.816,1374.3,2
2024-03-21,LONG,2024-03-21 10:00:00-04:00,39777.8,39727.8,39877.8,50,100.0,TP,39877.8,100.0,2.0,5,25,-5.5,101.7,98.0,1646,1.791,0.911,1.2,1807.0,3
2024-03-22,SHORT,2024-03-22 10:00:00-04:00,39731.5,39781.5,39631.5,50,100.0,TP,39631.5,100.0,2.0,8,40,-13.2,106.5,113.8,1534,1.742,0.897,1.162,1711.0,4
2024-03-25,SHORT,2024-03-25 10:05:00-04:00,39372.3,39422.3,39272.3,50,100.0,TIMEOUT,39310.1,62.2,1.244,71,355,-35.0,71.0,97.0,1296,1.513,0.757,0.698,1712.0,0
2024-03-26,SHORT,2024-03-26 10:00:00-04:00,39326.7,39376.7,39226.7,50,100.0,SL,39376.7,-50.0,-1.0,4,20,-58.0,0.0,104.7,1512,1.65,0.944,1.206,1601.7,1
2024-03-27,LONG,2024-03-27 10:00:00-04:00,39561.9,39511.9,39661.9,50,100.0,SL,39511.9,-50.0,-1.0,4,20,-67.7,4.8,103.5,1740,2.121,1.038,1.596,1675.5,2
2024-04-01,SHORT,2024-04-01 10:00:00-04:00,39627.9,39677.9,39527.9,50,100.0,TP,39527.9,100.0,2.0,22,110,-35.0,115.5,212.0,1742,2.038,1.06,1.567,1643.7,0
2024-04-02,SHORT,2024-04-02 10:00:00-04:00,39148.8,39198.8,39048.8,50,100.0,TP,39048.8,100.0,2.0,44,220,-41.0,104.0,278.0,1998,1.753,1.029,1.54,1941.7,1
2024-04-03,LONG,2024-04-03 10:00:00-04:00,39274.4,39224.4,39374.4,50,100.0,SL,39224.4,-50.0,-1.0,2,10,-51.8,22.0,92.5,1980,2.016,1.196,2.126,1655.3,2
2024-04-09,SHORT,2024-04-09 10:00:00-04:00,38833.9,38883.9,38733.9,50,100.0,SL,38883.9,-50.0,-1.0,3,15,-67.5,2.5,132.0,1840,1.803,0.929,1.278,1981.3,1
2024-04-11,SHORT,2024-04-11 10:15:00-04:00,38208.8,38258.8,38108.8,50,100.0,SL,38258.8,-50.0,-1.0,5,25,-53.5,26.0,293.5,2034,1.244,1.084,1.139,1876.3,3
2024-04-18,LONG,2024-04-18 10:05:00-04:00,37949.1,37899.1,38049.1,50,100.0,TP,38049.1,100.0,2.0,14,70,-29.5,117.5,165.5,2007,1.42,0.989,1.235,2029.2,3
2024-04-19,LONG,2024-04-19 10:00:00-04:00,37936.0,37886.0,38036.0,50,100.0,SL,37886.0,-50.0,-1.0,3,15,-56.5,39.0,281.0,2108,1.566,1.02,1.503,2067.2,4
2024-04-23,LONG,2024-04-23 10:00:00-04:00,38392.5,38342.5,38492.5,50,100.0,TP,38492.5,100.0,2.0,11,55,-46.5,117.2,139.5,1989,1.91,1.059,1.691,1877.3,1
2024-04-25,SHORT,2024-04-25 10:00:00-04:00,37744.9,37794.9,37644.9,50,100.0,SL,37794.9,-50.0,-1.0,3,15,-70.2,4.3,478.0,2018,1.279,0.955,0.903,2113.3,3
2024-04-26,LONG,2024-04-26 10:00:00-04:00,38268.4,38218.4,38368.4,50,100.0,SL,38218.4,-50.0,-1.0,1,5,-53.0,12.0,224.2,1966,1.223,0.988,0.796,1989.2,4
2024-04-29,LONG,2024-04-29 10:10:00-04:00,38349.5,38299.5,38449.5,50,100.0,SL,38299.5,-50.0,-1.0,7,35,-73.0,24.5,75.2,1504,1.556,0.811,0.77,1855.0,0
2024-04-30,SHORT,2024-04-30 10:00:00-04:00,38171.5,38221.5,38071.5,50,100.0,SL,38221.5,-50.0,-1.0,3,15,-81.5,0.0,200.3,1880,1.57,1.139,1.325,1650.2,1
2024-05-01,LONG,2024-05-01 10:05:00-04:00,37855.1,37805.1,37955.1,50,100.0,TP,37955.1,100.0,2.0,41,205,-28.2,103.5,138.5,1538,1.573,1.069,1.217,1439.2,2
2024-05-02,SHORT,2024-05-02 10:00:00-04:00,37969.2,38019.2,37869.2,50,100.0,SL,38019.2,-50.0,-1.0,4,20,-69.8,98.7,149.5,1792,1.474,0.93,1.112,1926.7,3
2024-05-07,LONG,2024-05-07 10:05:00-04:00,38958.4,38908.4,39058.4,50,100.0,SL,38908.4,-50.0,-1.0,22,110,-52.0,31.0,91.8,1092,1.599,0.901,0.991,1212.5,1
2024-05-09,LONG,2024-05-09 10:00:00-04:00,39132.5,39082.5,39232.5,50,100.0,TP,39232.5,100.0,2.0,6,30,-3.7,103.3,76.8,1524,1.495,0.89,1.01,1712.0,3
