date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2025-06-20,SHORT,2025-06-20 10:45:00-04:00,21627.4,21677.4,21527.4,50,100.0,SL,21677.4,-50.0,-1.0,10,50,-65.7,76.5,242.8,2278,1.166,1.006,0.686,2263.3,4
2025-06-23,LONG,2025-06-23 10:00:00-04:00,21740.1,21690.1,21840.1,50,100.0,SL,21690.1,-50.0,-1.0,28,140,-71.9,61.0,168.0,2194,1.583,0.994,1.413,2208.3,0
2025-06-24,LONG,2025-06-24 11:45:00-04:00,22173.0,22123.0,22273.0,50,100.0,TIMEOUT,22186.6,13.6,0.272,51,255,-29.0,61.1,128.9,1378,0.85,0.618,-0.979,2228.0,1
2025-06-25,LONG,2025-06-25 10:40:00-04:00,22301.9,22251.9,22401.9,50,100.0,SL,22251.9,-50.0,-1.0,4,20,-52.5,11.2,105.2,1806,1.057,0.826,0.163,2186.7,2
2025-06-26,LONG,2025-06-26 11:05:00-04:00,22376.8,22326.8,22476.8,50,100.0,TP,22476.8,100.0,2.0,39,195,-33.3,101.4,63.9,1370,0.735,0.615,-1.523,2226.0,3
2025-06-27,LONG,2025-06-27 10:00:00-04:00,22588.4,22538.4,22688.4,50,100.0,SL,22538.4,-50.0,-1.0,44,220,-66.0,26.5,82.5,1938,1.454,0.944,1.179,2053.3,4
2025-06-30,SHORT,2025-06-30 10:00:00-04:00,22634.5,22684.5,22534.5,50,100.0,SL,22684.5,-50.0,-1.0,64,320,-50.2,50.7,64.9,2048,1.67,0.936,1.28,2189.0,0
2025-07-01,SHORT,2025-07-01 10:30:00-04:00,22543.4,22593.4,22443.4,50,100.0,TP,22443.4,100.0,2.0,7,35,-17.3,113.0,108.8,2110,1.308,1.012,0.9,2085.7,1
2025-07-02,LONG,2025-07-02 10:25:00-04:00,22596.4,22546.4,22696.4,50,100.0,TIMEOUT,22640.4,44.0,0.88,67,335,-16.7,63.0,191.4,1068,1.051,0.881,0.331,1212.7,2
2025-07-03,LONG,2025-07-03 10:00:00-04:00,22846.0,22796.0,22946.0,50,100.0,TIMEOUT,22866.2,20.2,0.404,38,190,-9.8,61.8,107.5,1116,1.209,0.961,0.973,1161.3,3
2025-07-07,SHORT,2025-07-07 10:50:00-04:00,22727.1,22777.1,22627.1,50,100.0,SL,22777.1,-50.0,-1.0,17,85,-51.0,25.0,92.3,1074,1.015,0.895,0.096,1200.0,0
2025-07-08,SHORT,2025-07-08 10:00:00-04:00,22717.7,22767.7,22617.7,50,100.0,SL,22767.7,-50.0,-1.0,28,140,-50.7,54.9,65.0,1214,1.546,1.039,1.631,1168.7,1
2025-07-09,LONG,2025-07-09 10:00:00-04:00,22913.8,22863.8,23013.8,50,100.0,SL,22863.8,-50.0,-1.0,5,25,-52.5,13.3,102.8,1126,1.477,0.987,1.377,1141.0,2
2025-07-10,SHORT,2025-07-10 10:00:00-04:00,22747.3,22797.3,22647.3,50,100.0,SL,22797.3,-50.0,-1.0,8,40,-58.5,18.0,94.6,1244,1.473,1.029,1.624,1209.3,3
2025-07-11,LONG,2025-07-11 10:10:00-04:00,22808.4,22758.4,22908.4,50,100.0,SL,22758.4,-50.0,-1.0,12,60,-61.1,27.0,115.3,1112,1.219,0.927,0.861,1200.0,4
2025-07-14,LONG,2025-07-14 10:10:00-04:00,22783.2,22733.2,22883.2,50,100.0,TP,22883.2,100.0,2.0,34,170,-21.0,100.5,138.6,1136,1.311,0.909,0.874,1249.7,0
2025-07-15,SHORT,2025-07-15 10:50:00-04:00,22964.1,23014.1,22864.1,50,100.0,SL,23014.1,-50.0,-1.0,11,55,-57.5,26.7,86.5,1190,1.091,0.962,0.537,1236.7,1
2025-07-16,SHORT,2025-07-16 11:20:00-04:00,22760.6,22810.6,22660.6,50,100.0,SL,22810.6,-50.0,-1.0,1,5,-74.0,3.0,154.2,1252,1.08,1.012,1.543,1236.7,2
2025-07-17,LONG,2025-07-17 10:00:00-04:00,23019.7,22969.7,23119.7,50,100.0,SL,22969.7,-50.0,-1.0,4,20,-57.1,1.2,84.9,1098,1.246,0.941,1.049,1167.0,3
2025-07-18,SHORT,2025-07-18 10:00:00-04:00,23097.5,23147.5,22997.5,50,100.0,TIMEOUT,23073.2,24.3,0.486,72,360,-8.5,74.0,68.9,1164,1.512,1.014,1.429,1148.0,4
2025-07-21,LONG,2025-07-21 10:00:00-04:00,23252.2,23202.2,23352.2,50,100.0,SL,23202.2,-50.0,-1.0,69,345,-53.3,30.1,84.4,1080,1.524,0.966,1.274,1118.0,0
2025-07-22,SHORT,2025-07-22 10:00:00-04:00,22994.6,23044.6,22894.6,50,100.0,SL,23044.6,-50.0,-1.0,2,10,-53.3,0.2,77.9,1306,1.709,1.05,1.686,1243.7,1
2025-07-23,SHORT,2025-07-23 10:00:00-04:00,23024.3,23074.3,22924.3,50,100.0,SL,23074.3,-50.0,-1.0,12,60,-56.5,13.0,52.0,1176,1.427,0.978,1.355,1203.0,2
2025-07-24,SHORT,2025-07-24 10:10:00-04:00,23179.9,23229.9,23079.9,50,100.0,SL,23229.9,-50.0,-1.0,7,35,-51.3,11.2,74.9,1200,1.282,1.017,1.304,1180.0,3
2025-07-25,LONG,2025-07-25 10:05:00-04:00,23271.8,23221.8,23371.8,50,100.0,TIMEOUT,23291.5,19.7,0.394,71,355,-11.5,73.7,46.8,1040,1.332,0.918,0.877,1133.3,4
2025-07-28,SHORT,2025-07-28 11:15:00-04:00,23338.5,23388.5,23238.5,50,100.0,TIMEOUT,23380.2,-41.7,-0.834,57,285,-47.5,22.8,98.3,956,0.951,0.824,-0.5,1160.0,0
2025-07-29,SHORT,2025-07-29 10:50:00-04:00,23408.2,23458.2,23308.2,50,100.0,TP,23308.2,100.0,2.0,57,285,-14.9,104.9,68.3,1092,1.109,0.958,0.504,1140.0,1
2025-07-30,LONG,2025-07-30 10:50:00-04:00,23416.0,23366.0,23516.0,50,100.0,SL,23366.0,-50.0,-1.0,4,20,-54.8,8.7,57.6,920,0.945,0.792,-0.27,1162.3,2
2025-07-31,SHORT,2025-07-31 10:00:00-04:00,23556.2,23606.2,23456.2,50,100.0,TP,23456.2,100.0,2.0,10,50,-28.0,112.2,101.2,1188,1.297,0.946,1.126,1255.3,3
2025-08-01,SHORT,2025-08-01 10:00:00-04:00,22746.6,22796.6,22646.6,50,100.0,SL,22796.6,-50.0,-1.0,2,10,-68.7,24.5,246.5,1274,1.158,1.004,1.142,1268.3,4
2025-08-04,LONG,2025-08-04 10:00:00-04:00,23144.2,23094.2,23244.2,50,100.0,SL,23094.2,-50.0,-1.0,11,55,-53.0,13.1,118.3,1176,1.451,0.983,1.416,1196.3,0
2025-08-05,SHORT,2025-08-05 10:15:00-04:00,23208.2,23258.2,23108.2,50,100.0,TP,23108.2,100.0,2.0,5,25,0.0,131.5,90.0,1210,1.313,1.028,1.124,1176.7,1
2025-08-06,LONG,2025-08-06 10:00:00-04:00,23170.2,23120.2,23270.2,50,100.0,SL,23120.2,-50.0,-1.0,3,15,-62.9,15.6,118.9,1194,1.365,0.945,1.224,1263.0,2
2025-08-07,LONG,2025-08-07 10:00:00-04:00,23543.1,23493.1,23643.1,50,100.0,SL,23493.1,-50.0,-1.0,2,10,-58.0,16.1,165.2,1240,1.396,0.993,1.447,1248.7,3
2025-08-08,LONG,2025-08-08 10:00:00-04:00,23556.1,23506.1,23656.1,50,100.0,TIMEOUT,23638.5,82.4,1.648,72,360,-37.5,86.2,63.3,1094,1.309,0.928,1.093,1178.3,4
