date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2025-12-31,SHORT,2025-12-31 10:00:00-05:00,48234.8,48295.61,48113.17,60.81,121.63,TIMEOUT,48155.7,79.1,1.301,58,290,-54.0,85.1,68.5,1142,1.657,0.962,1.355,1186.7,2
2026-01-02,SHORT,2026-01-02 10:00:00-05:00,48104.7,48229.17,47855.76,124.47,248.94,SL,48229.17,-124.47,-1.0,16,80,-129.2,237.0,72.2,1216,1.573,0.966,1.354,1258.7,4
2026-01-05,LONG,2026-01-05 10:00:00-05:00,48964.3,48816.47,49259.96,147.83,295.66,TIMEOUT,48981.5,17.2,0.116,72,360,-48.4,242.5,166.4,1274,1.418,0.998,1.433,1276.0,0
2026-01-06,LONG,2026-01-06 10:00:00-05:00,49105.9,49003.8,49310.1,102.1,204.2,TP,49310.1,204.2,2.0,27,135,-53.3,215.9,62.8,1207,1.47,0.969,1.302,1245.7,1
2026-01-07,SHORT,2026-01-07 10:00:00-05:00,49285.7,49380.97,49095.16,95.27,190.54,SL,49380.97,-95.27,-1.0,25,125,-101.8,95.9,77.9,1218,1.552,0.995,1.433,1224.0,2
2026-01-08,LONG,2026-01-08 10:00:00-05:00,49069.4,48941.57,49325.06,127.83,255.66,TP,49325.06,255.66,2.0,32,160,-13.3,268.5,98.2,1228,1.508,0.967,1.337,1270.0,3
2026-01-09,SHORT,2026-01-09 10:00:00-05:00,49226.0,49360.5,48957.0,134.5,269.0,SL,49360.5,-134.5,-1.0,4,20,-186.4,54.0,191.7,1260,1.284,1.002,1.269,1257.0,4
2026-01-12,LONG,2026-01-12 10:00:00-05:00,49303.0,49175.87,49557.26,127.13,254.26,TP,49557.26,254.26,2.0,54,270,-119.7,255.6,93.7,1232,1.52,0.996,1.416,1236.3,0
2026-01-13,SHORT,2026-01-13 10:00:00-05:00,49268.3,49388.17,49028.56,119.87,239.74,SL,49388.17,-119.87,-1.0,8,40,-127.2,72.2,226.4,1266,1.342,1.019,1.329,1243.0,1
2026-01-14,SHORT,2026-01-14 10:00:00-05:00,48979.4,49106.41,48725.37,127.01,254.03,SL,49106.41,-127.01,-1.0,2,10,-156.2,21.1,74.2,1298,1.424,1.017,1.536,1276.0,2
2026-01-15,LONG,2026-01-15 10:00:00-05:00,49352.7,49218.23,49621.64,134.47,268.94,TIMEOUT,49452.7,100.0,0.744,72,360,-19.4,234.9,147.1,1242,1.52,0.986,1.414,1259.3,3
2026-01-16,SHORT,2026-01-16 10:00:00-05:00,49298.1,49396.76,49100.79,98.66,197.31,SL,49396.76,-98.66,-1.0,2,10,-100.3,0.0,73.8,1220,1.42,0.968,1.287,1260.3,4
2026-01-22,LONG,2026-01-22 10:15:00-05:00,49347.7,49196.2,49650.7,151.5,303.0,TIMEOUT,49358.3,10.6,0.07,69,345,-38.6,260.0,136.3,1218,1.26,0.944,0.871,1289.7,3
